valor_de_mercado,valor_de_firma,patrimônio_líquido,n_total_de_papeis,ativos,ativo_circulante,dívida_bruta,dívida_líquida,disponibilidade,segmento_de_listagem,free_float,tag_along,setor,segmento,papel,liquidez_média_diária
806.040.000,645.856.000,1.691.717.000,95.051.000,3.775.486.000,2.804.943.000,457.539.000,-160.184.000,617.723.000,Novo Mercado,29.32,0.10,Telecomunicações,Telecomunicações,ALLD3,4.759.000
136.071.000,110.658.000,183.145.000,40.021.000,217.265.000,109.786.000,7.000,-25.413.000,25.420.000,Nível 1,25.54,100.00,Telecomunicações,Telecomunicações,TRAD3,46.000
824.665.000,868.820.000,652.360.000,96.226.000,853.156.000,49.361.000,65.859.000,44.155.000,21.704.000,Novo Mercado,54.36,100.00,Consumo não Cíclico,Agricultura,LAND3,535.000
237.510.000,155.231.000,-1.129.615.000,53.857.000,2.874.004.000,2.035.996.000,53.285.000,-82.279.000,135.564.000,Novo Mercado,10.02,100.00,Materiais Básicos,Fertilizantes e Defensivos,FHER3,74.000
64.347.000,10.103.857.000,-15.495.962.000,330.121.000,18.729.654.000,4.601.185.000,11.188.856.000,10.039.510.000,1.149.346.000,Nível 1,90.04,80.00,Telecomunicações,Telecomunicações,OIBR4,13.000
42.267.000,-10.482.000,102.766.000,6.741.000,396.264.000,238.082.000,61.954.000,-52.750.000,114.704.000,Novo Mercado,49.34,100.00,Consumo Cíclico,Produção de Eventos e Shows,SHOW3,380.000
12.060.119.000,21.313.471.000,8.999.649.000,988.880.000,31.477.777.000,6.087.093.000,12.477.539.000,9.253.352.000,3.224.187.000,Nível 2,34.43,100.00,Utilidade Pública,Energia Elétrica,ALUP4,126.000
65.674.000,978.502.000,-1.791.043.000,48.951.000,440.271.000,154.150.000,924.788.000,912.828.000,11.960.000,Tradicional,85.14,0.00,Bens Industriais,Máquinas e Equipamentos Industriais,INEP3,80.000
4.485.225.000,4.440.542.000,7.283.049.000,56.058.000,60.398.229.000,2.882.352.000,0,0,44.683.000,Tradicional,2.99,0.00,Financeiro,Bancos,BAZA3,435.000
1.120.083.000,-264.496.000,1.527.944.000,101.983.000,4.231.996.000,2.168.768.000,6.947.000,-1.384.580.000,1.391.527.000,Tradicional,3.26,0.00,Telecomunicações,Telecomunicações,TELB4,15.000
139.557.000,177.615.000,75.212.000,26.633.000,500.698.000,49.998.000,54.342.000,38.058.000,16.284.000,Tradicional,26.10,0.00,Consumo Cíclico,Serviços Educacionais,BIED3,39.000
224.400.000,1.441.211.000,859.637.000,44.000.000,2.557.301.000,191.822.000,1.289.042.000,1.216.811.000,72.231.000,Novo Mercado,42.11,100.00,Bens Industriais,Exploração de Rodovias,TPIS3,178.000
643.269.000,428.321.000,957.426.000,23.957.000,1.313.242.000,588.627.000,,-214.948.000,214.948.000,Tradicional,55.95,100.00,Consumo Cíclico,Tecidos. Vestuário e Calçados,CGRA4,373.000
844.119.000,1.590.402.000,1.504.490.000,57.737.000,2.868.062.000,737.791.000,1.059.833.000,746.283.000,313.550.000,Nível 1,38.65,0.10,Financeiro,Exploração de Imóveis,SCAR3,943.000
2.849.121.000,2.849.121.000,2.447.735.000,347.504.000,39.131.799.000,28.263.479.000,0,0,9.134.720.000,Tradicional,4.59,100.00,Financeiro,Bancos,BEES3,115.000
57.956.000,54.535.000,41.775.000,14.860.000,56.958.000,8.890.000,,-3.421.000,3.421.000,Tradicional,12.92,0.00,Financeiro,Holdings Diversificadas,EPAR3,51.000
3.152.733.000,2.906.180.000,3.984.960.000,486.181.000,74.509.301.000,68.245.397.000,0,0,246.553.000,Tradicional,10.32,0.00,Financeiro,Bancos,BSLI3,27.000
8.583.631.000,15.716.631.000,2.019.000.000,193.759.000,13.007.000.000,3.697.000.000,7.915.000.000,7.133.000.000,782.000.000,Tradicional,0.32,0.00,Utilidade Pública,Energia Elétrica,EKTR4,23.000
848.417.000,875.590.000,284.098.000,136.841.000,485.027.000,258.688.000,101.670.000,27.173.000,74.497.000,Tradicional,56.32,0.00,Saúde,Medicamentos e Outros Produtos,BIOM3,639.000
12.060.119.000,21.313.471.000,8.999.649.000,988.880.000,31.477.777.000,6.087.093.000,12.477.539.000,9.253.352.000,3.224.187.000,Nível 2,34.43,100.00,Utilidade Pública,Energia Elétrica,ALUP3,91.000
67.538.000,1.014.741.000,-185.458.000,16.969.000,2.215.352.000,917.238.000,1.004.715.000,947.203.000,57.512.000,Nível 1,37.28,100.00,Consumo não Cíclico,Agricultura,AGXY3,60.000
34.435.000,44.045.000,43.263.000,13.244.000,136.774.000,100.668.000,15.426.000,9.610.000,5.816.000,Tradicional,24.56,100.00,Materiais Básicos,Fertilizantes e Defensivos,NUTR3,5.000
429.895.000,737.172.000,1.054.905.000,114.333.000,1.686.015.000,529.703.000,344.132.000,307.277.000,36.855.000,Novo Mercado,96.56,100.00,Consumo Cíclico,Tecidos. Vestuário e Calçados,VSTE3,146.000
179.763.000,-25.484.000,642.573.000,64.663.000,1.445.578.000,724.575.000,,-205.248.000,205.248.000,Nível 1,32.77,100.00,Telecomunicações,Telecomunicações,LVTC3,0
65.674.000,978.502.000,-1.791.043.000,48.951.000,440.271.000,154.150.000,924.788.000,912.828.000,11.960.000,Tradicional,85.14,0.00,Bens Industriais,Máquinas e Equipamentos Industriais,INEP4,60.000
5.863.546.000,5.863.546.000,2.256.855.000,104.831.000,31.519.505.000,23.510.817.000,0,0,5.813.282.000,Tradicional,46.32,0.00,Financeiro,Bancos,BMEB4,3.498.000
31.696.000,45.815.000,77.426.000,48.764.000,241.828.000,103.243.000,24.483.000,14.119.000,10.364.000,Novo Mercado,99.37,100.00,Consumo Cíclico,Incorporações,VIVR3,72.000
398.625.000,540.090.000,529.743.000,48.046.000,1.063.020.000,594.884.000,386.759.000,141.464.000,245.294.000,Tradicional,66.52,80.00,Consumo Cíclico,Fios e Tecidos,PTNT4,244.000
2.849.121.000,2.849.121.000,2.447.735.000,347.504.000,39.131.799.000,28.263.479.000,0,0,9.134.720.000,Tradicional,4.59,0.10,Financeiro,Bancos,BEES4,46.000
342.980.713.000,342.980.713.000,65.605.493.000,11.506.119.000,578.439.284.000,507.603.323.000,0,0,1.437.611.000,Nível 1,29.94,100.00,Financeiro,Bancos,BPAC5,100.000
2.400.369.000,9.102.947.000,3.284.652.000,349.724.000,18.438.468.000,9.943.434.000,9.331.911.000,6.702.578.000,2.629.333.000,Nível 1,59.71,80.00,Bens Industriais,Material Rodoviário,RAPT3,121.000
27.741.083.000,59.293.534.000,18.484.512.000,2.518.367.000,82.858.461.000,19.805.340.000,41.047.221.000,31.552.451.000,9.494.770.000,Nível 2,71.31,100.00,Utilidade Pública,Energia Elétrica,ENGI4,149.000
3.184.746.000,3.184.746.000,1.248.701.000,237.659.000,29.292.312.000,24.887.688.000,0,0,239.188.000,Nível 2,24.20,100.00,Financeiro,Bancos,PINE3,134.000
3.152.733.000,2.906.180.000,3.984.960.000,486.181.000,74.509.301.000,68.245.397.000,0,0,246.553.000,Tradicional,10.32,0.00,Financeiro,Bancos,BSLI4,17.000
163.455.000,113.204.000,273.972.000,6.072.000,438.854.000,251.143.000,12.519.000,-50.251.000,62.770.000,Tradicional,23.31,0.00,Bens Industriais,Material Rodoviário,RSUL4,73.000
13.934.509.000,18.430.011.000,5.073.528.000,2.213.527.000,22.144.919.000,9.299.616.000,9.928.082.000,4.495.502.000,5.432.580.000,Tradicional,2.12,0.00,Utilidade Pública,Energia Elétrica,EQPA3,38.000
7.423.274.000,7.423.274.000,11.099.341.000,408.974.000,158.835.626.000,150.437.964.000,0,0,2.106.316.000,Nível 1,50.61,80.00,Financeiro,Bancos,BRSR3,185.000
13.186.000,299.891.000,-88.903.000,12.802.000,748.692.000,673.985.000,290.428.000,286.705.000,3.723.000,Tradicional,0.82,0.00,Consumo Cíclico,Incorporações,JFEN3,8.000
5.254.774.000,9.374.815.000,3.951.434.000,38.571.000,13.512.155.000,3.738.057.000,4.530.087.000,4.120.041.000,410.046.000,Nível 2,75.46,0.10,Utilidade Pública,Energia Elétrica,CLSC4,348.000
55.819.000,127.763.000,-248.748.000,13.321.000,223.847.000,95.575.000,114.255.000,71.944.000,42.311.000,Nível 1,29.51,100.00,Financeiro,Outros,DOTZ3,57.000
60.545.000,-34.070.000,220.729.000,11.109.000,300.222.000,179.758.000,7.327.000,-94.616.000,101.943.000,Nível 1,99.66,100.00,Consumo Cíclico,Utensílios Domésticos,WEST3,34.000
5.477.000,7.403.778.000,-8.925.364.000,3.148.000,1.488.554.000,26.718.000,7.413.068.000,7.398.301.000,14.767.000,Novo Mercado,50.58,100.00,Petróleo. Gás e Biocombustíveis,Equipamentos e Serviços,OSXB3,17.000
3.532.529.000,4.953.818.000,1.065.783.000,107.306.000,3.991.899.000,1.095.752.000,1.690.632.000,1.421.289.000,269.343.000,Novo Mercado,24.26,100.00,Bens Industriais,Transporte Hidroviário,LOGN3,924.000
1.120.083.000,-264.496.000,1.527.944.000,101.983.000,4.231.996.000,2.168.768.000,6.947.000,-1.384.580.000,1.391.527.000,Tradicional,3.26,0.00,Telecomunicações,Telecomunicações,TELB3,4.000
6.679.344.000,6.537.776.000,2.143.130.000,1.502.786.000,10.020.083.000,6.769.895.000,2.020.170.000,-141.568.000,2.161.738.000,Tradicional,100.00,0.00,Consumo Cíclico,Eletrodomésticos,WHRL3,13.000
2.125.217.000,1.639.018.000,994.854.000,72.081.000,1.433.244.000,754.054.000,,-486.199.000,486.199.000,Tradicional,19.85,0.00,Utilidade Pública,Energia Elétrica,CEBR5,54.000
169.937.000,712.150.000,-189.334.000,195.330.000,1.343.130.000,515.416.000,729.796.000,542.213.000,187.583.000,Novo Mercado,21.36,100.00,Consumo Cíclico,Incorporações,AVLL3,9.000
18.120.000,194.318.000,230.512.000,25.260.000,632.088.000,192.847.000,209.949.000,176.198.000,33.751.000,Tradicional,56.36,0.00,Consumo Cíclico,Fios e Tecidos,CTSA4,2.000
11.990.625.000,27.796.625.000,8.568.000.000,262.096.000,33.379.000.000,5.865.000.000,16.926.000.000,15.806.000.000,1.120.000.000,Tradicional,1.01,0.00,Utilidade Pública,Energia Elétrica,CEEB3,29.000
546.490.000,465.428.000,560.276.000,29.018.000,920.693.000,583.943.000,6.972.000,-81.062.000,88.034.000,Tradicional,28.36,0.00,Materiais Básicos,Químicos Diversos,CRPG5,41.000
8.274.509.000,7.890.448.000,4.301.192.000,683.062.000,6.236.192.000,3.129.477.000,657.013.000,-384.061.000,1.041.074.000,Nível 1,27.74,80.00,Consumo Cíclico,Calçados,ALPA3,110.000
2.125.217.000,1.639.018.000,994.854.000,72.081.000,1.433.244.000,754.054.000,,-486.199.000,486.199.000,Tradicional,19.85,0.00,Utilidade Pública,Energia Elétrica,CEBR3,87.000
1.294.776.000,1.584.845.000,712.492.000,53.949.000,1.459.883.000,969.505.000,496.627.000,290.069.000,206.558.000,Novo Mercado,42.94,100.00,Saúde,Medicamentos e Outros Produtos,OFSA3,196.000
6.974.096.000,8.576.306.000,2.470.314.000,113.173.000,7.633.811.000,3.062.409.000,3.318.008.000,1.602.210.000,1.715.798.000,Tradicional,55.28,80.00,Materiais Básicos,Químicos Diversos,UNIP3,638.000
643.269.000,428.321.000,957.426.000,23.957.000,1.313.242.000,588.627.000,,-214.948.000,214.948.000,Tradicional,55.95,100.00,Consumo Cíclico,Tecidos. Vestuário e Calçados,CGRA3,64.000
342.980.713.000,342.980.713.000,65.605.493.000,11.506.119.000,578.439.284.000,507.603.323.000,0,0,1.437.611.000,Nível 1,29.94,100.00,Financeiro,Bancos,BPAC3,268.000
176.035.000,719.232.000,30.957.000,5.783.000,750.073.000,324.066.000,576.310.000,543.197.000,33.113.000,Tradicional,49.03,0.00,Materiais Básicos,Artefatos de Ferro e Aço,MGEL4,40.000
370.608.000,1.019.574.000,1.250.095.000,373.114.000,2.978.270.000,240.890.000,710.556.000,648.966.000,61.590.000,Nível 2,23.69,100.00,Utilidade Pública,Energia Elétrica,RNEW11,0
7.594.000,5.829.000,-83.100.000,2.655.000,26.064.000,12.252.000,418.000,-1.765.000,2.183.000,Novo Mercado,39.11,100.00,Financeiro,Exploração de Imóveis,NEXP3,2.000
852.340.000,852.340.000,868.624.000,21.548.000,13.173.269.000,12.481.707.000,0,0,81.942.000,Tradicional,8.54,100.00,Financeiro,Bancos,BGIP4,87.000
15.922.866.000,30.936.283.000,4.160.955.000,2.568.204.000,32.780.951.000,8.486.338.000,18.209.921.000,15.013.417.000,3.196.504.000,Tradicional,0.25,0.00,Utilidade Pública,Energia Elétrica,REDE3,10.000
3.251.162.000,2.755.839.000,1.550.458.000,36.947.000,2.444.365.000,876.249.000,,-495.323.000,495.323.000,Tradicional,60.06,0.00,Utilidade Pública,Energia Elétrica,EMAE4,161.000
17.313.076.000,24.378.230.000,2.026.137.000,132.520.000,14.874.943.000,4.283.060.000,8.619.304.000,7.065.154.000,1.554.150.000,Nível 1,0.86,0.00,Utilidade Pública,Gás,CGAS5,75.000
20.172.905.000,32.571.236.000,20.907.007.000,658.883.000,45.643.761.000,7.065.287.000,14.818.493.000,12.398.331.000,2.420.162.000,Nível 1,64.18,80.00,Utilidade Pública,Energia Elétrica,ISAE3,100.000
34.868.000,386.526.000,-972.058.000,20.272.000,503.144.000,252.399.000,379.602.000,351.658.000,27.944.000,Novo Mercado,94.94,100.00,Consumo Cíclico,Incorporações,RSID3,3.000
317.374.000,198.107.000,201.583.000,71.001.000,441.203.000,233.217.000,,-119.267.000,119.267.000,Tradicional,42.32,0.00,Consumo não Cíclico,Carnes e Derivados,MNPR3,141.000
613.374.000,6.560.014.000,-4.031.280.000,68.254.000,8.930.239.000,2.771.628.000,6.780.305.000,5.946.640.000,833.665.000,Nível 1,0.26,80.00,Utilidade Pública,Energia Elétrica,CEED3,000
2.125.217.000,1.639.018.000,994.854.000,72.081.000,1.433.244.000,754.054.000,,-486.199.000,486.199.000,Tradicional,19.85,0.00,Utilidade Pública,Energia Elétrica,CEBR6,172.000
734.876.000,730.465.000,907.574.000,18.138.000,1.279.202.000,227.934.000,157.239.000,-4.411.000,161.650.000,Tradicional,49.90,0.00,Financeiro,Holdings Diversificadas,PEAB4,16.000
93.229.000,552.933.000,165.979.000,43.769.000,1.178.144.000,620.193.000,487.617.000,459.704.000,27.913.000,Novo Mercado,34.36,100.00,Consumo Cíclico,Incorporações,RDNI3,0
3.250.078.000,4.159.689.000,1.789.349.000,94.433.000,4.001.495.000,297.296.000,1.045.236.000,909.611.000,135.625.000,Tradicional,3.81,0.00,Utilidade Pública,Energia Elétrica,GEPA4,26.000
912.275.000,829.629.000,1.040.572.000,122.974.000,1.609.481.000,1.042.072.000,230.880.000,-82.646.000,313.526.000,Tradicional,99.67,100.00,Materiais Básicos,Petroquímicos,DEXP4,88.000
3.170.000,3.169.000,-6.470.000,918.000,774.000,1.000,,-1.000,1.000,Tradicional,3.89,0.00,Financeiro,Outros,MAPT4,000
225.841.000,154.710.000,182.965.000,9.800.000,300.735.000,224.454.000,21.643.000,-71.131.000,92.774.000,Tradicional,34.89,0.00,Saúde,Equipamentos,BALM4,28.000
8.583.631.000,15.716.631.000,2.019.000.000,193.759.000,13.007.000.000,3.697.000.000,7.915.000.000,7.133.000.000,782.000.000,Tradicional,0.32,0.00,Utilidade Pública,Energia Elétrica,EKTR3,000
225.127.000,159.945.000,141.596.000,5.222.000,204.705.000,115.591.000,,-65.182.000,65.182.000,Tradicional,28.89,0.00,Consumo não Cíclico,Carnes e Derivados,BAUH4,32.000
546.490.000,465.428.000,560.276.000,29.018.000,920.693.000,583.943.000,6.972.000,-81.062.000,88.034.000,Tradicional,28.36,0.00,Materiais Básicos,Químicos Diversos,CRPG3,000
18.120.000,194.318.000,230.512.000,25.260.000,632.088.000,192.847.000,209.949.000,176.198.000,33.751.000,Tradicional,56.36,0.00,Consumo Cíclico,Fios e Tecidos,CTSA3,000
445.169.000,391.758.000,1.087.490.000,84.682.000,1.091.335.000,55.100.000,,-53.411.000,53.411.000,Nível 1,24.65,0.00,Financeiro,Serviços Financeiros Diversos,RPAD3,000
315.547.000,398.036.000,356.365.000,22.500.000,631.615.000,248.216.000,103.306.000,82.489.000,20.817.000,Tradicional,59.77,0.00,Bens Industriais,Máquinas e Equipamentos Industriais,EALT3,14.000
528.532.000,380.542.000,471.154.000,8.789.000,571.177.000,436.104.000,10.128.000,-147.989.000,158.118.000,Tradicional,34.76,0.00,Bens Industriais,Máquinas e Equipamentos de Construção e Agrícolas,MTSA4,191.000
6.974.096.000,8.576.306.000,2.470.314.000,113.173.000,7.633.811.000,3.062.409.000,3.318.008.000,1.602.210.000,1.715.798.000,Tradicional,55.28,0.00,Materiais Básicos,Químicos Diversos,UNIP5,9.000
765.578.000,330.774.000,924.791.000,12.251.000,2.218.613.000,1.347.399.000,842.371.000,-434.804.000,1.277.175.000,Tradicional,4.60,0.00,Financeiro,Holdings Diversificadas,MOAR3,110.000
119.422.000,502.059.000,290.830.000,10.000.000,956.576.000,394.616.000,390.842.000,382.637.000,8.205.000,Nível 1,61.57,80.00,Consumo Cíclico,Fios e Tecidos,CEDO4,9.000
17.313.076.000,24.378.230.000,2.026.137.000,132.520.000,14.874.943.000,4.283.060.000,8.619.304.000,7.065.154.000,1.554.150.000,Nível 1,0.86,0.00,Utilidade Pública,Gás,CGAS3,19.000
398.625.000,540.090.000,529.743.000,48.046.000,1.063.020.000,594.884.000,386.759.000,141.464.000,245.294.000,Tradicional,66.52,80.00,Consumo Cíclico,Fios e Tecidos,PTNT3,23.000
653.092.000,577.413.000,334.897.000,3.174.000,403.949.000,234.822.000,2.253.000,-75.679.000,77.932.000,Tradicional,32.29,0.00,Materiais Básicos,Artefatos de Ferro e Aço,TKNO3,5.000
728.110.000,1.051.198.000,826.271.000,36.414.000,1.533.872.000,902.412.000,427.748.000,323.088.000,104.660.000,Tradicional,15.11,0.00,Bens Industriais,Material de Transporte,WLMM4,26.000
12.986.533.000,17.838.444.000,8.691.594.000,338.877.000,22.754.315.000,5.653.877.000,9.348.217.000,4.851.911.000,4.496.306.000,Tradicional,1.84,0.00,Bens Industriais,Transporte Ferroviário,MRSA5B,000
1.876.881.000,2.380.004.000,2.803.899.000,92.619.000,4.753.032.000,1.761.982.000,843.823.000,503.123.000,340.700.000,Nível 1,56.01,80.00,Materiais Básicos,Madeira,EUCA3,11.000
129.663.000,94.892.000,72.363.000,2.457.000,121.442.000,71.913.000,,-34.771.000,34.771.000,Tradicional,13.02,0.00,Bens Industriais,Engenharia Consultiva,SOND5,7.000
104.887.000,67.421.000,-31.082.000,18.372.000,527.527.000,106.280.000,5.000,-37.466.000,37.471.000,Tradicional,13.95,0.00,Consumo Cíclico,Hotelaria,HOOT4,46.000
163.697.000,679.208.000,137.573.000,9.921.000,1.435.498.000,602.721.000,520.090.000,515.511.000,4.579.000,Tradicional,67.22,0.00,Consumo Cíclico,Acessórios,MNDL3,21.000
15.906.000,13.793.000,-50.250.000,11.900.000,69.753.000,62.417.000,20.754.000,-2.112.000,22.867.000,Tradicional,75.75,0.00,Bens Industriais,Produtos para Construção,HAGA4,5.000
1.322.000,1.322.000,9.000,2.814.000,806.000,797.000,,,,Tradicional,100.00,0.00,Financeiro,Gestão de Recursos e Investimentos,PPLA11,1.000
15.906.000,13.793.000,-50.250.000,11.900.000,69.753.000,62.417.000,20.754.000,-2.112.000,22.867.000,Tradicional,75.75,0.00,Bens Industriais,Produtos para Construção,HAGA3,5.000
63.180.811.000,80.138.261.000,25.986.034.000,4.665.273.000,62.048.417.000,13.140.211.000,20.928.087.000,16.957.450.000,3.970.637.000,Nível 2,100.00,100.00,Utilidade Pública,Energia Elétrica,CPLE5,0
209.474.000,132.980.000,256.339.000,8.543.000,591.545.000,250.936.000,3.110.000,-76.494.000,79.604.000,Tradicional,3.25,0.00,Consumo Cíclico,Produção de Eventos e Shows,AHEB3,000
791.022.000,765.124.000,779.065.000,23.932.000,1.517.743.000,1.095.779.000,362.683.000,-25.898.000,388.581.000,Tradicional,34.71,0.00,Materiais Básicos,Artefatos de Ferro e Aço,PATI3,4.000
177.807.000,-5.584.000,245.638.000,454.000,269.253.000,217.912.000,3.169.000,-183.392.000,186.561.000,Tradicional,22.00,0.00,Consumo Cíclico,Bicicletas,BMKS3,32.000
61.878.000,338.911.000,-673.571.000,12.425.000,631.440.000,207.452.000,287.852.000,277.033.000,10.819.000,Tradicional,40.01,0.00,Consumo Cíclico,Automóveis e Motocicletas,PLAS3,5.000
102.975.000,99.132.000,167.560.000,41.568.000,232.840.000,47.041.000,18.771.000,-3.843.000,22.614.000,Tradicional,30.35,0.00,Bens Industriais,Transporte Hidroviário,LUXM4,27.000
653.092.000,577.413.000,334.897.000,3.174.000,403.949.000,234.822.000,2.253.000,-75.679.000,77.932.000,Tradicional,32.29,0.00,Materiais Básicos,Artefatos de Ferro e Aço,TKNO4,34.000
3.086.749.000,2.375.374.000,3.387.880.000,353.175.000,4.231.635.000,1.689.216.000,169.341.000,-711.375.000,880.716.000,Nível 1,45.83,80.00,Materiais Básicos,Siderurgia,FESA3,6.000
4.839.568.000,7.736.452.000,4.032.651.000,161.318.000,9.963.995.000,2.401.899.000,3.530.000.000,2.896.884.000,633.116.000,Nível 1,1.30,0.00,Utilidade Pública,Energia Elétrica,EQMA3B,13.000
34.247.000,173.767.000,-198.430.000,8.083.000,390.000.000,163.772.000,140.077.000,139.520.000,557.000,Tradicional,68.43,0.00,Consumo Cíclico,Brinquedos e Jogos,ESTR4,000
129.663.000,94.892.000,72.363.000,2.457.000,121.442.000,71.913.000,,-34.771.000,34.771.000,Tradicional,13.02,0.00,Bens Industriais,Engenharia Consultiva,SOND6,1.000
119.422.000,502.059.000,290.830.000,10.000.000,956.576.000,394.616.000,390.842.000,382.637.000,8.205.000,Nível 1,61.57,80.00,Consumo Cíclico,Fios e Tecidos,CEDO3,000
101.016.000,354.425.000,-2.171.858.000,12.774.000,573.330.000,330.052.000,259.704.000,253.409.000,6.295.000,Tradicional,66.36,0.00,Materiais Básicos,Materiais Diversos,SNSY5,4.000
10.893.000,184.711.000,-220.537.000,1.600.000,435.488.000,197.482.000,181.254.000,173.818.000,7.436.000,Nível 1,76.94,0.00,Bens Industriais,Máquinas e Equipamentos Industriais,BDLL4,1.000
288.167.000,539.748.000,661.094.000,9.133.000,1.654.100.000,110.498.000,263.050.000,251.581.000,11.469.000,Tradicional,63.98,0.00,Financeiro,Exploração de Imóveis,HBTS5,4.000
282.887.000,633.215.000,53.936.000,6.205.000,724.854.000,482.865.000,419.044.000,350.328.000,68.716.000,Tradicional,12.86,0.00,Consumo Cíclico,Fios e Tecidos,CTKA4,37.000
23.282.000,128.044.000,8.416.000,2.058.000,320.069.000,126.596.000,108.636.000,104.762.000,3.874.000,Tradicional,49.10,0.00,Bens Industriais,Material Rodoviário,MWET4,9.000
1.257.258.000,1.966.086.000,364.200.000,6.286.000,1.902.690.000,1.284.780.000,822.513.000,708.828.000,113.685.000,Novo Mercado,64.39,100.00,Bens Industriais,Máquinas e Equipamentos Industriais,FRIO3,45.000
13.934.509.000,18.430.011.000,5.073.528.000,2.213.527.000,22.144.919.000,9.299.616.000,9.928.082.000,4.495.502.000,5.432.580.000,Tradicional,2.12,0.00,Utilidade Pública,Energia Elétrica,EQPA6,0
4.104.427.000,9.212.782.000,8.308.647.000,380.039.000,20.174.593.000,3.904.827.000,5.240.872.000,5.108.355.000,132.517.000,Nível 1,0.19,0.00,Utilidade Pública,Energia Elétrica,CBEE3,10.000
7.462.758.000,44.774.758.000,-3.533.000.000,797.207.000,87.383.000.000,26.273.000.000,44.720.000.000,37.312.000.000,7.408.000.000,Nível 1,34.97,100.00,Materiais Básicos,Petroquímicos,BRKM6,1.000
108.602.000,105.519.000,144.393.000,4.825.000,654.117.000,631.293.000,0,0,3.083.000,Tradicional,8.46,0.00,Financeiro,Bancos,BMIN4,5.000
11.547.870.000,11.547.870.000,15.521.338.000,98.699.000,71.183.557.000,64.328.755.000,0,0,636.569.000,Tradicional,0.71,0.00,Financeiro,Bancos,BNBR3,84.000
225.841.000,154.710.000,182.965.000,9.800.000,300.735.000,224.454.000,21.643.000,-71.131.000,92.774.000,Tradicional,34.89,0.00,Saúde,Equipamentos,BALM3,5.000
26.154.000,65.473.000,-126.741.000,6.621.000,19.510.000,1.682.000,39.330.000,39.319.000,11.000,Tradicional,1.07,0.00,Bens Industriais,Máquinas e Equipamentos Industriais,NORD3,1.000
5.805.000,2.066.499.000,-1.318.093.000,1.928.000,1.135.857.000,144.432.000,2.132.948.000,2.060.694.000,72.254.000,Novo Mercado,74.05,100.00,Financeiro,Exploração de Imóveis,GSHP3,000
461.780.000,451.112.000,255.243.000,63.084.000,376.972.000,120.228.000,27.422.000,-10.668.000,38.090.000,Tradicional,1.33,0.00,Utilidade Pública,Energia Elétrica,AFLT3,2.000
78.966.000,75.346.000,1.237.000,11.131.000,7.308.000,7.082.000,,-3.620.000,3.620.000,Tradicional,2.02,0.00,Bens Industriais,Serviços Diversos,DTCY3,000
438.871.000,493.844.000,691.726.000,75.645.000,997.773.000,567.036.000,144.614.000,54.973.000,89.641.000,Tradicional,12.49,0.00,Consumo Cíclico,Fios e Tecidos,DOHL4,10.000
791.022.000,765.124.000,779.065.000,23.932.000,1.517.743.000,1.095.779.000,362.683.000,-25.898.000,388.581.000,Tradicional,34.71,0.00,Materiais Básicos,Artefatos de Ferro e Aço,PATI4,10.000
546.490.000,465.428.000,560.276.000,29.018.000,920.693.000,583.943.000,6.972.000,-81.062.000,88.034.000,Tradicional,28.36,0.00,Materiais Básicos,Químicos Diversos,CRPG6,4.000
1.841.000,1.841.000,4.011.000,153.000,5.073.000,3.289.000,,,,Novo Mercado,100.00,100.00,Consumo Cíclico,Incorporações,CCTY3,000
11.232.487.000,18.097.198.000,3.965.235.000,218.941.000,15.498.538.000,3.822.944.000,8.203.695.000,6.864.711.000,1.338.984.000,Tradicional,2.49,0.00,Utilidade Pública,Energia Elétrica,ENMT4,14.000
7.423.274.000,7.423.274.000,11.099.341.000,408.974.000,158.835.626.000,150.437.964.000,0,0,2.106.316.000,Nível 1,50.61,100.00,Financeiro,Bancos,BRSR5,1.000
11.990.625.000,27.796.625.000,8.568.000.000,262.096.000,33.379.000.000,5.865.000.000,16.926.000.000,15.806.000.000,1.120.000.000,Tradicional,1.01,0.00,Utilidade Pública,Energia Elétrica,CEEB5,5.000
5.863.546.000,5.863.546.000,2.256.855.000,104.831.000,31.519.505.000,23.510.817.000,0,0,5.813.282.000,Tradicional,46.32,0.00,Financeiro,Bancos,BMEB3,157.000
12.986.533.000,17.838.444.000,8.691.594.000,338.877.000,22.754.315.000,5.653.877.000,9.348.217.000,4.851.911.000,4.496.306.000,Tradicional,1.84,0.00,Bens Industriais,Transporte Ferroviário,MRSA3B,4.000
842.000,676.000,165.000,171.000,83.517.000,171.000,,-165.000,165.000,Nível 1,0.00,0.00,Bens Industriais,Transporte Hidroviário,PSVM11,2.000
12.986.533.000,17.838.444.000,8.691.594.000,338.877.000,22.754.315.000,5.653.877.000,9.348.217.000,4.851.911.000,4.496.306.000,Tradicional,1.84,0.00,Bens Industriais,Transporte Ferroviário,MRSA6B,0
734.876.000,730.465.000,907.574.000,18.138.000,1.279.202.000,227.934.000,157.239.000,-4.411.000,161.650.000,Tradicional,49.90,0.00,Financeiro,Holdings Diversificadas,PEAB3,15.000
3.250.078.000,4.159.689.000,1.789.349.000,94.433.000,4.001.495.000,297.296.000,1.045.236.000,909.611.000,135.625.000,Tradicional,3.81,0.00,Utilidade Pública,Energia Elétrica,GEPA3,25.000
