Papel,Setor,Preço Atual (R$),Liquidez Diária (R$),Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas
CSMC11,Indefinido,,,9.21,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,1686070497.08,,,,,,,8,,1
CTXT11,Lajes Corporativas,5.51,795.77,0.01,0.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.34 ,1.40 ,1.44 ,-49.65 ,99614785.81,48.33,0.11,0.19 ,-0.10 ,0.09 ,0.54 ,1,57.56,2265
CVBI11,Papéis,84.94,1298035.27,1.05,1.22 ,3.67 ,7.51 ,14.67 ,1.22 ,1.25 ,1.22 ,10.31 ,-0.34 ,0.88 ,31.08 ,1019760053.98,92.62,0.92,1.13 ,-1.32 ,-0.20 ,6.48 ,14,18.84,84172
CVPR11,Indefinido,,,0.59,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,59907960.02,,,,,,,14,,3
CXAG11,Agências de Bancos,74.24,164864.05,0.70,0.94 ,3.45 ,6.48 ,12.58 ,1.15 ,1.08 ,1.05 ,8.55 ,-1.11 ,-0.18 ,19.80 ,230922327.70,110.46,0.67,1.06 ,-3.65 ,-2.63 ,15.91 ,32,13.80,11881
CXCE11B,Lajes Corporativas,44.01,9205.00,0.43,1.09 ,3.25 ,6.56 ,12.24 ,1.08 ,1.09 ,1.02 ,12.24 ,0.18 ,1.27 ,3.73 ,110543765.88,64.53,0.68,0.67 ,-1.63 ,-0.97 ,0.19 ,1,22.21,3247
CXCI11,Indefinido,64.59,254841.14,0.75,1.16 ,3.59 ,7.09 ,13.92 ,1.20 ,1.18 ,1.16 ,9.55 ,-4.88 ,-3.78 ,11.58 ,171496272.60,83.34,0.78,1.08 ,-10.49 ,-9.53 ,-7.58 ,14,17.35,5439
CXCO11,Lajes Corporativas,57.52,86687.77,0.66,1.11 ,3.90 ,7.41 ,14.17 ,1.30 ,1.24 ,1.18 ,10.16 ,-5.29 ,-4.24 ,23.24 ,377113247.49,96.09,0.60,1.08 ,-3.23 ,-2.19 ,10.22 ,10,23.54,12514
CXRI11,Fundo de Fundos,61.12,17182.09,0.59,0.96 ,2.84 ,5.64 ,11.13 ,0.95 ,0.94 ,0.93 ,8.53 ,-2.71 ,-1.78 ,2.19 ,126173260.11,80.07,0.76,0.74 ,-3.12 ,-2.41 ,2.13 ,1,40.49,1802
CXTL11,Imóveis Industriais e Logísticos,234.65,5486.19,0.29,0.13 ,1.13 ,4.97 ,10.69 ,0.38 ,0.83 ,0.89 ,6.05 ,5.54 ,5.68 ,24.36 ,21572989.78,392.08,0.60,0.55 ,-19.90 ,-19.46 ,-32.48 ,1,61.79,633
CYCR11,Indefinido,8.69,469667.09,0.11,1.23 ,3.81 ,7.61 ,14.58 ,1.27 ,1.27 ,1.22 ,10.19 ,-3.79 ,-2.61 ,21.50 ,341690640.98,9.35,0.93,1.24 ,-1.99 ,-0.78 ,-89.30 ,14,17.09,18051
DAMA11,Misto,7.07,10587.59,0.09,1.25 ,3.64 ,6.95 ,11.73 ,1.21 ,1.16 ,0.98 ,8.43 ,1.28 ,2.55 ,-14.40 ,46490935.33,,,,,,,14,35.62,791
DAMT11B,Shoppings,11.45,23.00,0.40,3.50 ,3.50 ,3.50 ,3.50 ,1.17 ,0.58 ,0.29 ,3.50 ,-11.86 ,-8.77 ,-8.77 ,266485019.60,,,,,,,2,11.75,525
DCRA11,Indefinido,7.19,58963.18,0.09,1.24 ,3.59 ,7.47 ,16.39 ,1.20 ,1.25 ,1.37 ,10.67 ,-4.34 ,-3.16 ,26.49 ,65059674.21,9.65,0.75,0.91 ,0.00 ,0.00 ,0.00 ,0,20.01,15979
DEVA11,Papéis,28.77,568055.41,0.34,1.09 ,3.79 ,8.34 ,17.22 ,1.26 ,1.39 ,1.44 ,11.46 ,-9.58 ,-8.59 ,24.92 ,1355442033.99,96.51,0.30,0.48 ,-4.73 ,-4.27 ,14.78 ,14,25.15,87039
DLMT11,Varejo,,,0.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,8443649.01,,,,,,,7,,9
DPRO11,Indefinido,5.71,455.23,0.06,1.01 ,2.89 ,5.72 ,11.53 ,0.96 ,0.95 ,0.96 ,7.90 ,-1.32 ,-0.33 ,11.73 ,45757870.31,,,,,,,1,50.28,742
DRIT11B,Lajes Corporativas,83.30,1547.00,0.53,0.63 ,1.94 ,3.25 ,13.98 ,0.65 ,0.54 ,1.17 ,1.94 ,17.70 ,18.44 ,16.76 ,60485010.41,130.56,0.64,0.46 ,-1.36 ,-0.91 ,7.46 ,4,29.85,348
DVFF11,Fundo de Fundos,6.03,43236.50,0.07,1.05 ,3.18 ,6.33 ,13.24 ,1.06 ,1.06 ,1.10 ,8.85 ,3.85 ,4.94 ,14.16 ,91868250.27,8.34,0.72,0.78 ,-90.85 ,-90.77 ,-89.93 ,14,26.37,1888
EDFO11B,Lajes Corporativas,229.98,7938.50,0.49,0.42 ,2.45 ,5.30 ,11.89 ,0.82 ,0.88 ,0.99 ,3.59 ,-0.22 ,0.20 ,-17.93 ,49670858.85,210.47,1.09,0.60 ,9.69 ,10.35 ,20.16 ,1,181.93,490
EDGA11,Lajes Corporativas,14.91,65513.36,0.08,0.49 ,1.02 ,2.68 ,5.08 ,0.34 ,0.45 ,0.42 ,3.48 ,-3.59 ,-3.11 ,6.65 ,178068035.06,46.99,0.32,0.17 ,-23.34 ,-23.21 ,-28.02 ,1,23.36,3994
EGAF11,Indefinido,93.85,315694.95,1.58,1.66 ,4.58 ,9.01 ,17.98 ,1.53 ,1.50 ,1.50 ,12.25 ,-0.05 ,1.61 ,35.01 ,310835558.50,310835558.50,0.00,0.00 ,0.00 ,0.00 ,0.00 ,0,12.87,11430
EMET11,Misto,9.94,1309080.86,0.10,1.04 ,1.04 ,1.04 ,1.04 ,1.04 ,1.04 ,1.04 ,1.04 ,0.00 ,0.00 ,,50847381.65,,,,,,,14,40.87,53
ENDD11,Indefinido,107.05,396610.41,0.16,0.15 ,0.15 ,0.15 ,5.10 ,0.15 ,0.15 ,0.43 ,0.15 ,9.99 ,10.15 ,10.15 ,,,,,,,,0,17.59,0
EQIA11,Fiagro,,,0.45,,,,,,,,,,,,,,,,,,,0,,0
EQIR11,Indefinido,7.90,136287.55,0.11,1.30 ,3.82 ,7.84 ,15.36 ,1.27 ,1.31 ,1.28 ,9.16 ,1.38 ,2.69 ,33.01 ,103513574.51,9.49,0.83,1.11 ,-2.77 ,-1.68 ,-89.69 ,14,16.40,10046
ERCR11,Varejo,15707.85,,712.11,0.00 ,0.00 ,0.93 ,16.74 ,0.00 ,0.93 ,1.40 ,0.93 ,0.00 ,0.00 ,,41593835.11,17505.82,0.90,4.07 ,-73.69 ,-72.62 ,-70.95 ,14,12.50,10
ERPA11,Lajes Corporativas,125.84,11799.00,0.94,0.74 ,1.47 ,3.52 ,6.67 ,0.49 ,0.59 ,0.56 ,4.76 ,-0.80 ,-0.06 ,0.97 ,79892902.91,159.49,0.79,0.59 ,16.36 ,17.04 ,43.99 ,2,36.97,621
ESUD11,Indefinido,315.99,1579.95,72.93,23.08 ,0.00 ,0.00 ,23.08 ,0.00 ,0.00 ,5.77 ,23.08 ,0.00 ,0.00 ,,,,,,,,,0,26.87,0
ESUT11,Indefinido,32.00,609.52,67.49,210.90 ,0.00 ,0.00 ,210.90 ,0.00 ,0.00 ,52.73 ,210.90 ,0.00 ,0.00 ,,,,,,,,,0,9.96,0
ESUU11,Indefinido,32.00,3200.00,63.84,199.49 ,0.00 ,0.00 ,199.49 ,0.00 ,0.00 ,49.87 ,199.49 ,0.00 ,0.00 ,,,,,,,,,0,10.03,0
EURO11,Imóveis Industriais e Logísticos,229.97,23264.77,2.00,0.79 ,2.46 ,5.06 ,10.33 ,0.82 ,0.84 ,0.86 ,6.91 ,6.31 ,7.15 ,28.95 ,126643041.61,329.85,0.70,0.60 ,1.58 ,2.18 ,13.83 ,7,28.79,2065
EVBI11,renda urbana,9.50,32194.42,0.11,1.05 ,2.88 ,5.14 ,9.85 ,0.96 ,0.86 ,0.82 ,9.85 ,5.74 ,6.85 ,23.48 ,411540046.98,9.86,0.96,0.96 ,-90.11 ,-90.02 ,-89.22 ,13,14.99,1313
EXES11,Indefinido,9.87,53829.05,0.13,1.38 ,4.13 ,8.45 ,16.13 ,1.38 ,1.41 ,1.34 ,9.71 ,-0.53 ,0.84 ,23.68 ,68581134.88,,,,,,,14,15.60,760
FAED11,Educacional,144.45,30239.95,1.66,1.15 ,3.51 ,7.21 ,14.59 ,1.17 ,1.20 ,1.22 ,9.74 ,-2.01 ,-0.88 ,26.91 ,153672554.72,221.95,0.65,0.79 ,1.99 ,2.79 ,9.39 ,4,19.51,4168
FAMB11B,Lajes Corporativas,609.99,47041.93,1001.61,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,424524340.32,3593.26,0.17,0.25 ,0.53 ,0.79 ,12.82 ,1,47.01,2173
FAOE11,Indefinido,926.90,,11.16,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,,,,,,,3,,8102
FATN11,Lajes Corporativas,81.55,1296837.32,0.80,0.97 ,3.05 ,6.31 ,12.74 ,1.02 ,1.05 ,1.06 ,8.54 ,7.98 ,9.02 ,18.17 ,458571343.38,98.42,0.83,0.81 ,-0.60 ,0.21 ,5.68 ,54,9.64,20992
FCFL11,Educacional,125.00,237149.45,0.90,0.72 ,2.19 ,4.56 ,9.42 ,0.73 ,0.76 ,0.79 ,5.44 ,-1.46 ,-0.75 ,27.23 ,428015265.46,123.20,1.01,0.73 ,6.05 ,6.83 ,25.93 ,1,16.83,3059
FEXC11,Papéis,83.50,860137.12,0.50,0.00 ,1.08 ,4.14 ,11.48 ,0.36 ,0.69 ,0.96 ,0.00 ,0.00 ,0.00 ,,1001470167.13,90.75,0.92,0.99 ,-1.13 ,-0.15 ,7.12 ,0,14.57,36232
FGAA11,Indefinido,8.42,847148.45,0.12,1.38 ,4.13 ,6.89 ,14.43 ,1.38 ,1.15 ,1.20 ,14.43 ,-1.02 ,0.34 ,48.76 ,423677987.49,9.40,0.90,0.64 ,0.00 ,0.00 ,0.00 ,0,13.79,50225
FIGS11,Shoppings,46.37,152373.36,0.48,0.98 ,3.02 ,6.02 ,11.68 ,1.01 ,1.00 ,0.97 ,8.06 ,5.96 ,7.00 ,16.14 ,217378624.05,76.27,0.61,0.63 ,-0.27 ,0.35 ,-19.27 ,2,17.47,11976
FIIB11,Imóveis Industriais e Logísticos,517.30,114339.82,3.58,0.70 ,2.25 ,4.58 ,9.33 ,0.75 ,0.76 ,0.78 ,6.17 ,0.10 ,0.80 ,15.63 ,325711119.73,475.49,1.09,0.84 ,3.03 ,3.90 ,14.25 ,9,12.52,15325
FIIP11B,Imóveis Industriais e Logísticos,161.37,1172.80,1.40,0.96 ,2.95 ,5.92 ,10.89 ,0.98 ,0.99 ,0.91 ,4.03 ,-1.78 ,-0.84 ,6.81 ,184360354.72,198.84,0.81,0.70 ,6.81 ,7.56 ,8.46 ,7,11.96,6586
FISC11,Lajes Corporativas,61.05,20.33,0.50,0.00 ,1.53 ,3.95 ,8.61 ,0.51 ,0.66 ,0.72 ,5.46 ,0.00 ,0.00 ,,193436827.13,113.79,0.54,0.43 ,-1.10 ,-0.68 ,-0.19 ,5,85.25,220
FLCR11,Papéis,95.30,64881.36,1.05,1.08 ,3.73 ,7.31 ,15.47 ,1.24 ,1.22 ,1.29 ,10.25 ,0.12 ,1.21 ,20.62 ,70133879.39,93.28,1.02,1.50 ,-5.22 ,-3.80 ,5.80 ,1,8.75,3024
FLFL11,Fundo de Desenvolvimento,,,0.18,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,476994955.71,,,,,,,1,,1
FLMA11,Lajes Corporativas,133.20,112488.23,1.02,0.77 ,2.59 ,4.75 ,9.88 ,0.86 ,0.79 ,0.82 ,6.42 ,0.14 ,0.91 ,12.41 ,304634612.00,220.64,0.60,0.49 ,37.68 ,38.36 ,51.01 ,2,21.24,12098
FLRP11,Shoppings,20.24,13586.00,0.14,0.68 ,2.74 ,4.95 ,9.26 ,0.91 ,0.83 ,0.77 ,6.49 ,-1.43 ,-0.76 ,22.20 ,150432515.53,20.33,1.00,1.43 ,-98.89 ,-98.87 ,-98.74 ,1,45.21,1566
FMOF11,Lajes Corporativas,73.77,1814.90,0.43,0.57 ,1.76 ,3.85 ,6.47 ,0.59 ,0.64 ,0.54 ,6.47 ,-3.83 ,-3.29 ,57.14 ,58938615.10,116.02,0.64,0.44 ,-2.17 ,-1.74 ,-4.80 ,2,71.79,221
FPAB11,Lajes Corporativas,215.00,85950.88,1.35,0.56 ,1.25 ,3.45 ,6.95 ,0.42 ,0.58 ,0.58 ,4.92 ,22.74 ,23.43 ,17.01 ,267840260.25,357.12,0.60,0.38 ,-4.77 ,-4.41 ,-8.30 ,3,71.89,705
FPOR11,Indefinido,22.00,220.00,0.07,0.00 ,0.18 ,0.18 ,0.18 ,0.18 ,0.18 ,0.18 ,0.18 ,0.00 ,0.00 ,,,,,,,,,0,144.44,0
FRHY11,Indefinido,,,1.03,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,2167937.93,,,,,,,14,,7
FTCA11,Indefinido,8.50,52504.55,0.12,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,47308757.12,10.61,0.80,1.13 ,0.00 ,0.00 ,0.00 ,0,23.08,7706
FVPQ11,Shoppings,72.78,75081.09,0.81,1.12 ,3.92 ,6.93 ,12.08 ,1.31 ,1.16 ,1.01 ,9.57 ,2.61 ,3.75 ,78.42 ,436452649.82,155.87,0.47,0.50 ,-18.93 ,-18.53 ,-17.17 ,1,29.40,3938
FYTO11,Papéis,7.99,175386.45,0.10,1.25 ,3.86 ,7.68 ,15.25 ,1.29 ,1.28 ,1.27 ,10.40 ,-6.10 ,-4.93 ,20.20 ,148545762.24,,,,,,,0,17.19,10876
FZDA11,Indefinido,128.99,3241.14,4.11,3.40 ,0.00 ,3.40 ,3.40 ,0.00 ,1.70 ,1.70 ,3.40 ,-0.69 ,2.69 ,2.69 ,281164347.80,173.55,0.74,2.37 ,0.00 ,0.00 ,0.00 ,0,74.49,306
FZDB11,Indefinido,135.00,6882.50,4.21,3.32 ,0.00 ,3.32 ,3.32 ,0.00 ,3.32 ,3.32 ,3.32 ,21.43 ,25.46 ,25.46 ,642474088.61,168.93,0.80,2.49 ,0.00 ,0.00 ,0.00 ,0,43.61,115
GAME11,Indefinido,8.50,72024.59,0.10,1.13 ,3.35 ,6.83 ,13.66 ,1.12 ,1.14 ,1.14 ,9.18 ,-2.77 ,-1.67 ,18.70 ,201973096.77,9.31,0.91,1.02 ,-5.39 ,-4.42 ,-98.88 ,14,13.14,21864
GARE11,Imóveis Industriais e Logísticos,9.10,5976633.64,0.08,0.92 ,2.80 ,5.81 ,12.42 ,0.93 ,0.97 ,1.04 ,8.07 ,0.33 ,1.26 ,17.50 ,1325953871.67,,,,,,,4,14.41,390202
GCFF11,Fundo de Fundos,69.30,87694.83,3.07,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.27 ,0.00 ,0.00 ,,118155565.38,77.31,0.90,0.97 ,-5.00 ,-4.08 ,-7.97 ,1,1.15,8102
GCOI11,Indefinido,98.90,27197.50,0.81,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,10863863.97,,,,,,,5,3.39,302
GCRA11,Indefinido,51.16,94156.82,0.66,1.29 ,3.88 ,7.87 ,16.21 ,1.29 ,1.31 ,1.35 ,10.75 ,-1.18 ,0.09 ,46.58 ,148803585.71,84.99,0.60,0.78 ,-13.27 ,-12.60 ,-1.47 ,0,24.05,7343
GCRI11,Papéis,63.21,143542.82,0.85,1.33 ,3.98 ,8.27 ,17.39 ,1.33 ,1.38 ,1.45 ,11.42 ,-5.75 ,-4.50 ,30.98 ,130306527.78,89.63,0.71,0.97 ,-5.02 ,-4.10 ,-2.05 ,14,18.78,4378
GESE11B,Educacional,1520.00,,1112.72,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,1119.08,1.36,104.32 ,-36.85 ,29.02 ,33.17 ,14,,8102
GGRC11,Imóveis Industriais e Logísticos,9.59,3449653.05,0.10,1.02 ,3.06 ,6.20 ,12.35 ,1.02 ,1.03 ,1.03 ,8.29 ,-2.78 ,-1.79 ,12.50 ,1685014935.35,11.05,0.87,0.95 ,-91.12 ,-91.03 ,-90.79 ,41,12.81,185954
GLOG11,Imóveis Industriais e Logísticos,63.99,23005.18,0.41,0.64 ,1.99 ,4.29 ,9.72 ,0.66 ,0.72 ,0.81 ,6.10 ,2.28 ,2.93 ,26.57 ,81538693.94,,,,,,,1,26.29,1967
GRUL11,Logística,7.93,317882.95,0.11,1.37 ,4.01 ,8.18 ,14.41 ,1.34 ,1.36 ,1.60 ,11.51 ,-4.29 ,-2.97 ,23.81 ,236632519.15,,,,,,,1,34.63,5263
GRWA11,Indefinido,7.80,5697.55,0.06,0.76 ,2.25 ,5.21 ,12.64 ,0.75 ,0.87 ,1.05 ,7.66 ,-3.07 ,-2.33 ,8.06 ,27662546.19,10.03,0.78,0.60 ,0.00 ,0.00 ,0.00 ,0,31.07,2235
GSFI11,Shoppings,8.89,4190027.09,0.00,0.03 ,0.03 ,0.03 ,0.03 ,0.01 ,0.00 ,0.00 ,0.03 ,0.00 ,0.03 ,0.03 ,1260137088.59,11.90,0.75,0.01 ,0.01 ,0.02 ,0.02 ,9,16.68,6407
GTLG11,Imóveis Industriais e Logísticos,63.99,22885.25,60.62,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,37.59 ,0.00 ,0.00 ,,118155565.38,60.62,1.06,100.00 ,-35.83 ,28.33 ,35.22 ,1,34.61,8102
GTWR11,Lajes Corporativas,76.00,606563.23,0.90,1.18 ,3.42 ,7.11 ,14.14 ,1.14 ,1.19 ,1.18 ,9.63 ,-2.76 ,-1.62 ,24.66 ,1197356381.10,99.78,0.76,0.87 ,5.36 ,6.28 ,11.89 ,3,13.26,35639
GURB11,Indefinido,108.00,5000076.00,0.70,0.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.65 ,0.00 ,0.00 ,,144707018.00,,,,,,,2,1.17,1
GZIT11,Indefinido,43.20,380655.68,0.78,1.68 ,4.96 ,10.20 ,21.43 ,1.65 ,1.70 ,1.79 ,12.33 ,-1.61 ,0.04 ,42.80 ,1979152353.93,,,,,,,6,29.28,7214
HAAA11,Lajes Corporativas,50.08,10242.64,0.08,0.16 ,1.24 ,2.20 ,4.96 ,0.41 ,0.37 ,0.41 ,4.01 ,-0.18 ,-0.02 ,64.28 ,229763993.67,66.50,0.75,0.66 ,-25.83 ,-25.34 ,-24.14 ,2,72.01,225
HABT11,Papéis,79.29,598741.64,1.05,1.27 ,4.03 ,8.19 ,16.51 ,1.34 ,1.37 ,1.38 ,11.28 ,-0.43 ,0.83 ,33.87 ,761613418.42,93.72,0.85,1.23 ,-6.07 ,-4.92 ,11.32 ,14,16.61,61302
HBCR11,Indefinido,137.52,6138800.00,0.53,0.00 ,0.47 ,4.94 ,10.60 ,0.47 ,0.82 ,0.88 ,8.31 ,0.00 ,0.00 ,,199155774.66,,,,,,,3,71.04,36
HBRH11,Lajes Corporativas,90.80,14627.00,0.50,0.55 ,1.65 ,6.85 ,9.22 ,0.55 ,1.14 ,0.77 ,9.22 ,1.00 ,1.56 ,2.46 ,316852348.31,112.23,0.81,0.45 ,-0.86 ,-0.42 ,7.60 ,5,13.98,720
HCHG11,Papéis,75.10,80677.86,0.71,0.90 ,3.23 ,6.56 ,14.62 ,1.08 ,1.09 ,1.22 ,9.60 ,-0.25 ,0.64 ,34.42 ,112219128.41,93.52,0.80,0.94 ,-7.52 ,-6.65 ,7.81 ,14,34.18,610
HCRA11,Indefinido,10.22,0.83,14.85,145.30 ,145.30 ,154.29 ,247.69 ,48.43 ,25.72 ,20.64 ,233.94 ,2.20 ,150.70 ,11.17 ,54923324.77,,,0.00 ,0.00 ,0.00 ,0.00 ,0,1483.17,113
HCRI11,Hospitalar,262.28,28578.68,2.73,1.04 ,3.20 ,6.51 ,12.86 ,1.07 ,1.09 ,1.07 ,8.54 ,1.17 ,2.23 ,17.59 ,65175033.62,325.88,0.80,0.88 ,5.82 ,6.75 ,14.24 ,1,35.44,2996
HCTR11,Papéis,22.13,584748.64,0.30,1.29 ,4.01 ,8.62 ,20.41 ,1.34 ,1.44 ,1.70 ,14.50 ,-3.36 ,-2.11 ,8.56 ,2294931610.71,103.92,0.21,0.36 ,-14.38 ,-14.07 ,1.31 ,14,38.11,139141
HDEL11,Imóveis Industriais e Logísticos,100.01,16.67,14.03,0.00 ,0.00 ,0.00 ,11.84 ,0.00 ,0.00 ,1.69 ,0.00 ,0.00 ,0.00 ,,88923624.22,,,,,,,1,65.46,108
HFOF11,Fundo de Fundos,6.01,1338367.05,0.06,0.95 ,2.82 ,5.91 ,12.00 ,0.94 ,0.99 ,1.00 ,8.03 ,-0.84 ,0.10 ,17.05 ,1671963445.19,7.25,0.83,0.77 ,-91.04 ,-90.97 ,-90.59 ,14,14.08,74872
HGAG11,Indefinido,12.21,1150.53,0.10,0.67 ,7.99 ,11.33 ,17.83 ,2.66 ,1.89 ,1.49 ,12.25 ,-1.85 ,-1.19 ,34.18 ,5821473.54,23.45,0.52,4.73 ,0.00 ,0.00 ,0.00 ,0,120.87,1107
HGBL11,Misto,8.50,47927.68,0.07,0.83 ,2.64 ,5.19 ,13.60 ,0.88 ,0.87 ,1.13 ,7.34 ,0.58 ,1.42 ,-4.88 ,236582706.01,,,,,,,1,15.03,4705
HGBS11,Shoppings,18.90,1913017.82,0.15,0.81 ,2.42 ,5.00 ,10.26 ,0.81 ,0.83 ,0.86 ,6.84 ,-6.53 ,-5.78 ,9.52 ,2785197689.35,21.57,0.88,0.74 ,-90.28 ,-90.21 ,-89.16 ,16,14.50,131856
HGCR11,Papéis,92.37,2529643.55,1.05,1.10 ,3.30 ,6.67 ,13.12 ,1.10 ,1.11 ,1.09 ,8.96 ,0.58 ,1.69 ,15.67 ,1489382118.38,96.60,0.96,1.09 ,-4.32 ,-3.28 ,9.98 ,14,13.45,100486
HGFF11,Fundo de Fundos,62.05,393444.36,0.68,1.06 ,3.01 ,6.00 ,13.08 ,1.00 ,1.00 ,1.09 ,9.11 ,-5.42 ,-4.42 ,6.96 ,229350190.00,80.09,0.77,0.85 ,-7.77 ,-6.99 ,-2.02 ,14,17.39,14957
HGIC11,Papéis,67.18,11699.95,0.80,1.16 ,3.43 ,6.51 ,13.78 ,1.14 ,1.09 ,1.15 ,9.04 ,-1.19 ,-0.04 ,-10.25 ,51143143.36,110.53,0.61,0.72 ,-3.65 ,-2.96 ,15.38 ,2,54.60,54
HGLG11,Imóveis Industriais e Logísticos,151.70,5051753.68,1.10,0.71 ,2.09 ,4.27 ,8.74 ,0.70 ,0.71 ,0.73 ,5.76 ,-3.10 ,-2.41 ,12.80 ,5490675367.94,162.51,0.93,0.68 ,5.51 ,6.22 ,23.14 ,28,12.16,508517
HGPO11,Lajes Corporativas,135.56,4723938.32,57.05,48.22 ,0.00 ,0.00 ,51.25 ,0.00 ,0.00 ,4.27 ,62.51 ,5.05 ,55.71 ,101.25 ,248774137.59,155.61,0.87,36.66 ,-48.02 ,-28.96 ,-15.36 ,2,11.12,10119
HGRE11,Lajes Corporativas,109.73,1048225.77,0.85,0.76 ,3.63 ,6.00 ,10.81 ,1.21 ,1.00 ,0.90 ,7.68 ,-7.26 ,-6.56 ,23.88 ,1841099241.72,155.79,0.70,1.64 ,-0.70 ,0.92 ,1.24 ,13,21.00,141680
HGRS11,Imóveis Residenciais,,,29.32,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,92.86,,0.00 ,0.00 ,0.00 ,0.00 ,14,,8102
HGRU11,Misto,121.51,2574302.41,0.95,0.77 ,2.75 ,5.07 ,10.72 ,0.92 ,0.85 ,0.89 ,7.61 ,-0.73 ,0.04 ,23.12 ,2962053124.98,127.47,0.95,1.22 ,3.73 ,4.99 ,19.35 ,103,12.95,221413
HILG11,Indefinido,184.96,186.67,1.44,0.00 ,0.00 ,2.19 ,5.83 ,0.00 ,0.37 ,0.49 ,3.51 ,0.00 ,0.00 ,,107362476.42,,,,,,,1,9.50,54
HLOG11,Imóveis Industriais e Logísticos,8.23,66001.32,0.07,0.85 ,2.42 ,4.93 ,8.32 ,0.81 ,0.82 ,0.69 ,6.29 ,-0.72 ,0.12 ,11.19 ,469092605.25,11.04,0.75,0.59 ,-90.52 ,-90.47 ,-89.43 ,3,12.69,3787
HOFC11,Lajes Corporativas,28.41,871064.14,0.21,0.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.01 ,75.72 ,76.86 ,67.59 ,215218081.63,,,,,,,3,47.36,5097
HOSI11,Imóveis Residenciais,82.00,4272.05,0.65,0.78 ,2.84 ,5.11 ,9.77 ,0.95 ,0.85 ,0.81 ,5.93 ,-4.83 ,-4.08 ,2.73 ,51822018.51,90.37,0.91,0.68 ,-1.84 ,-1.17 ,4.55 ,14,37.04,1157
HPDP11,Shoppings,89.59,1022567.63,0.56,0.00 ,1.25 ,3.18 ,7.07 ,0.42 ,0.53 ,0.59 ,4.53 ,0.00 ,0.00 ,,304243218.04,92.53,0.97,0.61 ,3.66 ,4.29 ,4.06 ,1,28.43,358
HRDF11,Fundo de Desenvolvimento,3.00,24.20,6.80,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,10707140.40,,,,,,,14,46.63,909
HREC11,Papéis,8.16,216239.95,0.09,1.01 ,3.18 ,6.57 ,13.11 ,1.06 ,1.10 ,1.09 ,8.93 ,0.24 ,1.25 ,23.20 ,447487662.05,8.66,0.94,1.04 ,-90.26 ,-90.16 ,-89.16 ,14,19.71,2582
HRES11,Imóveis Residenciais,147.64,477.60,1.65,0.00 ,0.00 ,4.01 ,6.65 ,0.00 ,0.67 ,0.83 ,5.58 ,0.00 ,0.00 ,,60928215.37,,,,,,,14,1.35,137
HSAF11,Papéis,77.61,221851.00,0.95,1.21 ,3.57 ,7.28 ,14.96 ,1.19 ,1.21 ,1.25 ,10.55 ,-1.53 ,-0.34 ,25.22 ,221483810.84,87.67,0.89,1.08 ,-4.02 ,-2.98 ,5.84 ,14,22.65,8914
