Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
743.622.000,728.562.000,494.617.000,41.800.000,708.661.000,207.869.000,63.071.000,-15.060.000,78.131.000,"100,00",Novo_Mercado,"44,32",Bens_Industriais,Serviços_Diversos,CSUD3
237.313.000,92.706.000,662.855.000,64.663.000,1.503.583.000,729.874.000,-,-144.607.000,144.607.000,"100,00",Nível_1,"32,77",Telecomunicações,Telecomunicações,LVTC3
71.402.000,998.467.000,-1.449.448.000,44.605.000,932.845.000,96.883.000,927.512.000,927.065.000,447.000,"0,00",Tradicional,"85,61",Bens_Industriais,Máquinas_e_Equipamentos_Industriais,INEP3
219.737.000,22.912.000,-1.087.647.000,53.857.000,2.905.046.000,2.071.916.000,24.916.000,-196.825.000,221.741.000,"100,00",Novo_Mercado,"10,02",Materiais_Básicos,Fertilizantes_e_Defensivos,FHER3
3.004.466.000,8.420.548.000,5.245.554.000,119.202.000,15.178.531.000,3.042.076.000,5.600.630.000,5.416.082.000,184.548.000,"0,00",Tradicional,"36,51",Utilidade_Pública,Energia_Elétrica,COCE5
4.013.214.000,3.958.429.000,6.691.275.000,56.058.000,56.724.338.000,20.381.734.000,,,54.785.000,"0,00",Tradicional,"2,99",Financeiro,Bancos,BAZA3
8.985.735.000,18.088.305.000,19.373.882.000,993.705.000,86.914.266.000,33.366.538.000,18.090.359.000,9.102.570.000,8.987.789.000,"100,00",Nível_1,"70,19",Materiais_Básicos,Siderurgia,GOAU3
10.032.285.000,18.983.613.000,8.518.976.000,988.880.000,31.173.683.000,6.413.410.000,12.629.526.000,8.951.328.000,3.678.198.000,"100,00",Nível_2,"34,43",Utilidade_Pública,Energia_Elétrica,ALUP4
1.068.119.000,1.165.688.000,729.614.000,96.226.000,955.762.000,60.644.000,102.807.000,97.569.000,5.238.000,"100,00",Novo_Mercado,"54,36",Consumo_não_Cíclico,Agricultura,LAND3
901.843.000,904.408.000,250.993.000,126.841.000,448.163.000,222.814.000,115.134.000,2.565.000,112.569.000,"0,00",Tradicional,"56,32",Saúde,Medicamentos_e_Outros_Produtos,BIOM3
41.587.000,52.301.000,42.690.000,13.244.000,110.958.000,78.754.000,13.177.000,10.714.000,2.463.000,"100,00",Tradicional,"24,56",Materiais_Básicos,Fertilizantes_e_Defensivos,NUTR3
176.880.000,1.469.615.000,883.078.000,44.000.000,2.721.127.000,174.268.000,1.357.406.000,1.292.735.000,64.671.000,"100,00",Novo_Mercado,"42,11",Bens_Industriais,Exploração_de_Rodovias,TPIS3
182.562.000,10.030.618.000,-14.660.023.000,330.121.000,19.644.491.000,5.242.607.000,11.291.004.000,9.848.056.000,1.442.948.000,"80,00",Nível_1,"90,04",Telecomunicações,Telecomunicações,OIBR4
104.362.000,1.357.314.000,-2.009.675.000,16.969.000,3.488.816.000,1.723.009.000,1.504.664.000,1.252.952.000,251.712.000,"100,00",Nível_1,"37,28",Consumo_não_Cíclico,Agricultura,AGXY3
71.402.000,998.467.000,-1.449.448.000,44.605.000,932.845.000,96.883.000,927.512.000,927.065.000,447.000,"0,00",Tradicional,"85,61",Bens_Industriais,Máquinas_e_Equipamentos_Industriais,INEP4
2.659.374.000,2.659.374.000,2.285.400.000,315.912.000,38.111.468.000,7.661.499.000,,,7.661.499.000,"100,00",Tradicional,"4,59",Financeiro,Bancos,BEES3
1.046.200.000,2.034.537.000,1.533.968.000,57.737.000,2.754.734.000,693.534.000,1.158.237.000,988.337.000,169.900.000,"0,10",Nível_1,"38,65",Financeiro,Exploração_de_Imóveis,SCAR3
293.250.000,434.715.000,529.743.000,48.046.000,1.063.020.000,594.884.000,386.759.000,141.464.000,245.294.000,"80,00",Tradicional,"66,52",Consumo_Cíclico,Fios_e_Tecidos,PTNT4
64.346.000,49.980.000,54.645.000,14.860.000,69.038.000,17.303.000,-,-14.366.000,14.366.000,"0,00",Tradicional,"12,92",Financeiro,Holdings_Diversificadas,EPAR3
2.290.725.000,9.113.753.000,3.105.147.000,329.330.000,18.121.825.000,9.863.134.000,9.094.745.000,6.823.028.000,2.271.717.000,"80,00",Nível_1,"60,10",Bens_Industriais,Material_Rodoviário,RAPT3
8.947.374.000,15.767.374.000,2.333.000.000,193.759.000,12.292.000.000,3.208.000.000,7.408.000.000,6.820.000.000,588.000.000,"0,00",Tradicional,"0,32",Utilidade_Pública,Energia_Elétrica,EKTR4
31.460.000,32.493.000,142.168.000,38.366.000,278.798.000,118.084.000,20.670.000,1.033.000,19.637.000,"100,00",Novo_Mercado,"99,37",Consumo_Cíclico,Incorporações,VIVR3
3.197.524.000,3.030.139.000,3.858.141.000,363.046.000,68.816.798.000,62.441.141.000,,,167.385.000,"0,00",Tradicional,"11,55",Financeiro,Bancos,BSLI3
650.942.000,948.960.000,1.029.438.000,114.000.000,1.646.867.000,482.476.000,341.109.000,298.018.000,43.091.000,"100,00",Novo_Mercado,"96,56",Consumo_Cíclico,"Tecidos,_Vestuário_e_Calçados",VSTE3
6.382.723.000,4.620.509.000,2.738.894.000,1.502.786.000,10.054.264.000,6.925.890.000,1.113.194.000,-1.762.214.000,2.875.408.000,"0,00",Tradicional,"100,00",Consumo_Cíclico,Eletrodomésticos,WHRL3
538.428.000,332.685.000,947.333.000,20.082.000,1.329.388.000,597.007.000,-,-205.743.000,205.743.000,"100,00",Tradicional,"56,04",Consumo_Cíclico,"Tecidos,_Vestuário_e_Calçados",CGRA4
80.102.000,68.495.000,-247.366.000,13.283.000,188.488.000,66.164.000,57.566.000,-11.607.000,69.173.000,"100,00",Nível_1,"29,51",Financeiro,Outros,DOTZ3
3.197.524.000,3.030.139.000,3.858.141.000,363.046.000,68.816.798.000,62.441.141.000,,,167.385.000,"0,00",Tradicional,"11,55",Financeiro,Bancos,BSLI4
172.563.000,133.403.000,250.920.000,6.072.000,416.670.000,235.610.000,15.500.000,-39.160.000,54.660.000,"0,00",Tradicional,"23,31",Bens_Industriais,Material_Rodoviário,RSUL4
18.847.000,286.723.000,-39.186.000,12.318.000,820.667.000,752.892.000,273.098.000,267.876.000,5.222.000,"0,00",Tradicional,"0,82",Consumo_Cíclico,Incorporações,JFEN3
190.553.164.000,190.553.164.000,59.778.576.000,11.506.119.000,499.233.657.000,432.383.243.000,,,1.593.059.000,"100,00",Nível_1,"29,94",Financeiro,Bancos,BPAC3
1.107.377.000,-189.493.000,1.467.590.000,93.597.000,4.110.149.000,1.917.418.000,11.469.000,-1.296.871.000,1.308.340.000,"0,00",Tradicional,"3,43",Telecomunicações,Telecomunicações,TELB3
8.153.000,6.925.425.000,-8.657.561.000,3.148.000,1.392.447.000,11.034.000,6.919.723.000,6.917.272.000,2.451.000,"100,00",Novo_Mercado,"50,58","Petróleo,_Gás_e_Biocombustíveis",Equipamentos_e_Serviços,OSXB3
190.553.164.000,190.553.164.000,59.778.576.000,11.506.119.000,499.233.657.000,432.383.243.000,,,1.593.059.000,"0,10",Nível_1,"29,94",Financeiro,Bancos,BPAC5
2.697.882.000,4.040.887.000,1.011.711.000,107.058.000,3.943.778.000,1.034.370.000,1.678.042.000,1.343.005.000,335.037.000,"100,00",Novo_Mercado,"24,26",Bens_Industriais,Transporte_Hidroviário,LOGN3
2.659.374.000,2.659.374.000,2.285.400.000,315.912.000,38.111.468.000,7.661.499.000,,,7.661.499.000,"100,00",Tradicional,"4,59",Financeiro,Bancos,BEES4
4.581.886.000,4.581.886.000,10.568.980.000,408.974.000,151.511.198.000,2.298.020.000,,,2.298.015.000,"80,00",Nível_1,"50,61",Financeiro,Bancos,BRSR3
12.779.891.000,17.081.757.000,5.385.613.000,2.213.527.000,17.298.861.000,5.686.944.000,6.864.733.000,4.301.866.000,2.562.867.000,"0,00",Tradicional,"2,12",Utilidade_Pública,Energia_Elétrica,EQPA3
21.812.699.000,49.891.658.000,17.989.297.000,2.289.424.000,78.311.361.000,18.160.049.000,36.663.576.000,28.078.959.000,8.584.617.000,"100,00",Nível_2,"71,31",Utilidade_Pública,Energia_Elétrica,ENGI4
10.032.285.000,18.983.613.000,8.518.976.000,988.880.000,31.173.683.000,6.413.410.000,12.629.526.000,8.951.328.000,3.678.198.000,"100,00",Nível_2,"34,43",Utilidade_Pública,Energia_Elétrica,ALUP3
472.958.000,343.012.000,589.725.000,29.018.000,871.385.000,539.930.000,9.777.000,-129.946.000,139.723.000,"0,00",Tradicional,"28,36",Materiais_Básicos,Químicos_Diversos,CRPG5
22.314.000,198.512.000,230.512.000,25.260.000,632.088.000,192.847.000,209.949.000,176.198.000,33.751.000,"0,00",Tradicional,"56,36",Consumo_Cíclico,Fios_e_Tecidos,CTSA4
332.061.000,767.643.000,-86.998.000,195.330.000,1.389.110.000,539.423.000,667.004.000,435.582.000,231.422.000,"100,00",Novo_Mercado,"21,36",Consumo_Cíclico,Incorporações,AVLL3
3.701.606.000,3.701.606.000,1.901.446.000,104.831.000,27.155.138.000,20.962.816.000,,,4.171.744.000,"0,00",Tradicional,"46,32",Financeiro,Bancos,BMEB4
53.571.000,-46.735.000,221.569.000,11.091.000,299.609.000,173.068.000,10.190.000,-100.307.000,110.497.000,"100,00",Nível_1,"99,66",Consumo_Cíclico,Utensílios_Domésticos,WEST3
1.164.219.000,1.363.933.000,635.559.000,53.949.000,1.267.420.000,774.331.000,348.216.000,199.714.000,148.502.000,"100,00",Novo_Mercado,"42,94",Saúde,Medicamentos_e_Outros_Produtos,OFSA3
168.381.000,731.734.000,9.319.000,5.783.000,777.139.000,371.746.000,623.545.000,563.353.000,60.192.000,"0,00",Tradicional,"49,03",Materiais_Básicos,Artefatos_de_Ferro_e_Aço,MGEL4
1.440.422.000,758.497.000,1.115.017.000,72.081.000,1.529.712.000,874.610.000,-,-681.925.000,681.925.000,"0,00",Tradicional,"19,85",Utilidade_Pública,Energia_Elétrica,CEBR5
426.764.000,1.471.489.000,758.413.000,372.183.000,3.160.866.000,375.943.000,1.145.868.000,1.044.725.000,101.143.000,"100,00",Nível_2,"23,70",Utilidade_Pública,Energia_Elétrica,RNEW11
11.039.992.000,26.120.992.000,8.461.000.000,262.096.000,31.978.000.000,5.329.000.000,15.533.000.000,15.081.000.000,452.000.000,"0,00",Tradicional,"1,01",Utilidade_Pública,Energia_Elétrica,CEEB3
2.850.883.000,2.584.837.000,1.231.320.000,36.947.000,2.153.688.000,631.782.000,-,-266.046.000,266.046.000,"0,00",Tradicional,"60,06",Utilidade_Pública,Energia_Elétrica,EMAE4
538.428.000,332.685.000,947.333.000,20.082.000,1.329.388.000,597.007.000,-,-205.743.000,205.743.000,"100,00",Tradicional,"56,04",Consumo_Cíclico,"Tecidos,_Vestuário_e_Calçados",CGRA3
5.460.051.000,5.253.602.000,4.051.629.000,683.062.000,6.381.470.000,3.126.144.000,892.197.000,-206.449.000,1.098.646.000,"80,00",Nível_1,"27,74",Consumo_Cíclico,Calçados,ALPA3
6.001.496.000,6.972.180.000,2.649.664.000,113.173.000,7.280.912.000,2.862.549.000,2.451.459.000,970.684.000,1.480.775.000,"80,00",Tradicional,"55,28",Materiais_Básicos,Químicos_Diversos,UNIP3
1.440.422.000,758.497.000,1.115.017.000,72.081.000,1.529.712.000,874.610.000,-,-681.925.000,681.925.000,"0,00",Tradicional,"19,85",Utilidade_Pública,Energia_Elétrica,CEBR3
3.929.447.000,7.391.655.000,3.863.834.000,38.571.000,13.428.170.000,4.261.138.000,4.217.531.000,3.462.208.000,755.323.000,"0,10",Nível_2,"75,46",Utilidade_Pública,Energia_Elétrica,CLSC4
181.741.000,119.028.000,182.554.000,9.800.000,281.464.000,205.795.000,15.706.000,-62.713.000,78.419.000,"0,00",Tradicional,"34,89",Saúde,Equipamentos,BALM4
10.223.000,1.842.000,-50.521.000,2.655.000,36.116.000,20.513.000,1.307.000,-8.381.000,9.688.000,"100,00",Novo_Mercado,"39,11",Financeiro,Exploração_de_Imóveis,NEXP3
8.947.374.000,15.767.374.000,2.333.000.000,193.759.000,12.292.000.000,3.208.000.000,7.408.000.000,6.820.000.000,588.000.000,"0,00",Tradicional,"0,32",Utilidade_Pública,Energia_Elétrica,EKTR3
214.414.000,170.488.000,130.425.000,5.222.000,189.876.000,101.279.000,836.000,-43.926.000,44.762.000,"0,00",Tradicional,"28,89",Consumo_não_Cíclico,Carnes_e_Derivados,BAUH4
95.855.000,562.967.013.000,220.547.000,43.769.000,1.333.119.000,652.889.000,562.899.000.000,562.871.158.000,27.842.000,"100,00",Novo_Mercado,"34,36",Consumo_Cíclico,Incorporações,RDNI3
13.484.966.000,26.599.230.000,4.157.525.000,2.110.323.000,30.093.911.000,7.964.589.000,16.122.120.000,13.114.264.000,3.007.856.000,"0,00",Tradicional,"0,25",Utilidade_Pública,Energia_Elétrica,REDE3
16.220.631.000,23.570.291.000,1.420.183.000,132.520.000,14.028.666.000,3.690.806.000,8.492.910.000,7.349.660.000,1.143.250.000,"0,00",Nível_1,"0,86",Utilidade_Pública,Gás,CGAS5
3.394.562.000,3.584.085.000,1.691.658.000,94.433.000,3.516.604.000,643.925.000,634.192.000,189.523.000,444.669.000,"0,00",Tradicional,"3,81",Utilidade_Pública,Energia_Elétrica,GEPA4
893.933.000,858.265.000,999.766.000,109.310.000,1.623.970.000,1.064.596.000,242.362.000,-35.668.000,278.030.000,"100,00",Tradicional,"99,67",Materiais_Básicos,Petroquímicos,DEXP4
185.596.000,185.618.000,-300.501.000,7.100.000,380.495.000,214.596.000,86.000,22.000,64.000,"0,00",Tradicional,"42,32",Consumo_não_Cíclico,Carnes_e_Derivados,MNPR3
1.440.422.000,758.497.000,1.115.017.000,72.081.000,1.529.712.000,874.610.000,-,-681.925.000,681.925.000,"0,00",Tradicional,"19,85",Utilidade_Pública,Energia_Elétrica,CEBR6
41.760.000,393.418.000,-972.058.000,20.272.000,503.144.000,252.399.000,379.602.000,351.658.000,27.944.000,"100,00",Novo_Mercado,"94,94",Consumo_Cíclico,Incorporações,RSID3
479.916.000,5.462.535.000,-3.617.835.000,68.254.000,8.252.299.000,2.573.007.000,5.710.462.000,4.982.619.000,727.843.000,"80,00",Nível_1,"0,26",Utilidade_Pública,Energia_Elétrica,CEED3
582.843.000,582.843.000,810.042.000,18.558.000,11.725.046.000,6.203.696.000,,,83.924.000,"100,00",Tradicional,"8,54",Financeiro,Bancos,BGIP4
16.278.044.000,28.559.837.000,20.601.977.000,658.883.000,43.946.662.000,6.605.421.000,14.112.054.000,12.281.793.000,1.830.261.000,"80,00",Nível_1,"64,18",Utilidade_Pública,Energia_Elétrica,ISAE3
3.039.000,3.038.000,-6.470.000,918.000,774.000,1.000,-,-1.000,1.000,"0,00",Tradicional,"3,89",Financeiro,Outros,MAPT4
472.958.000,343.012.000,589.725.000,29.018.000,871.385.000,539.930.000,9.777.000,-129.946.000,139.723.000,"0,00",Tradicional,"28,36",Materiais_Básicos,Químicos_Diversos,CRPG3
22.314.000,198.512.000,230.512.000,25.260.000,632.088.000,192.847.000,209.949.000,176.198.000,33.751.000,"0,00",Tradicional,"56,36",Consumo_Cíclico,Fios_e_Tecidos,CTSA3
314.670.000,413.217.000,337.052.000,22.500.000,644.494.000,276.196.000,108.730.000,98.547.000,10.183.000,"0,00",Tradicional,"59,77",Bens_Industriais,Máquinas_e_Equipamentos_Industriais,EALT3
293.250.000,434.715.000,529.743.000,48.046.000,1.063.020.000,594.884.000,386.759.000,141.464.000,245.294.000,"80,00",Tradicional,"66,52",Consumo_Cíclico,Fios_e_Tecidos,PTNT3
6.001.496.000,6.972.180.000,2.649.664.000,113.173.000,7.280.912.000,2.862.549.000,2.451.459.000,970.684.000,1.480.775.000,"0,00",Tradicional,"55,28",Materiais_Básicos,Químicos_Diversos,UNIP5
399.925.000,346.514.000,1.087.490.000,84.682.000,1.091.335.000,55.100.000,-,-53.411.000,53.411.000,"0,00",Nível_1,"24,65",Financeiro,Serviços_Financeiros_Diversos,RPAD3
83.493.000,51.248.000,-81.020.000,18.372.000,522.192.000,102.363.000,880.000,-32.245.000,33.125.000,"0,00",Tradicional,"13,95",Consumo_Cíclico,Hotelaria,HOOT4
517.020.000,365.409.000,464.622.000,8.789.000,554.426.000,422.753.000,16.085.000,-151.611.000,167.696.000,"0,00",Tradicional,"34,76",Bens_Industriais,Máquinas_e_Equipamentos_de_Construção_e_Agrícolas,MTSA4
1.601.988.000,2.186.842.000,2.652.996.000,92.619.000,4.854.633.000,1.916.220.000,1.051.569.000,584.854.000,466.715.000,"80,00",Nível_1,"56,01",Materiais_Básicos,Madeira,EUCA3
813.826.000,1.151.486.000,794.710.000,36.414.000,1.426.330.000,845.080.000,424.350.000,337.660.000,86.690.000,"0,00",Tradicional,"15,11",Bens_Industriais,Material_de_Transporte,WLMM4
17.532.000,-10.453.000,-50.772.000,11.900.000,67.153.000,59.894.000,20.754.000,-27.985.000,48.739.000,"0,00",Tradicional,"75,75",Bens_Industriais,Produtos_para_Construção,HAGA4
709.092.000,657.254.000,898.730.000,18.908.000,1.294.403.000,271.327.000,164.106.000,-51.838.000,215.944.000,"0,00",Tradicional,"49,58",Financeiro,Holdings_Diversificadas,PEAB4
193.472.000,578.111.000,315.201.000,10.000.000,971.374.000,415.222.000,393.027.000,384.639.000,8.388.000,"80,00",Nível_1,"61,57",Consumo_Cíclico,Fios_e_Tecidos,CEDO4
1.555.905.000,1.012.408.000,990.925.000,12.251.000,2.118.864.000,1.279.671.000,669.026.000,-543.497.000,1.212.523.000,"0,00",Tradicional,"4,60",Financeiro,Holdings_Diversificadas,MOAR3
16.220.631.000,23.570.291.000,1.420.183.000,132.520.000,14.028.666.000,3.690.806.000,8.492.910.000,7.349.660.000,1.143.250.000,"0,00",Nível_1,"0,86",Utilidade_Pública,Gás,CGAS3
115.359.000,84.173.000,71.583.000,2.457.000,117.358.000,65.815.000,-,-31.186.000,31.186.000,"0,00",Tradicional,"13,02",Bens_Industriais,Engenharia_Consultiva,SOND5
546.229.000,477.588.000,324.623.000,2.947.000,409.993.000,243.570.000,2.178.000,-68.641.000,70.819.000,"0,00",Tradicional,"31,65",Materiais_Básicos,Artefatos_de_Ferro_e_Aço,TKNO3
171.137.000,648.455.000,160.158.000,9.921.000,1.420.451.000,592.976.000,480.641.000,477.318.000,3.323.000,"0,00",Tradicional,"67,22",Consumo_Cíclico,Acessórios,MNDL3
276.317.000,224.653.000,242.674.000,8.543.000,552.934.000,252.037.000,3.974.000,-51.664.000,55.638.000,"0,00",Tradicional,"3,25",Consumo_Cíclico,Produção_de_Eventos_e_Shows,AHEB3
2.814.000,2.814.000,9.000,2.814.000,806.000,797.000,-,-,-,"0,00",Tradicional,"100,00",Financeiro,Gestão_de_Recursos_e_Investimentos,PPLA11
180.081.000,16.278.000,206.593.000,454.000,237.339.000,182.095.000,3.820.000,-163.803.000,167.623.000,"0,00",Tradicional,"22,00",Consumo_Cíclico,Bicicletas,BMKS3
17.532.000,-10.453.000,-50.772.000,11.900.000,67.153.000,59.894.000,20.754.000,-27.985.000,48.739.000,"0,00",Tradicional,"75,75",Bens_Industriais,Produtos_para_Construção,HAGA3
211.467.000,583.317.000,18.555.000,6.205.000,707.988.000,463.979.000,445.097.000,371.850.000,73.247.000,"0,00",Tradicional,"12,86",Consumo_Cíclico,Fios_e_Tecidos,CTKA4
546.229.000,477.588.000,324.623.000,2.947.000,409.993.000,243.570.000,2.178.000,-68.641.000,70.819.000,"0,00",Tradicional,"31,65",Materiais_Básicos,Artefatos_de_Ferro_e_Aço,TKNO4
13.349.000,183.162.000,-233.585.000,1.600.000,531.961.000,227.618.000,187.155.000,169.813.000,17.342.000,"0,00",Nível_1,"76,94",Bens_Industriais,Máquinas_e_Equipamentos_Industriais,BDLL4
105.468.000,315.772.000,-2.025.587.000,12.774.000,578.897.000,342.604.000,225.596.000,210.304.000,15.292.000,"0,00",Tradicional,"66,36",Materiais_Básicos,Materiais_Diversos,SNSY5
193.472.000,578.111.000,315.201.000,10.000.000,971.374.000,415.222.000,393.027.000,384.639.000,8.388.000,"80,00",Nível_1,"61,57",Consumo_Cíclico,Fios_e_Tecidos,CEDO3
8.782.499.000,13.380.721.000,7.748.664.000,340.000.000,20.465.377.000,4.826.141.000,8.307.447.000,4.598.222.000,3.709.225.000,"0,00",Tradicional,"1,84",Bens_Industriais,Transporte_Ferroviário,MRSA5B
920.872.000,968.913.000,786.260.000,23.932.000,1.612.924.000,1.189.129.000,464.820.000,48.041.000,416.779.000,"0,00",Tradicional,"34,71",Materiais_Básicos,Artefatos_de_Ferro_e_Aço,PATI3
35.567.000,138.686.000,-573.005.000,8.083.000,328.919.000,115.383.000,103.660.000,103.119.000,541.000,"0,00",Tradicional,"68,43",Consumo_Cíclico,Brinquedos_e_Jogos,ESTR4
2.858.363.000,2.371.871.000,3.363.440.000,353.175.000,4.334.562.000,1.671.967.000,352.231.000,-486.492.000,838.723.000,"80,00",Nível_1,"45,83",Materiais_Básicos,Siderurgia,FESA3
34.419.391.000,47.156.417.000,26.272.206.000,2.982.810.000,60.240.753.000,16.146.351.000,18.795.043.000,12.737.026.000,6.058.017.000,"100,00",Nível_2,"100,00",Utilidade_Pública,Energia_Elétrica,CPLE5
68.339.000,358.899.000,-577.159.000,12.425.000,635.494.000,206.834.000,311.825.000,290.560.000,21.265.000,"0,00",Tradicional,"40,01",Consumo_Cíclico,Automóveis_e_Motocicletas,PLAS3
115.359.000,84.173.000,71.583.000,2.457.000,117.358.000,65.815.000,-,-31.186.000,31.186.000,"0,00",Tradicional,"13,02",Bens_Industriais,Engenharia_Consultiva,SOND6
256.291.000,486.652.000,647.667.000,9.133.000,1.614.873.000,194.538.000,281.601.000,230.361.000,51.240.000,"0,00",Tradicional,"63,98",Financeiro,Exploração_de_Imóveis,HBTS5
24.764.000,104.583.000,19.835.000,2.058.000,305.655.000,114.007.000,88.160.000,79.819.000,8.341.000,"0,00",Tradicional,"49,10",Bens_Industriais,Material_Rodoviário,MWET4
442.774.000,518.481.000,693.418.000,75.645.000,995.039.000,571.214.000,153.725.000,75.707.000,78.018.000,"0,00",Tradicional,"12,49",Consumo_Cíclico,Fios_e_Tecidos,DOHL4
42.446.000,43.093.000,157.085.000,20.784.000,221.713.000,32.468.000,18.933.000,647.000,18.286.000,"0,00",Tradicional,"30,35",Bens_Industriais,Transporte_Hidroviário,LUXM4
1.571.573.000,2.283.234.000,409.814.000,6.286.000,1.928.784.000,1.318.619.000,819.669.000,711.661.000,108.008.000,"100,00",Novo_Mercado,"64,39",Bens_Industriais,Máquinas_e_Equipamentos_Industriais,FRIO3
39.133.000,77.067.000,-123.781.000,6.621.000,19.354.000,1.526.000,37.948.000,37.934.000,14.000,"0,00",Tradicional,"1,07",Bens_Industriais,Máquinas_e_Equipamentos_Industriais,NORD3
12.779.891.000,17.081.757.000,5.385.613.000,2.213.527.000,17.298.861.000,5.686.944.000,6.864.733.000,4.301.866.000,2.562.867.000,"0,00",Tradicional,"2,12",Utilidade_Pública,Energia_Elétrica,EQPA6
446.639.000,454.040.000,240.521.000,63.084.000,353.121.000,86.283.000,30.613.000,7.401.000,23.212.000,"0,00",Tradicional,"1,33",Utilidade_Pública,Energia_Elétrica,AFLT3
920.872.000,968.913.000,786.260.000,23.932.000,1.612.924.000,1.189.129.000,464.820.000,48.041.000,416.779.000,"0,00",Tradicional,"34,71",Materiais_Básicos,Artefatos_de_Ferro_e_Aço,PATI4
3.175.435.000,7.546.436.000,8.490.000.000,254.034.000,19.920.000.000,4.250.000.000,4.669.116.000,4.371.001.000,298.115.000,"0,00",Nível_1,"0,19",Utilidade_Pública,Energia_Elétrica,CBEE3
21.792.000,21.626.000,165.000,3.602.000,83.517.000,171.000,-,-165.000,165.000,"0,00",Nível_1,"0,00",Bens_Industriais,Transporte_Hidroviário,PSVM11
472.958.000,343.012.000,589.725.000,29.018.000,871.385.000,539.930.000,9.777.000,-129.946.000,139.723.000,"0,00",Tradicional,"28,36",Materiais_Básicos,Químicos_Diversos,CRPG6
13.640.849.000,19.507.459.000,4.019.072.000,218.941.000,14.313.147.000,3.953.497.000,7.351.996.000,5.866.610.000,1.485.386.000,"0,00",Tradicional,"2,49",Utilidade_Pública,Energia_Elétrica,ENMT4
7.043.565.000,43.154.565.000,-4.236.000.000,797.207.000,95.422.000.000,34.101.000.000,49.140.000.000,36.111.000.000,13.029.000.000,"100,00",Nível_1,"34,97",Materiais_Básicos,Petroquímicos,BRKM6
81.530.000,80.450.000,1.140.000,11.131.000,8.230.000,7.490.000,-,-1.080.000,1.080.000,"0,00",Tradicional,"2,02",Bens_Industriais,Serviços_Diversos,DTCY3
8.235.000,2.146.287.000,-1.409.770.000,1.928.000,1.188.625.000,186.383.000,2.253.760.000,2.138.052.000,115.708.000,"100,00",Novo_Mercado,"74,05",Financeiro,Exploração_de_Imóveis,GSHP3
181.741.000,119.028.000,182.554.000,9.800.000,281.464.000,205.795.000,15.706.000,-62.713.000,78.419.000,"0,00",Tradicional,"34,89",Saúde,Equipamentos,BALM3
4.695.662.000,7.592.546.000,4.032.651.000,164.184.000,9.963.995.000,2.401.899.000,3.530.000.000,2.896.884.000,633.116.000,"0,00",Nível_1,"1,30",Utilidade_Pública,Energia_Elétrica,EQMA3B
8.782.499.000,13.380.721.000,7.748.664.000,340.000.000,20.465.377.000,4.826.141.000,8.307.447.000,4.598.222.000,3.709.225.000,"0,00",Tradicional,"1,84",Bens_Industriais,Transporte_Ferroviário,MRSA6B
11.039.992.000,26.120.992.000,8.461.000.000,262.096.000,31.978.000.000,5.329.000.000,15.533.000.000,15.081.000.000,452.000.000,"0,00",Tradicional,"1,01",Utilidade_Pública,Energia_Elétrica,CEEB5
8.782.499.000,13.380.721.000,7.748.664.000,340.000.000,20.465.377.000,4.826.141.000,8.307.447.000,4.598.222.000,3.709.225.000,"0,00",Tradicional,"1,84",Bens_Industriais,Transporte_Ferroviário,MRSA3B
3.394.562.000,3.584.085.000,1.691.658.000,94.433.000,3.516.604.000,643.925.000,634.192.000,189.523.000,444.669.000,"0,00",Tradicional,"3,81",Utilidade_Pública,Energia_Elétrica,GEPA3
94.054.000,93.814.000,139.754.000,4.825.000,542.395.000,78.176.000,,,240.000,"0,00",Tradicional,"8,46",Financeiro,Bancos,BMIN4
12.779.891.000,17.081.757.000,5.385.613.000,2.213.527.000,17.298.861.000,5.686.944.000,6.864.733.000,4.301.866.000,2.562.867.000,"0,00",Tradicional,"2,12",Utilidade_Pública,Energia_Elétrica,EQPA5
4.581.886.000,4.581.886.000,10.568.980.000,408.974.000,151.511.198.000,2.298.020.000,,,2.298.015.000,"100,00",Nível_1,"50,61",Financeiro,Bancos,BRSR5
709.092.000,657.254.000,898.730.000,18.908.000,1.294.403.000,271.327.000,164.106.000,-51.838.000,215.944.000,"0,00",Tradicional,"49,58",Financeiro,Holdings_Diversificadas,PEAB3
3.004.466.000,8.420.548.000,5.245.554.000,119.202.000,15.178.531.000,3.042.076.000,5.600.630.000,5.416.082.000,184.548.000,"0,00",Tradicional,"36,51",Utilidade_Pública,Energia_Elétrica,COCE3
7.864.985.000,7.864.985.000,14.115.131.000,86.371.000,70.923.904.000,63.774.584.000,,,1.626.425.000,"0,00",Tradicional,"0,71",Financeiro,Bancos,BNBR3
3.701.606.000,3.701.606.000,1.901.446.000,104.831.000,27.155.138.000,20.962.816.000,,,4.171.744.000,"0,00",Tradicional,"46,32",Financeiro,Bancos,BMEB3
3.929.447.000,7.391.655.000,3.863.834.000,38.571.000,13.428.170.000,4.261.138.000,4.217.531.000,3.462.208.000,755.323.000,"100,00",Nível_2,"75,46",Utilidade_Pública,Energia_Elétrica,CLSC3
