Cotação,VARIAÇÃO_(12M),P/L,P/VP,DY,Papel,P/RECEITA_(PSR),PAYOUT,MARGEM_LÍQUIDA,MARGEM_BRUTA,MARGEM_EBIT,MARGEM_EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO_CIRC_LIQ,VPA,LPA,GIRO_ATIVOS,ROE,ROIC,ROA,DÍVIDA_LÍQUIDA_/_PATRIMÔNIO,DÍVIDA_LÍQUIDA_/_EBITDA,DÍVIDA_LÍQUIDA_/_EBIT,DÍVIDA_BRUTA_/_PATRIMÔNIO,PATRIMÔNIO_/_ATIVOS,PASSIVOS_/_ATIVOS,LIQUIDEZ_CORRENTE,CAGR_RECEITAS_5_ANOS,CAGR_LUCROS_5_ANOS,Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Ticker_Img
"10,45","2,58","9,15","1,21","2,77",ALUP3,"2,44","24,91","26,72","71,15","71,29","75,47","5,95","6,30","3,24","3,43","0,33","3,01","-0,42","8,61","1,14","0,14","13,26","13,78","6,23","1,05","2,80","2,97","1,48","0,27","0,61","2,15","-7,18","-1,13",10.032.285.000,18.983.613.000,8.518.976.000,988.880.000,31.173.683.000,6.413.410.000,12.629.526.000,8.951.328.000,3.678.198.000,"100,00",Nível_2,"34,43",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/5e9e64dcd6771.jpeg
"15,60","-46,56","-3,85","0,77","0,00",CRPG5,"0,64","0,00","-16,51","2,03","-5,11","-0,85","-56,49","-9,43","-74,55","-12,45","0,52","1,23","-1,37","20,32","-4,05","0,82","-19,93","-19,93","-13,49","-0,22","21,40","3,57","0,02","0,68","0,32","3,13","-0,54",,472.958.000,343.012.000,589.725.000,29.018.000,871.385.000,539.930.000,9.777.000,-129.946.000,139.723.000,"0,00",Tradicional,"28,36",Materiais_Básicos,Químicos_Diversos,https://investidor10.com.br/storage/companies/5ecff1a801f50.jpeg
"2,70","-51,44","-1,39","0,30","0,00",CTSA4,"0,63","0,00","-45,70","-22,40","-15,55","-5,39","-34,17","-11,85","-11,74","-4,07","0,11","1,32","-0,16","9,13","-1,95","0,17","-21,36","-4,49","-7,79","0,76","-30,33","-10,51","0,91","0,36","0,64","1,37","-25,62",,22.314.000,198.512.000,230.512.000,25.260.000,632.088.000,192.847.000,209.949.000,176.198.000,33.751.000,"0,00",Tradicional,"56,36",Consumo_Cíclico,Fios_e_Tecidos,https://investidor10.com.br/storage/companies/5f60a23c8a802.jpeg
"1,70","-52,78","-28,34","-3,82","0,00",AVLL3,"0,48","0,00","-1,70","37,79","22,46","22,69","4,92","4,97","2,13","2,15","0,24","-3,75","-0,39","-0,45","-0,06","0,50","-13,47","22,28","0,69","-5,01","2,79","2,82","-7,67","-0,06","1,04","0,86","30,73",,332.061.000,767.643.000,-86.998.000,195.330.000,1.389.110.000,539.423.000,667.004.000,435.582.000,231.422.000,"100,00",Novo_Mercado,"21,36",Consumo_Cíclico,Incorporações,https://investidor10.com.br/storage/companies/5f47c7ae6fff9.jpeg
"39,12","17,95","8,77","2,16","2,87",BMEB4,"0,65","47,09","7,37","48,47","3,04","0,00",,"19,19",,"21,26","0,15","-1,44","-0,66","18,14","4,46","0,23","24,59","9,11","1,76",,,,,"0,07","0,93","0,88","23,20","25,84",3.701.606.000,3.701.606.000,1.901.446.000,104.831.000,27.155.138.000,20.962.816.000,,,4.171.744.000,"0,00",Tradicional,"46,32",Financeiro,Bancos,https://investidor10.com.br/storage/companies/649ca663f374f.jpg
"4,83","-45,11","-2,73","0,24","0,00",WEST3,"0,33","0,00","-12,23","40,08","-19,65","-8,72","3,34","1,48","-3,83","-1,70","0,18","0,35","-0,42","19,98","-1,77","0,54","-8,86","-14,44","-6,55","-0,45","7,17","3,18","0,05","0,74","0,26","9,33","-8,00",,53.571.000,-46.735.000,221.569.000,11.091.000,299.609.000,173.068.000,10.190.000,-100.307.000,110.497.000,"100,00",Nível_1,"99,66",Consumo_Cíclico,Utensílios_Domésticos,https://investidor10.com.br/storage/companies/60059bed237e7.jpg
"21,58","14,11","9,42","1,83","3,32",OFSA3,"1,12","31,76","11,92","50,58","16,85","20,48","6,43","7,82","5,49","6,67","0,92","2,47","-2,36","11,78","2,29","0,82","19,44","13,40","9,75","0,31","0,94","1,14","0,55","0,50","0,50","2,56","7,25","6,61",1.164.219.000,1.363.933.000,635.559.000,53.949.000,1.267.420.000,774.331.000,348.216.000,199.714.000,148.502.000,"100,00",Novo_Mercado,"42,94",Saúde,Medicamentos_e_Outros_Produtos,https://investidor10.com.br/storage/companies/5eea584d5c94f.jpeg
"4,09","-68,54","-0,94","2,54","0,00",MGEL4,"0,02","0,00","-2,61","12,07","5,68","7,91","9,57","13,32","0,31","0,43","0,03","0,18","-0,06","1,61","-4,37","1,24","-271,02","5,99","-3,25","60,45","7,37","10,25","66,91","0,01","0,99","1,56","12,08",,168.381.000,731.734.000,9.319.000,5.783.000,777.139.000,371.746.000,623.545.000,563.353.000,60.192.000,"0,00",Tradicional,"49,03",Materiais_Básicos,Artefatos_de_Ferro_e_Aço,https://investidor10.com.br/storage/companies/649db9d4db19a.jpg
"20,10","30,49","8,03","1,30","9,94",CEBR5,"3,71","82,11","46,17","53,68","59,70","60,82","3,19","3,25","6,10","6,21","0,95","1,85","-2,21","15,47","2,50","0,26","16,18","15,92","15,38","-0,61","-2,87","-2,92","0,00","0,73","0,10","9,39","-22,86","-12,75",1.440.422.000,758.497.000,1.115.017.000,72.081.000,1.529.712.000,874.610.000,-,-681.925.000,681.925.000,"0,00",Tradicional,"19,85",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/5f68a6da296dc.jpeg
"3,40","-36,80","-3,74","0,56","0,00",RNEW11,"1,40","0,00","-37,47","-10,99","13,16","48,52","10,08","37,18","2,89","10,66","0,13","-2,83","-0,15","6,11","-0,91","0,10","-14,86","1,82","-3,57","1,38","7,16","26,40","1,51","0,24","0,76","0,72","33,66",,426.764.000,1.471.489.000,758.413.000,372.183.000,3.160.866.000,375.943.000,1.145.868.000,1.044.725.000,101.143.000,"100,00",Nível_2,"23,70",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/5f5f67b362f5a.jpeg
"37,10","-4,95","4,39","1,15","4,97",CEEB3,"0,57","38,33","12,88","31,71","23,95","30,32","5,01","6,34","1,87","2,36","0,30","-11,23","-0,36","32,28","8,45","0,54","26,17","16,49","6,67","1,78","2,89","3,66","1,84","0,26","0,74","0,86","8,78","11,83",11.039.992.000,26.120.992.000,8.461.000.000,262.096.000,31.978.000.000,5.329.000.000,15.533.000.000,15.081.000.000,452.000.000,"0,00",Tradicional,"1,01",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66d9a99279503.jpg
"28,99","-28,43","16,08","0,87","5,29",EMAE4,"1,74","83,02","10,80","36,47","0,30","1,99","210,80","1.415,57","87,35","586,58","0,50","2,28","-0,70","33,33","1,80","0,29","5,41","-0,17","3,09","-0,22","-21,70","-145,70","0,00","0,57","0,43","3,91","6,65","-19,62",2.850.883.000,2.584.837.000,1.231.320.000,36.947.000,2.153.688.000,631.782.000,-,-266.046.000,266.046.000,"0,00",Tradicional,"60,06",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66db260b38df8.jpg
"26,91","11,96","5,22","0,57","11,79",CGRA3,"0,73","52,09","14,07","52,20","10,20","14,24","3,17","4,43","5,16","7,20","0,41","1,50","-0,74","47,17","5,16","0,55","10,93","6,33","7,79","-0,22","-1,96","-2,74","0,00","0,71","0,29","2,52","10,34","7,84",538.428.000,332.685.000,947.333.000,20.082.000,1.329.388.000,597.007.000,-,-205.743.000,205.743.000,"100,00",Tradicional,"56,04",Consumo_Cíclico,"Tecidos,_Vestuário_e_Calçados",https://investidor10.com.br/storage/companies/649ca93ba72f8.jpg
"7,40","-10,19","25,85","1,25","1,32",ALPA3,"1,18","35,51","4,58","44,69","3,36","8,74","14,08","36,62","13,55","35,23","0,79","3,00","-1,55","5,93","0,29","0,67","4,83","2,17","3,06","-0,05","-0,55","-1,44","0,22","0,63","0,36","2,17","4,88","8,99",5.460.051.000,5.253.602.000,4.051.629.000,683.062.000,6.381.470.000,3.126.144.000,892.197.000,-206.449.000,1.098.646.000,"80,00",Nível_1,"27,74",Consumo_Cíclico,Calçados,https://investidor10.com.br/storage/companies/684083dfea35c.jpg
"48,69","2,22","8,46","2,08","9,31",UNIP3,"0,98","84,83","11,55","27,93","13,55","19,43","6,37","9,13","5,03","7,22","0,76","3,48","-1,25","23,41","5,75","0,77","24,57","10,41","8,95","0,37","0,89","1,27","0,93","0,36","0,63","2,24","7,82","11,97",6.001.496.000,6.972.180.000,2.649.664.000,113.173.000,7.280.912.000,2.862.549.000,2.451.459.000,970.684.000,1.480.775.000,"80,00",Tradicional,"55,28",Materiais_Básicos,Químicos_Diversos,https://investidor10.com.br/storage/companies/649db9f7cbaed.jpg
"19,47","11,00","7,78","1,26","10,14",CEBR3,"3,59","82,11","46,17","53,68","59,70","60,82","3,19","3,25","5,91","6,02","0,92","1,80","-2,14","15,47","2,50","0,26","16,18","15,92","15,38","-0,61","-2,87","-2,92","0,00","0,73","0,10","9,39","-22,86","-12,75",1.440.422.000,758.497.000,1.115.017.000,72.081.000,1.529.712.000,874.610.000,-,-681.925.000,681.925.000,"0,00",Tradicional,"19,85",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/5f68a6da296dc.jpeg
"102,80","51,78","5,38","1,03","9,41",CLSC4,"0,36","16,68","6,67","17,23","11,83","15,04","4,45","5,66","2,39","3,04","0,30","4,24","-0,43","100,17","19,09","0,82","19,06","13,06","5,48","0,90","2,09","2,65","1,09","0,29","0,71","1,28","4,49","7,26",3.929.447.000,7.391.655.000,3.863.834.000,38.571.000,13.428.170.000,4.261.138.000,4.217.531.000,3.462.208.000,755.323.000,"0,10",Nível_2,"75,46",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66db25abbc258.jpg
"16,09","72,12","5,08","0,86","8,44",BALM4,"0,76","55,16","14,96","61,72","20,12","22,58","2,54","2,85","3,37","3,78","0,56","1,10","-2,08","18,63","3,17","0,74","16,99","16,26","11,17","-0,34","-1,34","-1,50","0,09","0,65","0,36","3,30","4,93","13,85",181.741.000,119.028.000,182.554.000,9.800.000,281.464.000,205.795.000,15.706.000,-62.713.000,78.419.000,"0,00",Tradicional,"34,89",Saúde,Equipamentos,https://investidor10.com.br/storage/companies/672014ddcac80.png
"3,85","-6,10","0,08","-0,20","0,00",NEXP3,"0,40","0,00","472,11","153,26","477,15","486,01","0,01","0,01","0,08","0,08","0,28","-0,55","-0,66","-19,02","45,89","0,71","-241,22","-243,84","337,77","0,17","-0,07","-0,07","-0,03","-1,40","2,39","0,53","-23,97",,10.223.000,1.842.000,-50.521.000,2.655.000,36.116.000,20.513.000,1.307.000,-8.381.000,9.688.000,"100,00",Novo_Mercado,"39,11",Financeiro,Exploração_de_Imóveis,https://investidor10.com.br/storage/companies/635c2be8b4235.jpg
"45,00","30,50","9,04","3,74","10,51",EKTR3,"0,91","123,52","10,08","27,89","22,83","27,18","6,06","7,22","3,35","3,99","0,71","14,06","-0,96","12,04","4,98","0,78","41,32","18,59","7,84","2,92","2,62","3,12","3,18","0,19","0,81","1,24","6,96","10,24",8.947.374.000,15.767.374.000,2.333.000.000,193.759.000,12.292.000.000,3.208.000.000,7.408.000.000,6.820.000.000,588.000.000,"0,00",Tradicional,"0,32",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66db245d65c31.jpg
"87,50","11,81","17,09","3,50","1,41",BAUH4,"1,78","22,93","10,44","25,04","7,79","9,82","6,78","8,54","18,17","22,89","2,41","10,19","-5,16","24,97","5,12","1,35","20,50","13,22","14,08","-0,34","-1,75","-2,20","0,01","0,69","0,31","1,79","6,07","2,67",214.414.000,170.488.000,130.425.000,5.222.000,189.876.000,101.279.000,836.000,-43.926.000,44.762.000,"0,00",Tradicional,"28,89",Consumo_não_Cíclico,Carnes_e_Derivados,https://investidor10.com.br/storage/companies/5ed53b44ea64d.jpeg
"2,19","-32,20","-0,69","0,43","0,00",RDNI3,"0,20","0,00","-28,54","15,60","0,58","1,93","60.113,94","199.917,26","10,24","34,04","0,07","0,33","-0,14","5,04","-3,16","0,36","-62,76","0,00","-10,07","2.552,16","60.103,70","199.883,22","2.552,29","0,17","0,82","1,79","8,89",,95.855.000,562.967.013.000,220.547.000,43.769.000,1.333.119.000,652.889.000,562.899.000.000,562.871.158.000,27.842.000,"100,00",Novo_Mercado,"34,36",Consumo_Cíclico,Incorporações,https://investidor10.com.br/storage/companies/5eed00aa6fb6e.jpeg
"6,39","-2,31","10,16","3,24","6,73",REDE3,"0,75","67,24","7,35","25,13","17,87","22,90","6,43","8,24","3,26","4,18","0,45","6,13","-0,61","1,97","0,63","0,60","31,93","13,37","6,04","3,15","3,17","4,06","3,88","0,14","0,79","1,38","9,85","8,16",13.484.966.000,26.599.230.000,4.157.525.000,2.110.323.000,30.093.911.000,7.964.589.000,16.122.120.000,13.114.264.000,3.007.856.000,"0,00",Tradicional,"0,25",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66d9a9ec2f193.jpg
"129,00","26,89","9,73","12,04","8,48",CGAS5,"1,15","76,53","11,79","22,49","20,87","25,35","6,24","7,58","4,53","5,50","1,22","9,51","-1,65","10,72","13,26","1,06","123,69","22,85","12,52","5,18","1,95","2,36","5,98","0,10","0,90","1,95","12,36","8,83",16.220.631.000,23.570.291.000,1.420.183.000,132.520.000,14.028.666.000,3.690.806.000,8.492.910.000,7.349.660.000,1.143.250.000,"0,00",Nível_1,"0,86",Utilidade_Pública,Gás,https://investidor10.com.br/storage/companies/66d8b1ae8e00f.jpg
"35,93","70,93","12,22","2,01","19,46",GEPA4,"2,74","102,32","22,44","41,18","38,58","71,01","4,08","7,51","3,86","7,11","0,96","-9,11","-1,18","17,91","2,94","0,35","16,41","13,79","7,89","0,11","0,22","0,40","0,37","0,48","0,52","0,63","-3,14","-16,93",3.394.562.000,3.584.085.000,1.691.658.000,94.433.000,3.516.604.000,643.925.000,634.192.000,189.523.000,444.669.000,"0,00",Tradicional,"3,81",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/5ebc4c586295d.jpeg
"8,32","-13,06","5,81","0,91","6,47",DEXP4,"0,45","36,83","7,72","17,59","11,84","13,45","3,15","3,58","3,34","3,79","0,56","1,27","-1,63","9,15","1,43","1,25","15,64","13,40","9,85","-0,04","-0,13","-0,15","0,24","0,62","0,38","3,06","15,28","2,14",893.933.000,858.265.000,999.766.000,109.310.000,1.623.970.000,1.064.596.000,242.362.000,-35.668.000,278.030.000,"100,00",Tradicional,"99,67",Materiais_Básicos,Petroquímicos,https://investidor10.com.br/storage/companies/66db26175abb1.jpg
"26,14","88,60","12,80","-0,62","0,00",MNPR3,"0,51","0,00","4,00","27,57","14,21","16,44","3,11","3,60","3,11","3,60","0,49","-0,50","-1,12","-42,32","2,04","0,95","-4,83","-14,65","3,82","0,00","0,00","0,00","0,00","-0,79","1,79","0,37","6,91","-2,60",185.596.000,185.618.000,-300.501.000,7.100.000,380.495.000,214.596.000,86.000,22.000,64.000,"0,00",Tradicional,"42,32",Consumo_não_Cíclico,Carnes_e_Derivados,https://investidor10.com.br/storage/companies/5f58c21c96aab.jpeg
"20,58","28,99","8,23","1,33","10,39",CEBR6,"3,80","82,11","46,17","53,68","59,70","60,82","3,19","3,25","6,24","6,36","0,97","1,90","-2,26","15,47","2,50","0,26","16,18","15,92","15,38","-0,61","-2,87","-2,92","0,00","0,73","0,10","9,39","-22,86","-12,75",1.440.422.000,758.497.000,1.115.017.000,72.081.000,1.529.712.000,874.610.000,-,-681.925.000,681.925.000,"0,00",Tradicional,"19,85",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/5f68a6da296dc.jpeg
"2,06","-45,93","0,15","-0,04","0,00",RSID3,"0,50","0,00","327,60","28,74","-311,91","-311,65","-1,50","-1,50","-0,16","-0,16","0,08","-0,14","-0,17","-47,95","13,63","0,17","-28,42","101,01","54,92","-0,36","-1,34","-1,34","-0,39","-1,93","2,93","0,45","2,06",,41.760.000,393.418.000,-972.058.000,20.272.000,503.144.000,252.399.000,379.602.000,351.658.000,27.944.000,"100,00",Novo_Mercado,"94,94",Consumo_Cíclico,Incorporações,https://investidor10.com.br/storage/companies/5ebc5ce95ee3a.jpeg
"7,00","-46,15","-1,01","-0,13","0,00",CEED3,"0,09","0,00","-8,46","19,29","7,50","10,51","9,25","12,96","0,81","1,13","0,06","1,57","-0,08","-53,00","-6,96","0,68","-13,14","20,14","-5,76","-1,38","8,43","11,82","-1,58","-0,44","1,44","1,13","9,85",,479.916.000,5.462.535.000,-3.617.835.000,68.254.000,8.252.299.000,2.573.007.000,5.710.462.000,4.982.619.000,727.843.000,"80,00",Nível_1,"0,26",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/685c4555d622c.png
"27,30","41,49","3,45","0,63","15,35",BGIP4,"0,39","51,28","11,39","38,64","16,06","0,00",,"2,82",,"2,45","0,04","-3,41","-0,09","43,65","7,90","0,11","18,11","23,32","1,25",,,,,"0,07","0,93","0,98","15,23","21,97",582.843.000,582.843.000,810.042.000,18.558.000,11.725.046.000,6.203.696.000,,,83.924.000,"100,00",Tradicional,"8,54",Financeiro,Bancos,https://investidor10.com.br/storage/companies/66d9a9f6d82fa.jpg
"30,31","-4,66","6,15","0,97","7,74",ISAE3,"2,44","47,90","39,74","39,29","58,41","58,84","5,94","5,98","4,15","4,18","0,45","3,63","-0,53","31,27","4,93","0,19","15,76","12,90","7,52","0,60","2,55","2,57","0,68","0,47","0,52","5,95","17,19","-0,47",16.278.044.000,28.559.837.000,20.601.977.000,658.883.000,43.946.662.000,6.605.421.000,14.112.054.000,12.281.793.000,1.830.261.000,"80,00",Nível_1,"64,18",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/673b2f70c4356.jpg
"3,60","-44,19","-8,17","-0,51","0,00",MAPT4,,"0,00","0,00","0,00","0,00","0,00",,"-7,56",,"-8,23","4,27","-58,04","-4,28","-7,04","-0,44","0,00","-6,26","6,21","-52,33","0,00",,"0,00","0,00","-8,36","9,36","0,02","-100,00",,3.039.000,3.038.000,-6.470.000,918.000,774.000,1.000,-,-1.000,1.000,"0,00",Tradicional,"3,89",Financeiro,Outros,https://investidor10.com.br/storage/companies/6202b6ff17e2e.jpg
"17,98","-46,36","-4,44","0,88","0,00",CRPG3,"0,73","0,00","-16,51","2,03","-5,11","-0,85","-56,49","-9,43","-85,93","-14,35","0,60","1,42","-1,57","20,32","-4,05","0,82","-19,93","-19,93","-13,49","-0,22","21,40","3,57","0,02","0,68","0,32","3,13","-0,54",,472.958.000,343.012.000,589.725.000,29.018.000,871.385.000,539.930.000,9.777.000,-129.946.000,139.723.000,"0,00",Tradicional,"28,36",Materiais_Básicos,Químicos_Diversos,https://investidor10.com.br/storage/companies/5ecff1a801f50.jpeg
"2,80","-77,27","-1,44","0,31","0,00",CTSA3,"0,66","0,00","-45,70","-22,40","-15,55","-5,39","-34,17","-11,85","-12,17","-4,22","0,11","1,37","-0,16","9,13","-1,95","0,17","-21,36","-4,49","-7,79","0,76","-30,33","-10,51","0,91","0,36","0,64","1,37","-25,62",,22.314.000,198.512.000,230.512.000,25.260.000,632.088.000,192.847.000,209.949.000,176.198.000,33.751.000,"0,00",Tradicional,"56,36",Consumo_Cíclico,Fios_e_Tecidos,https://investidor10.com.br/storage/companies/5f60a23c8a802.jpeg
"15,30","24,04","3,63","1,02","3,89",EALT3,"0,59","13,22","16,13","29,10","20,74","41,65","1,69","3,39","1,41","2,83","0,53","5,79","-0,93","14,98","4,21","0,91","28,11","23,16","14,70","0,29","0,40","0,81","0,32","0,52","0,48","1,27","18,47","30,29",314.670.000,413.217.000,337.052.000,22.500.000,644.494.000,276.196.000,108.730.000,98.547.000,10.183.000,"0,00",Tradicional,"59,77",Bens_Industriais,Máquinas_e_Equipamentos_Industriais,https://investidor10.com.br/storage/companies/66db2513c0952.jpg
"9,09","-3,18","11,33","0,82","2,91",PTNT3,"0,53","33,74","4,69","14,84","6,42","11,24","4,70","8,23","4,72","8,27","0,41","1,21","-0,93","11,03","0,80","0,77","7,28","5,75","4,53","0,27","1,53","2,68","0,73","0,50","0,50","2,56","7,95","11,66",293.250.000,434.715.000,529.743.000,48.046.000,1.063.020.000,594.884.000,386.759.000,141.464.000,245.294.000,"80,00",Tradicional,"66,52",Consumo_Cíclico,Fios_e_Tecidos,https://investidor10.com.br/storage/companies/5ebb107d99db0.jpeg
"55,50","13,27","9,65","2,37","9,48",UNIP5,"1,11","84,83","11,55","27,93","13,55","19,43","6,37","9,13","5,74","8,23","0,86","3,96","-1,42","23,41","5,75","0,77","24,57","10,41","8,95","0,37","0,89","1,27","0,93","0,36","0,63","2,24","7,82","11,97",6.001.496.000,6.972.180.000,2.649.664.000,113.173.000,7.280.912.000,2.862.549.000,2.451.459.000,970.684.000,1.480.775.000,"0,00",Tradicional,"55,28",Materiais_Básicos,Químicos_Diversos,https://investidor10.com.br/storage/companies/649db9f7cbaed.jpg
"4,50","-49,10","23,43","0,35","0,00",RPAD3,,"47,36","0,00","0,00","0,00","0,00","55,18","36,40","60,68","40,03","0,35","7,42","-0,37","12,84","0,19","0,00","1,50","0,83","1,49","-0,05","-8,50","-5,61","0,00","1,00","0,00","14,69","-100,00","-13,69",399.925.000,346.514.000,1.087.490.000,84.682.000,1.091.335.000,55.100.000,-,-53.411.000,53.411.000,"0,00",Nível_1,"24,65",Financeiro,Serviços_Financeiros_Diversos,https://investidor10.com.br/storage/companies/649ca480deb64.jpg
"3,94","64,85","0,89","-0,89","0,00",HOOT4,"0,41","0,00","45,45","69,51","73,03","78,46","0,37","0,39","0,52","0,56","0,14","-1,25","-0,17","-4,41","4,41","0,34","-100,00","-149,85","15,52","0,40","-0,23","-0,25","-0,01","-0,16","1,16","0,64","37,59",,83.493.000,51.248.000,-81.020.000,18.372.000,522.192.000,102.363.000,880.000,-32.245.000,33.125.000,"0,00",Tradicional,"13,95",Consumo_Cíclico,Hotelaria,https://investidor10.com.br/storage/companies/5f75bb7ae4489.jpeg
"43,48","4,33","10,40","0,82","4,50",MTSA4,"0,73","30,20","7,06","23,76","7,29","9,93","7,07","9,63","7,39","10,08","0,69","1,11","-2,90","52,86","4,18","0,94","7,91","3,08","6,63","-0,33","-2,93","-4,00","0,03","0,84","0,16","5,36","7,21","-8,47",517.020.000,365.409.000,464.622.000,8.789.000,554.426.000,422.753.000,16.085.000,-151.611.000,167.696.000,"0,00",Tradicional,"34,76",Bens_Industriais,Máquinas_e_Equipamentos_de_Construção_e_Agrícolas,https://investidor10.com.br/storage/companies/649dbb437b492.jpg
"17,80","13,40","6,85","0,62","3,71",EUCA3,"0,56","28,48","8,13","34,04","14,02","17,50","4,22","5,27","3,18","3,97","0,34","1,67","-0,56","28,64","2,60","0,61","9,07","9,55","4,96","0,22","1,13","1,41","0,40","0,55","0,45","2,06","10,50","10,79",1.601.988.000,2.186.842.000,2.652.996.000,92.619.000,4.854.633.000,1.916.220.000,1.051.569.000,584.854.000,466.715.000,"80,00",Nível_1,"56,01",Materiais_Básicos,Madeira,https://investidor10.com.br/storage/companies/5f15de1848720.jpeg
"20,97","-30,86","6,12","0,96","6,50",WLMM4,"0,25","44,89","4,08","12,41","6,84","7,07","5,33","5,51","3,53","3,65","0,54","1,57","-1,31","21,82","3,42","2,14","15,69","12,08","8,74","0,42","1,56","1,62","0,53","0,56","0,44","2,36","25,24","18,03",813.826.000,1.151.486.000,794.710.000,36.414.000,1.426.330.000,845.080.000,424.350.000,337.660.000,86.690.000,"0,00",Tradicional,"15,11",Bens_Industriais,Material_de_Transporte,https://investidor10.com.br/storage/companies/5f639575a0823.jpeg
"1,19","2,59","7,15","-0,28","0,00",HAGA4,"0,47","0,00","6,53","24,84","-0,38","1,74","-19,85","90,56","26,90","-122,69","0,21","0,40","-1,95","-4,27","0,17","0,45","-3,90","398,58","2,95","0,55","-53,15","242,46","-0,41","-0,76","1,76","2,43","0,36","-18,71",17.532.000,-10.453.000,-50.772.000,11.900.000,67.153.000,59.894.000,20.754.000,-27.985.000,48.739.000,"0,00",Tradicional,"75,75",Bens_Industriais,Produtos_para_Construção,https://investidor10.com.br/storage/companies/5f50d0e8adb6c.jpeg
"37,00","-22,26","19,50","0,78","2,34",PEAB4,"7,19","44,70","36,86","58,44","30,99","46,14","14,63","21,79","15,58","23,20","0,54","3,15","-0,68","47,53","1,90","0,08","3,99","2,66","2,77","-0,06","-1,15","-1,72","0,18","0,69","0,31","5,51","-11,66","-40,08",709.092.000,657.254.000,898.730.000,18.908.000,1.294.403.000,271.327.000,164.106.000,-51.838.000,215.944.000,"0,00",Tradicional,"49,58",Financeiro,Holdings_Diversificadas,https://investidor10.com.br/storage/companies/649ca87b55d96.jpg
"17,15","-28,51","1,72","0,54","0,00",CEDO4,"0,17","0,00","9,64","28,99","15,04","17,39","3,21","3,71","0,95","1,10","0,18","2,59","-0,31","31,52","9,98","1,07","31,67","18,15","10,27","1,22","2,14","2,47","1,25","0,32","0,68","1,19","10,84",,193.472.000,578.111.000,315.201.000,10.000.000,971.374.000,415.222.000,393.027.000,384.639.000,8.388.000,"80,00",Nível_1,"61,57",Consumo_Cíclico,Fios_e_Tecidos,https://investidor10.com.br/storage/companies/5f688fd5168f3.jpeg
"127,00","-62,95","-19,17","1,57","39,53",MOAR3,,"-1.020,87","0,00","0,00","0,00","0,00","-4,55","-4,54","-6,99","-6,98","0,73","1,45","-1,85","80,88","-6,62","0,00","-8,19","-21,73","-3,83","-0,55","2,44","2,44","0,68","0,47","0,53","6,12","-100,00",,1.555.905.000,1.012.408.000,990.925.000,12.251.000,2.118.864.000,1.279.671.000,669.026.000,-543.497.000,1.212.523.000,"0,00",Tradicional,"4,60",Financeiro,Holdings_Diversificadas,https://investidor10.com.br/storage/companies/66db24de777f4.jpg
"120,58","23,70","9,10","11,25","7,73",CGAS3,"1,07","76,53","11,79","22,49","20,87","25,35","6,24","7,58","4,23","5,14","1,14","8,89","-1,55","10,72","13,26","1,06","123,69","22,85","12,52","5,18","1,95","2,36","5,98","0,10","0,90","1,95","12,36","8,83",16.220.631.000,23.570.291.000,1.420.183.000,132.520.000,14.028.666.000,3.690.806.000,8.492.910.000,7.349.660.000,1.143.250.000,"0,00",Nível_1,"0,86",Utilidade_Pública,Gás,https://investidor10.com.br/storage/companies/66d8b1ae8e00f.jpg
"49,92","6,36","5,15","1,71","12,56",SOND5,"0,59","0,00","11,54","30,11","15,95","18,57","2,19","2,56","3,20","3,72","1,05","3,61","-2,38","29,12","9,69","1,76","33,29","27,63","20,44","-0,44","-0,81","-0,95","0,00","0,61","0,39","2,07","26,28","2,60",115.359.000,84.173.000,71.583.000,2.457.000,117.358.000,65.815.000,-,-31.186.000,31.186.000,"0,00",Tradicional,"13,02",Bens_Industriais,Engenharia_Consultiva,https://investidor10.com.br/storage/companies/5f7f44104357c.jpeg
