Papel;Setor;Preço Atual (R$);Liquidez Diária (R$);Último Dividendo;Dividend Yield;DY (3M) Acumulado;DY (6M) Acumulado;DY (12M) Acumulado;DY (3M) média;DY (6M) média;DY (12M) média;DY Ano;Variação Preço;Rentab. Período;Rentab. Acumulada;Patrimônio Líquido;VPA;P/VPA;DY Patrimonial;Variação Patrimonial;Rentab. Patr. Período;Rentab. Patr. Acumulada;Quant. Ativos;Volatilidade;Num. Cotistas
MGLG11;Imóveis Industriais e Logísticos;40,99;55.314,19;0,35;0,86 ;2,58 ;4,56 ;11,69 ;0,86 ;0,76 ;0,97 ;0,86 ;-3,60 ;-2,77 ;-2,77 ;116.088.485,68;61,55;0,67;0,57 ;57,54 ;58,43 ;-18,62 ;2;27,79;3.712
MGRI11;Indefinido;58,18;;1,42;0,00 ;0,00 ;8,02 ;19,66 ;0,00 ;1,34 ;1,64 ;12,42 ;0,00 ;0,00 ;;17.534.440,83;;;;;;;1;4,21;1
MINT11;Educacional;96,50;2.171,20;14,67;15,20 ;0,00 ;0,00 ;15,20 ;0,00 ;0,00 ;7,60 ;19,77 ;-5,85 ;8,46 ;14,95 ;50.527.673,91;;;;;;;3;19,28;94
MMPD11;Indefinido;;;1,52;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;59.280.639,68;;;;;;;14;;102
MORC11;Papéis;89,87;1.741.368,33;3,08;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;1,03 ;0,00 ;0,00 ;;118.155.565,38;97,73;0,92;0,34 ;0,11 ;0,45 ;5,63 ;14;3,25;8.102
MORE11;Fundo de Fundos;76,21;1.327.577,67;6,02;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;118.155.565,38;86,87;0,88;0,81 ;4,88 ;5,72 ;2,91 ;14;2,67;8.102
MXRF11;Papéis;9,55;9.334.282,57;0,10;1,04 ;3,16 ;6,39 ;12,87 ;1,05 ;1,07 ;1,07 ;9,66 ;1,26 ;2,32 ;24,01 ;4.121.346.798,72;9,42;1,01;1,06 ;-6,82 ;-5,84 ;-0,34 ;3;12,07;1.321.795
NAVT11;Papéis;69,20;36.106,74;0,75;1,07 ;3,45 ;6,72 ;14,26 ;1,15 ;1,12 ;1,19 ;9,21 ;-1,61 ;-0,56 ;33,03 ;52.319.075,46;85,45;0,81;1,15 ;-4,61 ;-3,51 ;-2,41 ;14;33,80;2.614
NCHB11;Papéis;7,97;63.111,70;0,11;1,34 ;4,06 ;7,73 ;15,13 ;1,35 ;1,29 ;1,26 ;4,06 ;11,10 ;12,58 ;10,18 ;148.979.591,77;9,75;0,82;1,02 ;-89,12 ;-89,01 ;-88,60 ;14;17,09;11.451
NCRI11;Papéis;8,36;2.390,70;0,10;1,20 ;3,75 ;7,77 ;15,67 ;1,25 ;1,30 ;1,31 ;10,52 ;-6,61 ;-5,49 ;26,66 ;39.219.841,94;;;;;;;1;40,54;1.201
NELO11;Logística;;;113,97;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;510.271.097,72;1.163,14;;1,42 ;0,00 ;0,00 ;0,00 ;57;;2
NEWL11;Imóveis Industriais e Logísticos;103,26;260.529,48;0,95;0,91 ;2,74 ;5,71 ;11,82 ;0,91 ;0,95 ;0,99 ;8,90 ;1,69 ;2,62 ;17,93 ;360.386.802,54;127,91;0,81;0,74 ;6,51 ;7,30 ;22,46 ;3;14,93;9.961
NEWU11;Lajes Corporativas;95,97;1.270.492,85;0,20;0,21 ;0,55 ;0,81 ;1,41 ;0,55 ;0,81 ;0,12 ;1,14 ;19,29 ;19,54 ;24,11 ;62.162.244,88;83,78;1,15;0,08 ;20,36 ;20,46 ;29,09 ;3;52,99;1.116
NEXG11;Agricultura;129,99;150.780,10;0,98;0,75 ;2,29 ;4,57 ;8,73 ;0,76 ;0,76 ;0,73 ;5,98 ;2,69 ;3,46 ;19,56 ;69.989.312,49;100,20;1,30;0,98 ;0,00 ;0,00 ;0,00 ;0;27,39;625
NSLU11;Hospitalar;189,54;191.443,09;1,61;0,91 ;2,86 ;5,92 ;12,44 ;0,95 ;0,99 ;1,04 ;9,32 ;5,20 ;6,16 ;33,81 ;271.895.684,99;210,24;0,90;0,75 ;5,69 ;6,49 ;12,99 ;1;21,96;5.427
NUIF11;Indefinido;96,22;92.960,04;1,20;1,34 ;1,34 ;5,22 ;12,72 ;0,45 ;0,87 ;1,06 ;7,74 ;5,15 ;6,56 ;14,64 ;;;;;;;;0;29,96;0
NVHO11;Hospitalar;11,69;14.706,38;0,09;0,70 ;2,10 ;4,34 ;8,92 ;0,70 ;0,72 ;0,74 ;6,63 ;1,39 ;2,10 ;10,02 ;689.431.304,79;16,61;0,70;0,52 ;19,07 ;19,69 ;40,05 ;4;68,26;1.825
NVIF11B;Fundo de Desenvolvimento;227,50;;1,11;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;88.829.544,94;263,28;0,86;0,42 ;-15,74 ;-15,38 ;5,40 ;2;;7
NVRP11;Indefinido;150,00;5.250,00;64,73;107,40 ;0,00 ;0,00 ;107,40 ;0,00 ;0,00 ;107,40 ;107,40 ;0,00 ;0,00 ;;;;;;;;;0;395,32;0
OBAL11;Imóveis Residenciais;1.095,00;1.095,00;81,96;0,00 ;0,00 ;7,34 ;7,34 ;0,00 ;3,67 ;3,67 ;7,34 ;0,00 ;0,00 ;;169.990.949,91;;;;;;;4;17,49;108
OCRE11;Papéis;94,50;19.105,47;0,66;0,67 ;2,37 ;4,69 ;9,34 ;0,79 ;0,78 ;0,78 ;6,84 ;17,56 ;18,35 ;18,52 ;36.780.525,58;;;;;;;1;74,57;478
OGHY11;Indefinido;8,72;22.847,10;9,40;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,99 ;0,00 ;0,00 ;;118.155.565,38;;;;;;;14;57,14;8.102
OGIN11;Misto;7,96;59.061,57;0,08;0,99 ;1,99 ;2,52 ;8,76 ;0,66 ;0,42 ;0,73 ;4,60 ;0,50 ;1,49 ;-10,43 ;;;;;;;;0;22,16;0
OIAG11;Indefinido;8,14;152.465,39;0,11;1,43 ;4,32 ;8,74 ;17,65 ;1,44 ;1,46 ;1,47 ;11,78 ;0,66 ;2,09 ;31,60 ;88.338.857,95;9,78;0,83;1,12 ;0,00 ;0,00 ;0,00 ;0;16,64;12.952
ONDV11;Exploração de Imóveis;10,19;10.225,50;0,13;1,27 ;1,27 ;1,27 ;1,27 ;0,42 ;0,21 ;0,21 ;1,27 ;0,00 ;0,00 ;;12.141.555,77;;;;;;;14;61,72;220
ONEF11;Lajes Corporativas;200,03;114.431,47;2,85;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;118.155.565,38;182,79;1,09;17,78 ;-9,26 ;6,88 ;30,26 ;14;9,40;8.102
OPTM11;Misto;;;0,14;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;4.350.284,63;;;;;;;1;;15
ORPD11;Fundo de Desenvolvimento;93,00;402,75;1,38;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;41.038.624,14;124,68;0,75;1,11 ;0,95 ;2,06 ;2,06 ;14;24,80;6
OUFF11;Fundo de Fundos;61,10;264.340,11;0,76;1,25 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;7,10 ;-1,44 ;-0,20 ;-4,01 ;118.155.565,38;78,55;0,78;0,96 ;3,49 ;4,49 ;11,00 ;1;0,13;8.102
OUJP11;Papéis;77,77;415.948,96;1,00;1,28 ;4,24 ;8,40 ;17,03 ;1,41 ;1,40 ;1,42 ;13,16 ;1,07 ;2,37 ;29,26 ;325.127.666,41;99,97;0,78;1,34 ;0,08 ;1,42 ;16,56 ;14;16,76;25.265
OULG11;Imóveis Industriais e Logísticos;37,81;202.275,04;0,02;0,05 ;0,69 ;0,69 ;3,02 ;0,69 ;0,69 ;0,25 ;3,02 ;0,26 ;0,31 ;24,24 ;153.008.792,32;61,67;0,61;0,40 ;-7,83 ;-7,47 ;-14,33 ;2;23,74;3.455
OURE11;Misto;78,20;224.923,68;1,09;1,39 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;8,68 ;3,84 ;5,28 ;19,42 ;118.155.565,38;100,43;0,78;1,08 ;10,33 ;11,52 ;23,93 ;1;6,17;8.102
PABY11;Fundo de Desenvolvimento;10,90;130,17;0,13;;;;;;;;;;;;-23.263.588,07;251,42;0,04;0,00 ;1,74 ;1,74 ;5,49 ;15;45,98;502
PATA11;Misto;10,00;4.134,67;0,10;1,00 ;2,93 ;5,90 ;12,33 ;0,98 ;0,98 ;1,03 ;9,66 ;2,04 ;3,06 ;9,98 ;17.045.133,18;;;;;;;14;88,51;255
PATB11;Lajes Corporativas;;;6,81;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;845.569.509,67;;;;;;;3;;1
PATC11;Fundo de Desenvolvimento;39,26;33.900,70;0,05;0,13 ;0,44 ;1,69 ;4,33 ;0,44 ;0,28 ;0,36 ;2,98 ;2,12 ;2,25 ;17,86 ;143.288.944,84;41,21;0,95;0,17 ;-46,05 ;-45,96 ;-48,40 ;4;12,44;5.283
PATL11;Imóveis Industriais e Logísticos;59,04;403.052,78;0,57;0,96 ;3,33 ;6,99 ;14,69 ;1,11 ;1,17 ;1,22 ;11,03 ;5,64 ;6,65 ;57,85 ;482.036.737,91;96,57;0,61;0,72 ;-1,58 ;-0,87 ;6,57 ;4;24,57;25.727
PCAS11;Indefinido;;;428,57;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;270.521.885,84;;;;;;;4;;100
PEMA11;Papéis;38,32;468,00;0,69;1,76 ;3,64 ;11,21 ;21,84 ;1,21 ;1,87 ;1,82 ;15,40 ;8,36 ;10,27 ;25,11 ;33.837.741,73;;;;;;;14;152,41;293
PFIN11;Indefinido;77,19;1.387.037,57;0,75;0,99 ;1,97 ;1,97 ;5,42 ;0,66 ;0,33 ;0,45 ;1,97 ;-1,14 ;-0,16 ;21,29 ;;;;;;;;0;18,26;0
PICE11;Indefinido;35,51;95.800,91;0,50;1,35 ;1,35 ;1,35 ;2,51 ;0,45 ;0,23 ;0,21 ;2,51 ;7,50 ;8,95 ;1,37 ;;;;;;;;0;42,28;0
PLAG11;Indefinido;48,79;125.022,70;0,48;0,97 ;2,98 ;5,98 ;12,67 ;0,99 ;1,00 ;1,06 ;9,46 ;1,64 ;2,63 ;32,62 ;321.814.836,94;;;;;;;12;9,62;15.854
PLCA11;Indefinido;69,90;51.325,43;1,00;1,41 ;4,26 ;7,44 ;16,51 ;1,42 ;1,24 ;1,38 ;12,33 ;0,98 ;2,41 ;28,02 ;53.288.715,70;95,67;0,73;1,05 ;0,00 ;0,00 ;0,00 ;0;17,38;2.548
PLCR11;Papéis;78,20;864.020,00;5,23;0,00 ;0,00 ;3,48 ;10,63 ;0,00 ;0,58 ;0,89 ;8,48 ;0,00 ;0,00 ;;192.110.857,40;91,08;0,86;0,99 ;0,43 ;1,42 ;11,65 ;1;20,98;14.035
PLOG11;Imóveis Industriais e Logísticos;66,71;70.165,04;0,70;0,99 ;3,05 ;6,10 ;12,13 ;1,02 ;1,02 ;1,01 ;4,09 ;2,01 ;3,02 ;0,55 ;79.648.071,76;100,39;0,66;0,75 ;-0,02 ;0,72 ;8,77 ;1;16,63;3.284
PLRI11;Papéis;11,91;2.123,57;0,11;0,88 ;0,88 ;1,42 ;34,97 ;0,88 ;0,24 ;2,91 ;34,57 ;-20,67 ;-19,97 ;32,02 ;14.031.870,24;18,24;0,65;0,46 ;-43,28 ;-43,02 ;-51,53 ;1;136,26;874
PMFO11;Misto;85,96;364.986,00;0,84;0,00 ;0,00 ;2,98 ;7,66 ;0,00 ;0,50 ;0,64 ;4,87 ;0,00 ;0,00 ;;84.255.475,00;;;;;;;14;36,71;193
PMIS11;Misto;7,59;256.814,83;0,09;1,19 ;3,75 ;7,31 ;14,92 ;1,25 ;1,22 ;1,24 ;11,17 ;-1,79 ;-0,62 ;13,96 ;137.155.186,75;;;;;;;14;25,63;7.060
PMLL11;Shoppings;99,72;1.478.526,61;0,86;0,86 ;2,60 ;5,16 ;10,37 ;0,87 ;0,86 ;0,86 ;7,88 ;3,90 ;4,79 ;18,35 ;1.709.009.022,47;;;;;;;11;12,63;128.531
PNCR11;Imóveis Residenciais;68,65;2,96;0,83;0,00 ;0,00 ;0,00 ;6,74 ;0,00 ;0,00 ;0,56 ;12,84 ;0,00 ;0,00 ;;24.723.629,86;;;;;;;14;34,37;113
PNDL11;Fundo de Desenvolvimento;1.040,00;1.573.520,00;3,00;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;153.139.195,98;;;;;;;14;8,51;56
PNPR11;Fundo de Desenvolvimento;49,00;4.327.043,00;19,05;25,23 ;0,00 ;0,00 ;25,23 ;0,00 ;0,00 ;8,41 ;25,23 ;0,00 ;0,00 ;;32.864.819,24;;;;;;;1;72,97;17
PNRC11;Indefinido;59,34;60,00;0,58;0,00 ;1,11 ;1,80 ;27,05 ;0,37 ;0,30 ;2,25 ;2,81 ;0,00 ;0,00 ;;17.186.643,01;;;;;;;14;58,42;105
PORD11;Papéis;7,82;1.071.646,91;0,10;1,20 ;3,44 ;6,87 ;14,20 ;1,15 ;1,15 ;1,18 ;10,54 ;-4,24 ;-3,09 ;22,34 ;356.949.241,76;9,57;0,82;0,99 ;-90,24 ;-90,15 ;-89,09 ;1;17,63;44.853
PPEI11;Indefinido;89,50;257.244,82;4,25;5,00 ;5,00 ;5,00 ;10,34 ;1,67 ;0,83 ;1,48 ;5,00 ;13,57 ;19,25 ;19,25 ;;;;;;;;0;31,07;0
PQAG11;Imóveis Industriais e Logísticos;56,00;2.526,65;0,47;0,84 ;2,53 ;5,22 ;10,39 ;0,84 ;0,87 ;0,87 ;7,81 ;0,85 ;1,69 ;12,82 ;774.657.775,67;55,36;1,01;0,85 ;-3,32 ;-2,50 ;7,11 ;1;41,99;470
PQDP11;Shoppings;2.349,00;243.921,13;14,32;0,60 ;2,41 ;5,42 ;11,14 ;0,80 ;0,90 ;0,93 ;8,27 ;-2,80 ;-2,22 ;40,42 ;334.637.324,68;3.327,70;0,71;0,77 ;6,19 ;7,01 ;3,45 ;1;22,20;3.305
PRIF11;Indefinido;101,80;295.340,14;1,00;0,00 ;0,00 ;2,95 ;2,95 ;0,00 ;0,98 ;0,98 ;2,95 ;0,00 ;0,00 ;;;;;;;;;0;98,35;0
PRSV11;Lajes Corporativas;31,00;1.483,06;14,10;7,58 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;8,47 ;2,53 ;10,30 ;10,30 ;32.299.298,46;364,23;0,09;0,44 ;-0,03 ;0,41 ;-3,81 ;1;80,16;825
PRTS11;Shoppings;15.002,63;3.866.546.832,20;0,05;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;118.155.565,38;;;;;;;14;19,85;8.102
PULV11;Papéis;8,71;56.454,87;0,10;1,09 ;3,53 ;7,07 ;14,29 ;1,18 ;1,18 ;1,19 ;11,06 ;11,54 ;12,75 ;9,73 ;118.185.536,29;;;;;;;14;51,03;955
PVBI11;Lajes Corporativas;74,57;3.492.625,22;0,45;0,60 ;1,95 ;3,89 ;8,35 ;0,65 ;0,65 ;0,70 ;6,12 ;1,39 ;2,00 ;14,49 ;2.925.180.420,68;107,82;0,69;0,46 ;4,28 ;4,77 ;13,70 ;7;21,20;160.159
QAGR11;;41,00;258.464,62;0,46;0,97 ;3,23 ;6,33 ;12,35 ;1,08 ;1,06 ;1,03 ;4,28 ;17,02 ;18,16 ;15,11 ;305.270.267,01;60,57;0,68;0,76 ;8,47 ;9,29 ;8,23 ;12;9,70;17.348
QAMI11;Papéis;84,68;67.019,00;1,00;1,17 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;11,32 ;6,69 ;7,94 ;14,22 ;118.155.565,38;92,80;0,91;1,08 ;1,42 ;2,51 ;14,58 ;14;112,81;8.102
QIRI11;Papéis;78,04;6.867,57;89,64;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;6,90 ;0,00 ;0,00 ;;118.155.565,38;89,61;0,87;100,03 ;-0,41 ;99,21 ;116,58 ;14;9,65;8.102
QNTS11;Indefinido;;;0,75;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;234.088.310,66;;;;;;;2;;135
RBCO11;Lajes Corporativas;;;0,50;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;;90,22;;0,22 ;1,03 ;1,25 ;-7,08 ;0;;0
RBDS11;Fundo de Desenvolvimento;2,20;110,17;2,35;12,63 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;12,63 ;0,00 ;0,00 ;;2.083.732,47;22,98;0,10;0,00 ;0,00 ;0,00 ;0,00 ;14;107,94;825
RBFF11;Fundo de Fundos;47,70;477.512,13;0,51;1,07 ;3,08 ;6,14 ;12,73 ;1,03 ;1,02 ;1,06 ;9,61 ;-4,28 ;-3,26 ;12,84 ;223.660.531,11;59,66;0,80;0,85 ;-6,53 ;-5,73 ;0,87 ;14;24,81;26.581
RBGS11;Shoppings;28,45;;0,18;0,62 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,62 ;-1,90 ;-1,29 ;-1,29 ;118.155.565,38;90,78;0,31;0,18 ;0,00 ;0,18 ;1,17 ;14;;8.102
RBHG11;Papéis;64,80;234.010,00;0,80;1,20 ;3,64 ;7,22 ;14,73 ;1,21 ;1,20 ;1,23 ;11,12 ;-0,38 ;0,82 ;4,35 ;187.220.438,01;86,36;0,75;0,93 ;-6,21 ;-5,34 ;4,76 ;14;21,80;8.538
RBHY11;Papéis;76,68;325.018,78;1,05;1,36 ;4,08 ;8,12 ;16,64 ;1,36 ;1,35 ;1,39 ;12,56 ;2,70 ;4,09 ;18,18 ;172.233.475,06;90,96;0,84;1,15 ;-3,36 ;-2,24 ;10,99 ;14;17,66;3.230
RBIF11;Indefinido;72,08;117.225,00;0,95;1,30 ;3,96 ;7,85 ;14,72 ;1,32 ;1,31 ;1,23 ;12,25 ;2,00 ;3,32 ;21,44 ;;;;;;;;0;22,94;0
RBIR11;Fundo de Desenvolvimento;92,42;41.503,04;2,32;2,52 ;6,23 ;7,50 ;16,10 ;2,08 ;1,25 ;1,34 ;12,39 ;4,28 ;6,91 ;40,27 ;152.595.975,59;;;;;;;14;24,36;1.481
RBLG11;Imóveis Industriais e Logísticos;44,86;45,00;0,61;0,00 ;2,27 ;5,55 ;12,46 ;0,76 ;0,93 ;1,04 ;6,80 ;0,00 ;0,00 ;;41.811.013,57;60,37;0,74;0,75 ;-39,92 ;-39,47 ;-37,26 ;1;93,06;246
RBOP11;Lajes Corporativas;210,00;28.251,65;3,50;0,97 ;0,00 ;0,00 ;2,71 ;0,00 ;0,00 ;0,23 ;16,71 ;-0,40 ;0,57 ;101,33 ;69.575.719,75;;;;;;;2;49,17;3.016
RBRD11;Varejo;40,37;45.553,96;0,50;1,24 ;3,94 ;7,87 ;16,12 ;1,31 ;1,31 ;1,34 ;12,60 ;0,95 ;2,20 ;44,91 ;120.161.952,24;64,89;0,62;0,89 ;-1,96 ;-1,09 ;-3,08 ;4;23,83;7.540
RBRF11;Fundo de Fundos;6,63;2.047.229,83;0,06;0,92 ;2,66 ;5,47 ;13,29 ;0,89 ;0,91 ;1,11 ;8,32 ;-7,68 ;-6,83 ;25,00 ;1.179.291.629,99;8,62;0,77;0,71 ;-89,47 ;-89,39 ;-89,33 ;1;17,43;117.488
RBRI11;Fundo de Desenvolvimento;650,00;3.623,73;173,60;25,67 ;30,79 ;62,26 ;72,36 ;10,26 ;10,38 ;6,03 ;62,26 ;0,00 ;0,00 ;;108.921.365,98;;;;;;;1;353,60;128
RBRL11;Imóveis Industriais e Logísticos;82,39;431.752,70;0,75;0,90 ;2,77 ;6,07 ;13,03 ;0,92 ;1,01 ;1,09 ;8,50 ;1,72 ;2,64 ;46,24 ;701.051.598,19;104,84;0,79;0,72 ;-2,26 ;-1,56 ;6,45 ;6;20,08;13.148
RBRM11;Fundo de Desenvolvimento;94.794,81;;5.302,02;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;2.860.101,93;;;;;;;14;;54
RBRP11;Lajes Corporativas;49,93;791.306,83;0,40;0,82 ;2,45 ;5,24 ;11,87 ;0,82 ;0,87 ;0,99 ;7,45 ;-0,79 ;0,02 ;13,07 ;932.083.878,78;76,53;0,65;0,52 ;-6,33 ;-5,84 ;-2,12 ;6;21,09;62.741
RBRR11;Papéis;87,20;2.159.014,70;0,95;1,09 ;3,29 ;6,95 ;13,59 ;1,10 ;1,16 ;1,13 ;9,33 ;-1,27 ;-0,20 ;31,30 ;1.377.268.379,72;91,47;0,95;1,09 ;-2,76 ;-1,70 ;1,18 ;14;15,02;126.284
RBRS11;Fundo de Desenvolvimento;54,39;24.880,18;0,07;0,14 ;2,62 ;3,19 ;3,62 ;0,87 ;0,53 ;0,30 ;3,62 ;8,98 ;9,13 ;6,34 ;166.455.464,31;95,98;0,57;1,04 ;2,01 ;3,07 ;9,24 ;4;48,71;990
RBRX11;Indefinido;7,85;546.812,00;0,09;1,16 ;3,48 ;6,72 ;13,35 ;1,16 ;1,12 ;1,11 ;9,02 ;-3,25 ;-2,13 ;26,58 ;284.418.181,40;;;;;;;14;17,82;10.975
RBRY11;Papéis;95,80;1.793.904,57;1,18;1,28 ;3,78 ;7,45 ;14,60 ;1,26 ;1,24 ;1,22 ;10,02 ;0,02 ;1,30 ;40,23 ;1.248.153.848,44;97,74;0,98;1,18 ;-2,15 ;-1,00 ;4,11 ;14;15,06;60.359
RBTS11;Fundo de Desenvolvimento;333,60;6.953,00;6,19;0,00 ;0,00 ;12,69 ;70,15 ;0,00 ;2,12 ;5,85 ;26,82 ;0,00 ;0,00 ;;21.446.476,27;380,02;0,88;1,63 ;-65,26 ;-64,69 ;-58,05 ;14;359,48;138
RBVA11;Varejo;9,01;1.397.724,48;0,09;1,03 ;3,19 ;6,46 ;13,26 ;1,06 ;1,08 ;1,11 ;10,00 ;4,43 ;5,50 ;11,74 ;1.656.031.805,15;10,61;0,85;0,85 ;-90,30 ;-90,22 ;-88,35 ;82;16,12;75.009
RBVO11;Papéis;5,32;1.143,43;5,66;106,30 ;0,00 ;0,00 ;106,30 ;0,00 ;0,00 ;8,86 ;168,13 ;-80,93 ;-60,65 ;146,57 ;2.882.596,37;;;0,00 ;-100,00 ;0,00 ;0,00 ;14;62,04;6.943
RCFF11;Fundo de Fundos;98,00;588,00;3,55;3,76 ;3,76 ;3,76 ;38,52 ;1,25 ;0,63 ;3,85 ;9,17 ;-3,73 ;-0,12 ;59,38 ;31.856.035,96;98,56;0,99;3,60 ;7,75 ;11,63 ;12,01 ;14;144,10;127
RCRB11;Lajes Corporativas;125,34;1.387.495,17;0,92;0,70 ;1,76 ;3,56 ;8,47 ;0,59 ;0,59 ;0,71 ;5,76 ;3,36 ;4,09 ;25,94 ;725.291.155,97;196,52;0,64;0,23 ;-5,22 ;-5,00 ;4,28 ;9;29,92;26.502
RDCI11;Indefinido;;;1,44;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;236.780.267,53;;;;;;;14;;129
RECD11;Papéis;7,85;919,05;0,09;1,03 ;24,78 ;29,28 ;36,65 ;8,26 ;4,88 ;3,67 ;34,45 ;0,96 ;2,00 ;45,02 ;44.164.734,30;;;;;;;0;237,30;312
RECM11;Papéis;8,83;3.962,10;0,12;1,36 ;4,27 ;8,41 ;11,83 ;1,42 ;1,40 ;1,48 ;10,88 ;7,19 ;8,64 ;15,89 ;81.115.221,15;;;;;;;0;75,05;703
RECR11;Papéis;82,38;2.633.451,65;0,95;1,16 ;3,65 ;8,19 ;16,41 ;1,22 ;1,37 ;1,37 ;11,28 ;-1,90 ;-0,76 ;43,54 ;2.332.147.891,22;88,20;0,93;1,15 ;-7,48 ;-6,42 ;6,51 ;1;17,46;171.681
RECT11;Lajes Corporativas;31,96;249.388,26;0,37;1,23 ;3,53 ;7,03 ;15,09 ;1,18 ;1,17 ;1,26 ;9,84 ;-5,40 ;-4,23 ;31,29 ;777.125.971,60;90,96;0,35;0,41 ;-2,90 ;-2,51 ;-0,42 ;9;24,13;52.769
REIT11;Papéis;82,10;82,00;2,91;0,00 ;0,00 ;0,00 ;5,29 ;0,00 ;0,00 ;0,44 ;2,76 ;0,00 ;0,00 ;;8.209.196,54;;;;;;;1;85,24;62
RELG11;Imóveis Industriais e Logísticos;67,20;104.098,61;0,80;1,19 ;3,20 ;6,51 ;11,27 ;1,07 ;1,09 ;0,94 ;9,20 ;-6,64 ;-5,53 ;44,50 ;112.188.906,95;84,06;0,80;0,89 ;-31,15 ;-30,54 ;-24,66 ;5;42,03;4.192
RENV11;Serviços Financeiros Diversos;6,00;4.256,26;0,04;0,72 ;0,72 ;1,06 ;4,45 ;0,72 ;0,21 ;0,89 ;1,06 ;-9,98 ;-9,34 ;-41,15 ;9.678.738,83;;;;;;;14;143,60;512
RFOF11;Fundo de Fundos;63,13;216.585,09;0,65;1,04 ;3,12 ;6,46 ;13,65 ;1,04 ;1,08 ;1,14 ;10,14 ;-0,46 ;0,57 ;23,52 ;74.410.688,29;69,02;0,91;0,94 ;-13,66 ;-12,85 ;-11,79 ;14;24,56;4.019
RIFF11;Indefinido;7,43;205.595,04;0,01;0,08 ;0,08 ;3,96 ;10,80 ;0,08 ;0,66 ;0,90 ;8,05 ;-1,45 ;-1,37 ;22,73 ;;;;;;;;0;39,36;0
RINV11;Indefinido;102,10;166.556,48;1,05;1,03 ;3,08 ;6,35 ;13,40 ;1,03 ;1,06 ;1,12 ;8,75 ;-1,25 ;-0,24 ;23,63 ;334.543.680,68;;;;;;;14;11,65;3.856
RMAI11;Lajes Corporativas;70,00;50.915,35;0,54;0,74 ;1,44 ;3,67 ;7,59 ;0,48 ;0,61 ;0,63 ;6,25 ;0,00 ;0,00 ;;260.450.069,24;106,58;0,66;0,54 ;-1,19 ;-0,65 ;1,56 ;2;41,49;1.076
RNDP11;Papéis;40,50;14.794,00;40,38;99,67 ;0,00 ;99,67 ;151,61 ;0,00 ;16,61 ;12,63 ;145,40 ;-5,64 ;88,42 ;309,72 ;4.329.855,96;;;0,00 ;-100,00 ;0,00 ;0,00 ;14;107,63;1.292
RNGO11;Lajes Corporativas;50,15;75.548,78;0,29;0,57 ;1,97 ;4,60 ;10,10 ;0,66 ;0,77 ;0,84 ;7,41 ;1,75 ;2,33 ;35,01 ;224.248.221,95;83,80;0,60;0,48 ;-3,28 ;-2,82 ;1,69 ;4;15,65;7.666
ROOF11;Fundo de Desenvolvimento;354,14;386,00;32,26;0,00 ;0,00 ;15,90 ;19,61 ;0,00 ;2,65 ;1,63 ;15,90 ;0,00 ;0,00 ;;31.673.296,86;;;;;;;39;49,38;81
