Papel;Setor;Preço Atual (R$);Liquidez Diária (R$);Último Dividendo;Dividend Yield;DY (3M) Acumulado;DY (6M) Acumulado;DY (12M) Acumulado;DY (3M) média;DY (6M) média;DY (12M) média;DY Ano;Variação Preço;Rentab. Período;Rentab. Acumulada;Patrimônio Líquido;VPA;P/VPA;DY Patrimonial;Variação Patrimonial;Rentab. Patr. Período;Rentab. Patr. Acumulada;Quant. Ativos;Volatilidade;Num. Cotistas
TVRI11;Agências de Bancos;94,30;764.468,86;1,05;1,11 ;3,39 ;6,86 ;14,25 ;1,13 ;1,14 ;1,19 ;11,88 ;1,76 ;2,89 ;30,90 ;1.659.036.455,14;;;;;;;59;15,79;61.222
URHF11;Outros;80,00;3.922,20;1,20;1,45 ;4,31 ;8,74 ;17,30 ;1,44 ;1,46 ;1,44 ;14,89 ;-2,38 ;-0,96 ;8,63 ;10.584.266,56;;;;;;;14;92,93;209
URPR11;Papéis;37,00;829.057,82;0,40;1,06 ;3,23 ;6,62 ;15,84 ;1,08 ;1,10 ;1,32 ;12,77 ;7,01 ;8,14 ;-20,88 ;1.175.151.682,61;100,15;0,37;0,40 ;1,36 ;1,76 ;25,96 ;14;28,21;68.156
VANG11;Indefinido;100,00;700,00;1,00;0,00 ;0,00 ;1,01 ;6,95 ;0,00 ;0,17 ;0,77 ;4,98 ;0,00 ;0,00 ;;;;;;;;;0;42,44;0
VCJR11;Papéis;77,46;1.690.201,86;0,81;1,03 ;3,36 ;7,67 ;15,33 ;1,12 ;1,28 ;1,28 ;13,15 ;0,41 ;1,44 ;23,20 ;1.376.879.249,87;93,51;0,83;1,02 ;-0,79 ;0,22 ;13,03 ;14;18,35;30.163
VCRA11;Indefinido;60,75;382.280,82;0,95;1,52 ;4,58 ;8,29 ;18,40 ;1,53 ;1,38 ;1,53 ;15,19 ;0,52 ;2,04 ;22,85 ;469.650.256,75;102,23;0,59;0,93 ;-0,15 ;0,78 ;2,25 ;0;20,53;9.707
VCRI11;Papéis;7,14;82.169,73;0,09;1,23 ;3,69 ;7,99 ;15,82 ;1,23 ;1,33 ;1,32 ;13,30 ;1,52 ;2,77 ;26,56 ;192.705.395,29;9,38;0,76;0,96 ;-0,74 ;0,21 ;1,99 ;14;20,01;14.019
VCRR11;Imóveis Residenciais;66,49;140.634,41;0,50;0,75 ;2,31 ;4,75 ;10,57 ;0,77 ;0,79 ;0,88 ;8,56 ;4,69 ;5,47 ;25,08 ;252.854.083,59;126,43;0,53;0,40 ;-1,41 ;-1,02 ;13,40 ;14;24,81;3.590
VGHF11;Misto;7,59;2.046.931,82;0,08;1,03 ;3,37 ;7,11 ;14,92 ;1,12 ;1,19 ;1,24 ;12,34 ;0,65 ;1,68 ;25,43 ;1.404.572.874,44;8,53;0,89;1,06 ;-6,88 ;-5,90 ;6,18 ;14;16,66;392.451
VGIA11;Indefinido;9,62;1.168.204,14;0,13;1,39 ;4,24 ;8,49 ;17,82 ;1,41 ;1,42 ;1,49 ;13,13 ;4,69 ;6,15 ;55,15 ;835.465.098,07;9,66;1,00;1,35 ;1,38 ;2,74 ;11,11 ;0;14,56;168.561
VGII11;Tecidos. Vestuário e Calçados;101,41;2.000.008,00;4,82;5,33 ;0,00 ;0,00 ;9,63 ;0,00 ;0,00 ;0,80 ;5,33 ;0,00 ;5,33 ;5,33 ;50.888.763,67;;;;;;;14;17,39;7
VGIP11;Papéis;79,99;1.618.172,41;0,82;1,02 ;3,47 ;8,39 ;15,50 ;1,16 ;1,40 ;1,29 ;12,12 ;-1,56 ;-0,56 ;41,77 ;1.048.993.770,33;88,99;0,90;0,85 ;-1,60 ;-0,76 ;7,87 ;14;20,41;84.847
VGIR11;Papéis;9,54;3.974.973,32;0,13;1,34 ;4,13 ;8,10 ;15,85 ;1,38 ;1,35 ;1,32 ;11,99 ;3,40 ;4,79 ;39,48 ;1.428.158.791,13;9,78;0,98;1,43 ;1,45 ;2,90 ;-88,67 ;1;12,70;257.467
VGRI11;Misto;8,50;362.789,73;0,12;1,39 ;4,14 ;8,70 ;21,38 ;1,38 ;1,45 ;1,78 ;17,21 ;-1,59 ;-0,22 ;45,89 ;371.397.539,99;;;;;;;5;20,88;18.810
VIDS11;Fundo de Desenvolvimento;915,64;;16,06;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;76.637.960,84;;;;;;;14;0,42;199
VIFI11;Fundo de Fundos;6,96;30,26;0,07;1,01 ;0,00 ;0,00 ;5,04 ;0,00 ;0,00 ;0,42 ;3,00 ;-7,57 ;-6,64 ;5,15 ;64.507.809,24;7,97;0,87;0,88 ;-9,94 ;-9,15 ;-72,22 ;14;19,73;5.521
VIGT11;;36,61;486.931,73;0,15;0,40 ;1,17 ;2,45 ;6,55 ;0,39 ;0,41 ;0,55 ;3,69 ;-6,48 ;-6,10 ;-30,70 ;;;;;;;;0;56,81;0
VILG11;Imóveis Industriais e Logísticos;85,99;1.395.345,95;0,72;0,81 ;2,56 ;5,00 ;10,27 ;0,85 ;0,83 ;0,86 ;8,59 ;5,66 ;6,52 ;34,72 ;1.688.867.015,14;112,61;0,76;0,64 ;0,30 ;0,94 ;7,19 ;15;17,64;143.603
VINO11;Lajes Corporativas;5,01;428.665,64;0,05;0,97 ;2,95 ;6,66 ;13,19 ;0,98 ;1,11 ;1,10 ;11,00 ;2,80 ;3,80 ;26,58 ;844.859.941,07;10,20;0,49;0,49 ;-81,37 ;-81,28 ;-80,16 ;10;23,48;142.324
VISC11;Shoppings;108,90;2.780.439,36;0,81;0,73 ;2,30 ;4,65 ;9,76 ;0,77 ;0,78 ;0,81 ;8,06 ;6,41 ;7,18 ;32,55 ;3.557.630.811,54;123,41;0,88;0,66 ;-0,34 ;0,31 ;15,27 ;30;17,86;341.744
VIUR11;Misto;5,65;153.968,32;0,07;1,18 ;3,64 ;7,25 ;15,26 ;1,21 ;1,21 ;1,27 ;12,64 ;3,65 ;4,87 ;23,14 ;235.443.165,38;8,74;0,65;0,77 ;-5,00 ;-4,27 ;-90,02 ;7;21,89;45.261
VJFD11;Papéis;155,02;3.889,59;0,82;0,00 ;0,00 ;0,48 ;3,38 ;0,00 ;0,48 ;0,28 ;2,42 ;0,00 ;0,00 ;;799.312.551,58;163,92;0,95;0,50 ;20,47 ;21,07 ;28,05 ;39;3,68;96
VLIQ11;Indefinido;;;5,04;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;118.155.565,38;;;;;;;14;;8.102
VLOL11;Lajes Corporativas;88,00;160.238,13;16,30;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;1,99 ;0,00 ;0,00 ;;118.155.565,38;111,06;0,79;0,55 ;-0,14 ;0,40 ;14,11 ;14;9,89;8.102
VOTS11;Papéis;76,68;1.374,89;0,77;1,02 ;1,91 ;4,36 ;10,45 ;0,64 ;0,73 ;0,87 ;8,35 ;0,00 ;0,00 ;;76.222.014,65;92,07;0,83;0,68 ;-1,31 ;-0,63 ;8,30 ;14;44,62;567
VPPR11;Lajes Corporativas;13,55;71.304,18;0,07;0,53 ;0,00 ;0,00 ;1,48 ;0,00 ;0,00 ;0,12 ;0,53 ;-10,74 ;-10,27 ;-10,27 ;287.399.862,53;;;;;;;2;14,90;36.209
VRTA11;Papéis;76,57;1.464.817,73;0,85;1,07 ;3,30 ;6,51 ;13,24 ;1,10 ;1,09 ;1,10 ;11,07 ;4,52 ;5,64 ;21,41 ;1.305.681.769,85;83,74;0,91;1,02 ;-8,15 ;-7,22 ;1,18 ;14;16,00;110.599
VRTM11;Misto;6,89;322.112,09;0,09;1,29 ;3,89 ;7,82 ;16,30 ;1,30 ;1,30 ;1,36 ;13,65 ;1,31 ;2,62 ;22,62 ;436.161.484,51;;;;;;;7;15,71;11.645
VSEC11;Papéis;0,21;2,50;2,05;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;138,00 ;0,00 ;0,00 ;;118.155.565,38;;;;;;;14;904,16;8.102
VSHO11;Shoppings;73,91;21.294,86;0,60;0,81 ;2,10 ;5,41 ;11,83 ;0,70 ;0,90 ;0,99 ;9,58 ;1,65 ;2,47 ;28,86 ;243.066.166,82;115,81;0,64;0,40 ;16,54 ;17,01 ;22,42 ;3;17,38;3.127
VSLH11;Papéis;2,62;83.090,18;0,03;1,09 ;3,21 ;6,97 ;14,21 ;1,07 ;1,16 ;1,18 ;10,29 ;-4,68 ;-3,64 ;-2,48 ;301.027.563,87;10,08;0,26;0,26 ;-2,98 ;-2,73 ;15,81 ;14;19,10;67.643
VTLT11;Imóveis Industriais e Logísticos;86,16;277.179,50;1,03;1,19 ;3,57 ;6,95 ;14,11 ;1,19 ;1,16 ;1,18 ;11,84 ;1,26 ;2,47 ;19,62 ;219.443.557,78;103,76;0,83;0,99 ;3,01 ;4,03 ;11,74 ;1;15,80;5.697
VTPL11;Papéis;65,90;66,00;2,60;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;141.603.591,68;;;;;;;2;8,33;124
VVCO11;Lajes Corporativas;14,86;4.335.511,91;11,16;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;145.547.054,59;;;;;;;4;17,22;2.632
VVCR11;Papéis;9,90;41.898,68;0,10;1,00 ;3,09 ;6,57 ;13,31 ;1,03 ;1,10 ;1,11 ;10,28 ;-0,20 ;0,80 ;27,81 ;76.617.583,84;;;;;;;14;23,56;2.177
VVMR11;Lajes Corporativas;84,84;273.976,55;0,20;0,24 ;0,71 ;1,09 ;3,20 ;0,71 ;0,18 ;0,27 ;1,47 ;1,26 ;1,51 ;-4,79 ;300.612.322,21;;;;;;;5;27,62;597
VVPR11;Misto;101,50;1.249.061,55;0,89;0,89 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;7,45 ;0,40 ;1,30 ;14,44 ;118.155.565,38;98,03;1,04;0,74 ;-0,10 ;0,64 ;0,09 ;14;3,43;8.102
VVRI11;Indefinido;90,73;1.016,00;0,75;0,87 ;1,55 ;3,39 ;8,94 ;0,52 ;0,57 ;0,75 ;5,54 ;-2,36 ;-1,51 ;-21,22 ;74.223.580,54;;;;;;;3;95,19;155
VXXV11;Fundo de Desenvolvimento;685,00;464.806,54;273,35;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;295.927.242,28;;;;;;;1;3,86;19
WHGR11;Indefinido;8,80;163.399,55;0,10;1,11 ;3,41 ;6,14 ;13,66 ;1,14 ;1,02 ;1,14 ;12,41 ;3,09 ;4,23 ;27,24 ;298.277.401,72;;;;;;;1;16,17;14.170
WPLZ11;Shoppings;48,50;2.680,27;0,37;0,76 ;3,70 ;6,41 ;10,24 ;1,23 ;1,07 ;0,85 ;9,11 ;-2,06 ;-1,31 ;8,07 ;77.986.960,87;66,66;0,73;1,50 ;-24,08 ;-22,94 ;-30,76 ;1;42,11;1.567
WSEC11;Indefinido;5,79;7.136,68;0,08;1,50 ;7,13 ;82,31 ;119,91 ;2,38 ;13,72 ;9,99 ;119,91 ;-24,57 ;-23,43 ;410,14 ;14.206.764,47;;;;;;;14;230,92;833
WTSP11B;Misto;36,00;3.852,00;0,05;0,09 ;0,81 ;26,17 ;27,19 ;0,81 ;4,36 ;2,27 ;0,81 ;0,00 ;0,00 ;;104.295.912,94;84,21;0,43;0,06 ;16,18 ;16,25 ;12,98 ;2;6,67;210
XPCA11;Indefinido;7,94;442.678,05;0,11;1,36 ;4,15 ;8,54 ;14,77 ;1,38 ;1,42 ;1,23 ;13,38 ;1,90 ;3,28 ;63,79 ;439.004.652,63;9,64;0,82;1,14 ;1,57 ;2,73 ;15,54 ;0;18,85;95.053
XPCI11;Papéis;84,35;2.260.232,09;0,92;1,09 ;3,43 ;7,10 ;14,10 ;1,14 ;1,18 ;1,18 ;11,83 ;2,40 ;3,51 ;34,26 ;765.777.260,35;88,00;0,96;1,09 ;-4,17 ;-3,13 ;5,44 ;14;19,04;68.709
XPCM11;Lajes Corporativas;10,10;22.331,05;0,02;0,20 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,20 ;-0,87 ;-0,67 ;-0,67 ;69.556.326,39;29,04;0,35;0,07 ;-34,13 ;-34,09 ;-44,99 ;1;39,50;17.262
XPHT11;Hotéis;123,00;230.869,59;0,41;0,93 ;2,91 ;5,33 ;10,11 ;0,97 ;0,89 ;0,84 ;10,11 ;15,85 ;16,93 ;15,37 ;581.976.733,73;63,13;1,95;0,65 ;-33,00 ;-32,56 ;-26,69 ;14;29,85;1.268
XPID11;Indefinido;50,10;629.847,77;0,50;0,99 ;2,95 ;6,20 ;13,94 ;0,98 ;1,03 ;1,16 ;11,43 ;-4,14 ;-3,20 ;1,37 ;;;;;;;;0;24,72;0
XPIE11;Indefinido;57,61;1.022.012,68;0,95;1,59 ;3,24 ;6,55 ;17,02 ;1,08 ;1,09 ;1,42 ;17,02 ;-1,63 ;-0,07 ;29,10 ;;;;;;;;0;18,44;0
XPIN11;Imóveis Industriais e Logísticos;73,95;353.005,00;0,78;1,02 ;3,19 ;6,44 ;13,51 ;1,06 ;1,07 ;1,13 ;9,99 ;14,72 ;15,89 ;39,64 ;733.782.666,01;102,62;0,72;0,72 ;-1,22 ;-0,51 ;0,94 ;81;16,39;42.519
XPLG11;Imóveis Industriais e Logísticos;100,33;2.594.254,59;0,82;0,81 ;2,47 ;4,98 ;10,41 ;0,82 ;0,83 ;0,87 ;8,63 ;1,57 ;2,39 ;26,40 ;3.312.921.458,59;106,27;0,94;0,77 ;-6,72 ;-6,00 ;4,94 ;18;15,30;336.830
XPML11;Shoppings;106,15;8.437.966,32;0,92;0,87 ;2,69 ;5,39 ;11,30 ;0,90 ;0,90 ;0,94 ;8,37 ;5,64 ;6,56 ;27,52 ;6.387.056.178,54;112,61;0,94;0,82 ;11,56 ;12,47 ;20,53 ;20;14,72;608.916
XPPR11;Lajes Corporativas;12,54;78.639,38;0,07;0,53 ;1,02 ;2,30 ;4,38 ;0,34 ;0,38 ;0,37 ;0,53 ;-9,03 ;-8,55 ;-8,55 ;443.953.188,51;60,68;0,21;0,12 ;-18,41 ;-18,31 ;-21,40 ;2;21,62;42.867
XPSF11;Fundo de Fundos;6,21;631.380,41;0,07;1,04 ;3,19 ;6,15 ;13,02 ;1,06 ;1,03 ;1,09 ;10,70 ;3,46 ;4,54 ;18,19 ;333.163.250,23;7,69;0,81;0,85 ;-7,90 ;-7,13 ;-90,29 ;14;17,27;58.889
XTED11;Lajes Corporativas;8,82;17.641,88;11,16;;;;;;;;;;;;67.378.204,04;28,02;0,31;0,00 ;-0,36 ;-0,36 ;-3,45 ;1;29,46;4.098
YUFI11;Fundo de Desenvolvimento;59,50;5,17;29,23;0,00 ;0,00 ;0,29 ;3,10 ;0,00 ;0,29 ;0,26 ;2,80 ;0,00 ;0,00 ;;22.604.706,09;;;;;;;12;36,75;56
YUFI11B;Indefinido;;;0,63;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;0,00 ;0,00 ;0,00 ;;105,53;;0,60 ;-0,01 ;0,59 ;6,32 ;0;;0
ZAGH11;Serviços Financeiros Diversos;10,03;492,23;0,06;0,60 ;1,76 ;3,86 ;7,18 ;0,59 ;0,64 ;0,60 ;6,03 ;1,41 ;2,02 ;-12,62 ;83.136.734,73;;;;;;;1;68,76;429
ZAVC11;Indefinido;9,15;3.315,18;0,13;0,00 ;2,81 ;7,42 ;15,97 ;0,94 ;1,24 ;1,33 ;0,00 ;0,00 ;0,00 ;;35.188.030,66;;;;;;;1;95,83;476
ZAVI11;Indefinido;87,50;30.258,59;1,10;1,24 ;3,76 ;7,73 ;15,37 ;1,25 ;1,29 ;1,28 ;12,91 ;2,55 ;3,83 ;8,33 ;159.042.877,86;;;;;;;9;28,50;2.546
ZIFI11;Fundo de Desenvolvimento;511,00;3.949,09;3,31;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;83.840.523,63;;;;;;;14;49,45;93
