valor_de_mercado,valor_de_firma,patrimônio_líquido,n_total_de_papeis,ativos,ativo_circulante,disponibilidade,tag_along,segmento_de_listagem,free_float,setor,segmento,papel,dívida_bruta,dívida_líquida
11501572000,20580227000,8570256000,988880000,31334837000,6556473000,3696420000,100.00,nível 2,34.43,utilidade pública,energia elétrica,alup4,12775075000,9078655000
248130000,224183000,186935000,40021000,228714000,121268000,23974000,100.00,nível 1,25.54,telecomunicações,telecomunicações,trad3,27000,23947000
171041000,130396000,253700000,6072000,422220000,238371000,54664000,0.00,tradicional,23.31,bens industriais,material rodoviário,rsul4,14019000,40645000
17492000,289640000,95439000,12318000,785887000,719833000,6756000,0.00,tradicional,0.82,consumo cíclico,incorporações,jfen3,278904000,272148000
4373669000,4324598000,7028044000,56058000,59112008000,2817940000,49071000,0.00,tradicional,2.99,financeiro,bancos,baza3,,
6782929000,6219594000,2227523000,1502786000,9973677000,6749226000,2378178000,0.00,tradicional,100.00,consumo cíclico,eletrodomésticos,whrl3,1814843000,563335000
3622870000,5044159000,1065783000,107058000,3991899000,1095752000,269343000,100.00,novo mercado,24.26,bens industriais,transporte hidroviário,logn3,1690632000,1421289000
2115749000,2115749000,1165009000,227126000,30050215000,27091662000,45774000,100.00,nível 2,24.22,financeiro,bancos,pine3,,
6768000,7148794000,8900601000,3148000,1396709000,18512000,10304000,100.00,novo mercado,50.58,petróleo. gás e biocombustíveis,equipamentos e serviços,osxb3,7152330000,7142026000
65327000,34017000,218842000,11091000,294382000,170049000,107106000,100.00,nível 1,99.66,consumo cíclico,utensílios domésticos,west3,7761000,99345000
4001647000,7798716000,3876464000,38571000,12998858000,3671456000,376351000,0.10,nível 2,75.46,utilidade pública,energia elétrica,clsc4,4173420000,3797069000
942277000,427507000,1553866000,93597000,4171620000,2061528000,1378095000,0.00,tradicional,3.43,telecomunicações,telecomunicações,telb3,8310000,1369785000
12956127000,17618216000,4674066000,2213527000,17935501000,5693219000,2145849000,0.00,tradicional,2.12,utilidade pública,energia elétrica,eqpa3,6807938000,4662089000
251456733000,251456733000,63703322000,11506119000,545461564000,473688143000,1375548000,100.00,nível 1,29.94,financeiro,bancos,bpac3,,
363781000,1007952000,1292895000,373114000,3026411000,277677000,87403000,nível 2,23.69,100.00,utilidade pública,energia elétrica,rnew11,731574000,644171000
1802082000,1224358000,1076041000,72081000,1480516000,795141000,577724000,0.00,tradicional,19.85,utilidade pública,energia elétrica,cebr3,,577724000
194432000,133330000,181542000,9800000,287483000,209667000,83391000,0.00,tradicional,34.89,saúde,equipamentos,balm4,22289000,61102000
9082000,4857000,54476000,2655000,29738000,15872000,4643000,100.00,novo mercado,39.11,financeiro,exploração de imóveis,nexp3,418000,4225000
3088575000,2841184000,1262988000,36947000,2195449000,641537000,247391000,0.00,tradicional,60.06,utilidade pública,energia elétrica,emae4,,247391000
7310002000,8367628000,2809925000,113173000,7539380000,3075524000,1747534000,80.00,tradicional,55.28,materiais básicos,químicos diversos,unip3,2805160000,1057626000
16319849000,23580410000,1715477000,132520000,14392431000,3939588000,1338135000,0.00,nível 1,0.86,utilidade pública,gás,cgas3,8598696000,7260561000
130073000,95290000,64217000,2457000,117185000,68084000,34783000,0.00,tradicional,13.02,bens industriais,engenharia consultiva,sond5,,34783000
7310002000,8367628000,2809925000,113173000,7539380000,3075524000,1747534000,0.00,tradicional,55.28,materiais básicos,químicos diversos,unip5,2805160000,1057626000
179074000,675782000,150298000,9921000,1437828000,607376000,4287000,0.00,tradicional,67.22,consumo cíclico,acessórios,mndl3,500995000,496708000
126199000,521785000,302543000,10000000,960574000,400913000,11511000,80.00,nível 1,61.57,consumo cíclico,fios e tecidos,cedo4,407097000,395586000
726511000,1082842000,805027000,36414000,1492460000,866120000,92822000,0.00,tradicional,15.11,bens industriais,material de transporte,wlmm4,449153000,356331000
41182816000,58164955000,25596150000,2982810000,60742037000,12093928000,2905739000,100.00,nível 2,100.00,utilidade pública,energia elétrica,cple5,19887878000,16982139000
8865747000,13734334000,8230908000,340000000,19994912000,3386899000,2268610000,0.00,tradicional,1.84,bens industriais,transporte ferroviário,mrsa5b,7137197000,4868587000
130073000,95290000,64217000,2457000,117185000,68084000,34783000,tradicional,13.02,0.00,bens industriais,engenharia consultiva,sond6,,34783000
12960000,183065000,245464000,1600000,517009000,214167000,8776000,0.00,nível 1,76.94,bens industriais,máquinas e equipamentos industriais,bdll4,178881000,170105000
863103000,871657000,773997000,23932000,1517221000,1093845000,393664000,0.00,tradicional,34.71,materiais básicos,artefatos de ferro e aço,pati3,402218000,8554000
3063204000,2389037000,3369258000,353175000,4276434000,1797892000,971918000,80.00,nível 1,45.83,materiais básicos,siderurgia,fesa3,297751000,674167000
8865747000,13734334000,8230908000,340000000,19994912000,3386899000,2268610000,0.00,tradicional,1.84,bens industriais,transporte ferroviário,mrsa3b,7137197000,4868587000
548196000,452304000,586901000,29018000,907091000,567957000,103895000,0.00,tradicional,28.36,materiais básicos,químicos diversos,crpg6,8003000,95892000
194432000,133330000,181542000,9800000,287483000,209667000,83391000,0.00,tradicional,34.89,saúde,equipamentos,balm3,22289000,61102000
9069004000,9069004000,14829400000,86371000,74357908000,65188232000,3309377000,0.00,tradicional,0.71,financeiro,bancos,bnbr3,,
12295680000,15918274000,9786076000,384000000,23414787000,13227798000,3267092000,100.00,novo mercado,66.22,consumo cíclico,incorporações,cyre3,6889686000,3622594000
28843212000,43983742000,13404714000,1854868000,50595277000,8862415000,6091529000,100.00,novo mercado,100.00,bens industriais,transporte ferroviário,rail3,21232059000,15140530000
34204569000,52100181000,25946993000,896346000,59729709000,13636387000,9411970000,100.00,novo mercado,89.53,petróleo. gás e biocombustíveis,exploração. refino e distribuição,prio3,27307582000,17895612000
37073642000,42528737000,54539163000,2028194000,87255733000,33400217000,9873582000,100.00,nível 1,58.69,materiais básicos,siderurgia,ggbr4,15328677000,5455095000
15465952000,18998981000,48574076000,502630000,74351385000,12259864000,9541786000,100.00,novo mercado,58.28,saúde,serviços médicos. hospitalares. análises e diagnósticos,hapv3,13074815000,3533029000
4480291000,9579903000,6744052000,820566000,18023149000,5341161000,1506656000,100.00,novo mercado,36.77,materiais básicos,madeira,dxco3,6606268000,5099612000
30200394000,35851928000,16846413000,1682473000,64292562000,32863984000,15093986000,novo mercado,48.41,0.10,consumo não cíclico,carnes e derivados,brfs3,20745520000,5651534000
93148724000,116506683000,40444121000,683509000,88719931000,13234427000,7925588000,100.00,novo mercado,49.74,utilidade pública,água e saneamento,sbsp3,31283547000,23357959000
3267333000,5440311000,3155670000,244012000,8671530000,4664963000,410459000,100.00,novo mercado,60.31,consumo cíclico,produtos diversos,sbfg3,2583437000,2172978000
2425607000,2346751000,984234000,66002000,1392114000,720668000,245664000,100.00,novo mercado,48.48,bens industriais,transporte rodoviário,tgma3,166808000,78856000
158617570000,201197800000,109289887000,2588720000,266502447000,52374181000,28255723000,0.00,nível 1,97.21,utilidade pública,energia elétrica,elet6,70835953000,42580230000
32096532000,22142794000,14482210000,646586000,50945015000,28063312000,9953738000,100.00,novo mercado,28.23,financeiro,seguradoras,pssa3,,9953738000
8926575000,8917598000,2203628000,520500000,11566858000,5250822000,2124580000,100.00,novo mercado,62.51,consumo cíclico,incorporações,dirr3,2115603000,8977000
1581099000,8206598000,1819294000,286431000,12228958000,4527230000,1393970000,100.00,novo mercado,22.06,bens industriais,transporte rodoviário,jslg3,8019469000,6625499000
692401000,1054641000,340311000,46720000,1429335000,806837000,367896000,100.00,novo mercado,94.42,bens industriais,serviços diversos,prnr3,730136000,362240000
1498000000,1700417000,1896158000,200000000,5127147000,3920508000,923312000,100.00,novo mercado,97.15,consumo cíclico,incorporações,even3,1125729000,202417000
2753327000,2875975000,510935000,153218000,822781000,562662000,23674000,0.00,nível 2,5.66,consumo cíclico,vestuário,tfco4,146322000,122648000
10860530000,16162279000,11784306000,1511205000,24914480000,2970923000,1396323000,100.00,nível 2,79.97,utilidade pública,água e saneamento,sapr3,6698072000,5301749000
1591284000,3384563000,2736285000,134172000,5946304000,950109000,558642000,100.00,novo mercado,0.00,consumo cíclico,serviços educacionais,vtru3,2351921000,1793279000
2115749000,2115749000,1165009000,227126000,30050215000,27091662000,45774000,100.00,nível 2,24.22,financeiro,bancos,pine4,,
9922530000,9639643000,8140166000,339000000,12704185000,5910532000,2154431000,100.00,novo mercado,19.58,consumo não cíclico,alimentos diversos,mdia3,1871544000,282887000
95704000,594695000,319278000,73619000,1147146000,339408000,73627000,100.00,novo mercado,61.24,consumo cíclico,incorporações,tcsa3,572618000,498991000
1670317000,2218859000,2727993000,92619000,4749923000,1756839000,371408000,0.00,nível 1,56.01,materiais básicos,madeira,euca4,919950000,548542000
121579656000,121579656000,123852072000,7498531000,1263370224000,1126051979000,21583905000,100.00,nível 1,9.88,financeiro,bancos,sanb4,,
36266319000,48551399000,28473167000,2861781000,63411229000,13612195000,2978857000,80.00,nível 1,81.34,utilidade pública,energia elétrica,cmig3,15263937000,12285080000
246435000,265049000,909871000,50602000,1933426000,627571000,13646000,0.10,novo mercado,32.87,saúde,medicamentos e outros produtos,dmvf3,32260000,18614000
484421000,6840831000,1093325000,1670418000,16918392000,7328510000,4684887000,100.00,novo mercado,33.34,utilidade pública,água e saneamento,ambp3,11041297000,6356410000
80264000,348329000,123306000,79469000,629813000,360527000,28228000,0.00,tradicional,44.31,financeiro,serviços financeiros diversos,pdtc3,296293000,268065000
363781000,1007952000,1292895000,373114000,3026411000,277677000,87403000,100.00,nível 2,23.69,utilidade pública,energia elétrica,rnew3,731574000,644171000
53728000,966556000,1791043000,44605000,440271000,154150000,11960000,0.00,tradicional,85.61,bens industriais,máquinas e equipamentos industriais,inep4,924788000,912828000
251456733000,251456733000,63703322000,11506119000,545461564000,473688143000,1375548000,100.00,nível 1,29.94,financeiro,bancos,bpac5,,
2096811000,9336487000,3056777000,349724000,17465355000,9104660000,1725995000,80.00,nível 1,59.71,bens industriais,material rodoviário,rapt3,8965671000,7239676000
3195838000,2949285000,3984960000,363046000,74509301000,68245397000,246553000,0.00,tradicional,11.55,financeiro,bancos,bsli4,,
5302330000,5302330000,2256855000,104831000,31519505000,23510817000,5813282000,0.00,tradicional,46.32,financeiro,bancos,bmeb4,,
291807000,433272000,529743000,48046000,1063020000,594884000,245294000,80.00,tradicional,66.52,consumo cíclico,fios e tecidos,ptnt4,386759000,141464000
30309000,37942000,82564000,38366000,236917000,103514000,13546000,100.00,novo mercado,99.37,consumo cíclico,incorporações,vivr3,21179000,7633000
634800000,466048000,949228000,20585000,1304535000,575911000,168752000,100.00,tradicional,55.95,consumo cíclico,tecidos. vestuário e calçados,cgra3,,168752000
548196000,452304000,586901000,29018000,907091000,567957000,103895000,0.00,tradicional,28.36,materiais básicos,químicos diversos,crpg5,8003000,95892000
7181974000,7001961000,4133329000,683062000,6194674000,3031060000,864577000,80.00,nível 1,27.74,consumo cíclico,calçados,alpa3,684564000,180013000
11041281000,26847281000,8568000000,262096000,33379000000,5865000000,1120000000,0.00,tradicional,1.01,utilidade pública,energia elétrica,ceeb3,16926000000,15806000000
19663000,195861000,230512000,25260000,632088000,192847000,33751000,0.00,tradicional,56.36,consumo cíclico,fios e tecidos,ctsa3,209949000,176198000
453035000,399624000,1087490000,84682000,1091335000,55100000,53411000,0.00,nível 1,24.65,financeiro,serviços financeiros diversos,rpad3,,53411000
657507000,625786000,909591000,18908000,1291302000,246071000,190852000,0.00,tradicional,49.58,financeiro,holdings diversificadas,peab4,159131000,31721000
7673181000,14806181000,2019000000,193759000,13007000000,3697000000,782000000,0.00,tradicional,0.32,utilidade pública,energia elétrica,ektr3,7915000000,7133000000
