Papel,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
CNES11,Lajes Corporativas,1.65,93095.43,0.22,0.01,0.63 ,1.79 ,3.31 ,7.94 ,0.60 ,0.55 ,0.66 ,6.37 ,-20.63 ,-20.12 ,33.98 ,258230965.72,7.57,0.22,0.11 ,-91.54 ,-91.53 ,-91.16 ,1,54.36,86574,,0.30  aa,
COPP11,Lajes Corporativas,103.00,1827632.00,0.95,0.75,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,515062649.76,,,,,,,4,17.75,119,,,
CORM11,Lajes Corporativas,,,,0.77,0.90 ,2.76 ,5.35 ,11.38 ,0.92 ,0.89 ,0.95 ,6.20 ,-2.97 ,-2.10 ,-4.27 ,,90.56,,0.89 ,-2.33 ,-1.45 ,0.21 ,0,,0,,,
CPFO11,Fundo de Fundos,,,,31.42,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,,,,,,,14,,8102,,,
CPLG11,Misto,12.48,22487998.19,1.17,0.20,1.60 ,3.57 ,4.24 ,10.51 ,1.19 ,0.71 ,0.96 ,8.01 ,2.04 ,3.68 ,34.17 ,469141551.16,,,,,,,1,20.70,534,,0.90  aa,10.00  aa
CPOF11,Misto,109.50,37375533.27,1.01,0.42,0.38 ,0.81 ,1.42 ,5.51 ,0.81 ,0.24 ,0.46 ,3.83 ,0.00 ,0.38 ,5.97 ,515062649.76,,,,,,,4,44.54,119,,,
CPSH11,Indefinido,10.55,2314236.14,0.92,0.10,1.02 ,3.06 ,6.21 ,13.55 ,1.02 ,1.04 ,1.13 ,10.93 ,-2.97 ,-1.98 ,32.72 ,918902682.39,,,,,,,7,15.36,25217,,0.92  aa,10.00  aa
CPTI11,Indefinido,82.52,1149492.95,,1.00,1.19 ,3.60 ,7.30 ,15.09 ,1.20 ,1.22 ,1.26 ,13.80 ,-0.02 ,1.17 ,23.66 ,,,,,,,,0,16.09,0,,1.00  aa,
CPTR11,Indefinido,7.43,163757.10,0.76,0.11,1.45 ,4.23 ,8.73 ,12.42 ,1.41 ,1.46 ,1.04 ,12.42 ,-0.52 ,0.92 ,11.95 ,195920836.47,9.88,0.75,1.06 ,-89.99 ,-89.88 ,-89.74 ,0,13.95,21676,,1.00  aa,20.00  aa
CPTS11,Papéis,7.52,3540695.10,0.85,0.09,1.18 ,3.52 ,7.19 ,14.40 ,1.17 ,1.20 ,1.20 ,12.17 ,2.15 ,3.36 ,44.64 ,2920953421.52,8.89,0.85,0.96 ,-89.98 ,-89.89 ,-89.79 ,14,14.41,354417,0.82  aa,,
CPUR11,Misto,10.42,17512789.00,1.03,0.10,0.95 ,2.40 ,4.96 ,11.59 ,0.80 ,0.83 ,0.97 ,9.39 ,-1.13 ,-0.19 ,21.18 ,679991966.62,,,,,,,13,11.92,1397,1.00  aa,,10.00  aa
CRAA11,Indefinido,94.88,387535.10,0.93,1.25,1.30 ,3.89 ,7.90 ,14.80 ,1.30 ,1.32 ,1.23 ,13.78 ,-0.60 ,0.69 ,40.54 ,241682237.48,101.98,0.93,1.23 ,0.00 ,0.00 ,0.00 ,0,11.25,9827,,1.15  aa,20.00  aa
CRFF11,Fundo de Fundos,74.50,22324.44,0.90,0.61,0.81 ,2.44 ,5.01 ,10.61 ,0.81 ,0.84 ,0.88 ,10.61 ,1.49 ,2.31 ,28.89 ,57618018.37,83.50,0.89,0.73 ,-0.60 ,0.13 ,5.74 ,14,38.67,1214,,,
CSMC11,Indefinido,,,,9.21,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,1914599853.82,,,,,,,8,,1,,,
CTXT11,Lajes Corporativas,4.93,271.37,0.24,0.01,0.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.34 ,1.40 ,1.44 ,-49.65 ,102741070.21,48.33,0.10,0.19 ,-0.10 ,0.09 ,0.54 ,1,60.98,2231,,0.27  aa,
CVBI11,Papéis,82.90,5255075.05,0.89,0.90,1.10 ,3.35 ,7.09 ,15.17 ,1.12 ,1.18 ,1.26 ,13.90 ,-1.02 ,0.06 ,32.65 ,1579141666.56,92.83,0.89,1.13 ,-1.10 ,0.02 ,6.72 ,14,19.15,113265,0.90  aa,0.10  aa,
CVPR11,Indefinido,,,,0.58,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,59964682.95,,,,,,,14,,3,,,
CXAG11,Agências de Bancos,73.37,102241.43,0.66,0.70,0.96 ,2.85 ,6.37 ,12.65 ,0.95 ,1.06 ,1.05 ,11.61 ,-2.18 ,-1.24 ,23.95 ,231157351.62,110.57,0.66,0.63 ,-3.56 ,-2.95 ,15.53 ,32,13.62,11750,,0.58  aa,
CXCE11,Lajes Corporativas,40.54,8571.33,0.65,0.48,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,108775213.87,,,,,,,0,17.24,3006,,5.00  aa,
CXCE11B,Lajes Corporativas,44.01,9205.00,0.60,0.43,1.09 ,3.25 ,6.56 ,12.24 ,1.08 ,1.09 ,1.02 ,12.24 ,0.18 ,1.27 ,3.73 ,110543765.88,64.53,0.68,0.67 ,-1.63 ,-0.97 ,0.19 ,1,22.21,3247,,5.00  aa,
CXCI11,Indefinido,66.00,89428.29,0.78,0.75,1.13 ,3.38 ,7.04 ,14.37 ,1.13 ,1.17 ,1.20 ,13.16 ,-0.94 ,0.18 ,22.54 ,174618295.70,84.86,0.78,0.88 ,-8.86 ,-8.06 ,-6.08 ,14,16.92,5446,,0.70  aa,20.00  aa
CXCO11,Lajes Corporativas,62.09,73224.67,0.65,0.70,1.15 ,3.42 ,7.42 ,14.92 ,1.14 ,1.24 ,1.24 ,13.84 ,0.99 ,2.16 ,36.11 ,377887284.37,96.29,0.64,0.68 ,-3.03 ,-2.37 ,10.01 ,10,23.90,12440,0.13  aa,0.13  aa,
CXRI11,Fundo de Fundos,67.04,193119.74,0.85,0.59,0.88 ,2.78 ,5.65 ,11.44 ,0.93 ,0.94 ,0.95 ,11.44 ,7.42 ,8.36 ,17.01 ,130736491.83,82.97,0.81,0.71 ,0.39 ,1.10 ,5.80 ,1,40.98,1784,,1.20  aa,
CXTL11,Imóveis Industriais e Logísticos,320.98,5381.44,0.78,0.39,0.13 ,0.58 ,1.71 ,8.25 ,0.58 ,0.29 ,0.69 ,6.63 ,4.77 ,4.91 ,68.64 ,22198783.33,414.18,0.77,0.16 ,-15.39 ,-15.25 ,-28.95 ,1,59.35,608,,0.35  aa,
CYCR11,Indefinido,8.39,343321.76,0.90,0.11,1.24 ,3.69 ,7.59 ,15.39 ,1.23 ,1.27 ,1.28 ,14.15 ,-2.07 ,-0.85 ,28.19 ,341377509.76,9.34,0.90,1.13 ,-2.10 ,-0.99 ,-89.32 ,14,15.67,17929,,0.95  aa,20.00  aa
DAMA11,Misto,7.68,76968.43,0.93,0.08,1.14 ,3.59 ,7.29 ,12.88 ,1.20 ,1.22 ,1.07 ,12.20 ,5.80 ,7.00 ,-6.24 ,45710426.04,,,,,,,14,43.29,819,0.60  aa,0.20  aa,25.00  aa
DAMT11B,Shoppings,11.45,23.00,0.79,0.40,3.50 ,0.00 ,3.50 ,3.50 ,0.00 ,0.58 ,0.29 ,3.50 ,-11.86 ,-8.77 ,-8.77 ,257810143.48,,,,,,,2,11.75,544,,,
DCRA11,Indefinido,7.03,68970.71,0.73,0.09,1.27 ,3.78 ,7.44 ,16.31 ,1.26 ,1.24 ,1.36 ,14.70 ,-1.53 ,-0.28 ,31.69 ,65352305.98,9.70,0.72,0.93 ,0.00 ,0.00 ,0.00 ,0,19.40,15561,0.87  aa,0.17  aa,10.00  aa
DEVA11,Papéis,23.90,364429.29,0.25,0.33,1.32 ,3.80 ,7.67 ,17.12 ,1.27 ,1.28 ,1.43 ,15.54 ,-4.35 ,-3.09 ,7.54 ,1356974456.24,96.62,0.25,0.33 ,-4.62 ,-4.30 ,14.75 ,14,25.70,84097,1.00  aa,0.20  aa,10.00  aa
DLMT11,Varejo,,,,0.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,6848505.84,,,,,,,7,,9,,,
DPRO11,Indefinido,6.11,179.60,0.69,0.06,0.95 ,2.92 ,5.85 ,11.94 ,0.97 ,0.98 ,1.00 ,10.97 ,3.78 ,4.77 ,24.34 ,45753279.48,,,,,,,1,50.51,740,,,
DRIT11B,Lajes Corporativas,83.30,1547.00,0.62,0.53,0.63 ,1.94 ,3.25 ,13.98 ,0.65 ,0.54 ,1.17 ,1.94 ,17.70 ,18.44 ,16.76 ,60485010.41,130.56,0.64,0.46 ,-1.36 ,-0.91 ,7.46 ,4,29.85,348,,0.50  aa,15.00  aa
DVFF11,Fundo de Fundos,5.82,17499.95,0.68,0.07,1.12 ,3.26 ,6.52 ,13.51 ,1.09 ,1.09 ,1.13 ,12.31 ,-3.34 ,-2.26 ,12.44 ,93612166.46,8.50,0.68,0.76 ,-90.67 ,-90.60 ,-89.74 ,14,32.71,1892,0.65  aa,0.15  aa,20.00  aa
EDFO11B,Lajes Corporativas,229.98,7938.50,0.56,0.49,0.42 ,2.45 ,5.30 ,11.89 ,0.82 ,0.88 ,0.99 ,3.59 ,-0.22 ,0.20 ,-17.93 ,49670858.85,210.47,1.09,0.60 ,9.69 ,10.35 ,20.16 ,1,181.93,490,,,
EDGA11,Lajes Corporativas,14.50,14631.95,0.32,0.08,0.49 ,0.00 ,1.02 ,4.21 ,0.00 ,0.17 ,0.35 ,3.48 ,-3.60 ,-3.13 ,6.67 ,178671193.76,46.99,0.31,0.17 ,-23.34 ,-23.21 ,-28.02 ,1,30.38,3896,,0.20  aa,
EGAF11,Indefinido,92.12,446957.52,0.93,1.55,1.67 ,4.75 ,9.46 ,18.77 ,1.58 ,1.58 ,1.56 ,17.39 ,-0.97 ,0.68 ,42.86 ,310574473.95,99.16,0.93,1.43 ,0.00 ,0.00 ,0.00 ,0,12.51,11374,,1.20  aa,10.00  aa
EMET11,Misto,11.79,48634.25,1.17,0.13,1.24 ,2.31 ,3.36 ,3.36 ,0.77 ,1.12 ,1.12 ,3.36 ,0.00 ,0.00 ,,50705978.47,,,,,,,14,47.20,65,,,
ENDD11,Indefinido,108.81,119331.70,,0.16,0.16 ,0.00 ,0.16 ,5.35 ,0.00 ,0.16 ,0.45 ,0.16 ,9.99 ,10.17 ,10.17 ,,,,,,,,0,17.08,0,,0.30  aa,
EQIA11,Fiagro,,,,0.45,,,,,,,,,,,,,,,,,,,0,,0,,,
EQIR11,Indefinido,7.86,43720.10,0.82,0.10,1.27 ,3.81 ,7.78 ,16.14 ,1.27 ,1.30 ,1.35 ,13.35 ,-1.38 ,-0.12 ,40.33 ,104242770.88,9.56,0.82,1.05 ,-2.05 ,-1.02 ,-89.62 ,14,14.38,9896,,1.00  aa,
ERCR11,Varejo,15707.85,,1.05,420.46,0.00 ,0.00 ,0.00 ,16.74 ,0.00 ,0.00 ,1.40 ,0.93 ,0.00 ,0.00 ,,35378005.48,14889.73,1.05,1.89 ,-77.62 ,-77.20 ,-75.81 ,14,4.00,10,,0.10  aa,
ERPA11,Lajes Corporativas,124.88,79970.86,0.78,0.93,0.00 ,0.00 ,1.48 ,5.43 ,0.00 ,0.25 ,0.45 ,4.78 ,0.00 ,0.00 ,,79882132.87,159.47,0.78,0.59 ,16.34 ,17.03 ,43.97 ,2,33.01,708,,,
ESUD11,Indefinido,243.00,48600.00,,72.93,23.08 ,0.00 ,0.00 ,23.08 ,0.00 ,0.00 ,5.77 ,23.08 ,0.00 ,0.00 ,,,,,,,,,0,33.33,0,,,
ESUT11,Indefinido,32.00,609.52,,67.49,210.90 ,0.00 ,0.00 ,210.90 ,0.00 ,0.00 ,52.73 ,210.90 ,0.00 ,0.00 ,,,,,,,,,0,9.96,0,,0.35  aa,
ESUU11,Indefinido,32.00,3200.00,,63.84,199.49 ,0.00 ,0.00 ,199.49 ,0.00 ,0.00 ,49.87 ,199.49 ,0.00 ,0.00 ,,,,,,,,,0,10.03,0,,,
EURO11,Imóveis Industriais e Logísticos,283.50,31657.24,0.85,2.08,0.77 ,2.32 ,4.81 ,10.24 ,0.77 ,0.80 ,0.85 ,9.33 ,4.65 ,5.46 ,43.28 ,126302747.72,328.97,0.86,0.61 ,1.31 ,1.92 ,13.54 ,7,28.67,2054,,,
EVBI11,renda urbana,9.50,32194.42,1.03,0.11,1.05 ,2.88 ,5.14 ,9.85 ,0.96 ,0.86 ,0.82 ,9.85 ,5.74 ,6.85 ,23.48 ,411540046.98,9.86,0.96,0.96 ,-90.11 ,-90.02 ,-89.22 ,13,14.99,1313,1.00  aa,,10.00  aa
EXES11,Indefinido,9.56,84005.86,0.99,0.13,1.33 ,4.01 ,8.29 ,16.78 ,1.34 ,1.38 ,1.40 ,14.10 ,-2.50 ,-1.20 ,39.67 ,136439766.88,,,,,,,14,15.95,884,,1.00  aa,
FAED11,Educacional,147.02,34501.38,0.66,1.66,1.12 ,3.34 ,6.91 ,14.57 ,1.11 ,1.15 ,1.21 ,13.29 ,-2.98 ,-1.90 ,38.47 ,153670215.46,221.95,0.66,0.75 ,1.99 ,2.75 ,9.35 ,4,20.38,4072,,,
FAMB11B,Lajes Corporativas,609.99,47041.93,0.18,1001.61,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,424524340.32,3593.26,0.17,0.25 ,0.53 ,0.79 ,12.82 ,1,47.01,2173,,2.50  aa,
FAOE11,Indefinido,926.90,,14.53,11.16,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,,,,,,,3,,8102,,,
FATN11,Lajes Corporativas,83.56,902784.43,0.85,0.80,0.95 ,2.82 ,5.93 ,12.66 ,0.94 ,0.99 ,1.06 ,11.52 ,-5.22 ,-4.32 ,25.95 ,474770890.36,98.40,0.85,0.81 ,-0.62 ,0.19 ,5.66 ,54,10.52,22641,,0.80  aa,
FCFL11,Educacional,125.01,46499.00,1.01,0.91,0.71 ,2.14 ,4.35 ,9.29 ,0.71 ,0.73 ,0.77 ,7.64 ,2.24 ,2.97 ,35.27 ,428182276.18,123.25,1.01,0.74 ,6.09 ,6.88 ,25.99 ,1,17.20,3001,,0.30  aa,
FEXC11,Papéis,83.50,860137.12,0.10,0.50,0.00 ,1.08 ,4.14 ,11.48 ,0.36 ,0.69 ,0.96 ,0.00 ,0.00 ,0.00 ,,1001470167.13,90.75,0.92,0.99 ,-1.13 ,-0.15 ,7.12 ,0,14.57,36232,0.95  aa,,
FGAA11,Indefinido,8.71,549616.90,0.93,0.12,1.35 ,4.06 ,8.28 ,14.87 ,1.35 ,1.38 ,1.24 ,18.86 ,-1.33 ,-0.00 ,62.83 ,424181943.20,9.41,0.93,1.28 ,0.00 ,0.00 ,0.00 ,0,13.04,50537,,1.15  aa,10.00  aa
FIGS11,Shoppings,46.57,143757.62,0.62,0.48,1.00 ,3.01 ,6.09 ,12.20 ,1.00 ,1.02 ,1.02 ,11.24 ,0.10 ,1.10 ,20.59 ,217032706.25,76.15,0.61,0.63 ,-0.43 ,0.20 ,-19.40 ,2,17.40,11806,,0.50  aa,
FIIB11,Imóveis Industriais e Logísticos,487.09,168740.19,1.02,3.58,0.72 ,2.14 ,4.44 ,9.22 ,0.71 ,0.74 ,0.77 ,8.41 ,-0.80 ,-0.09 ,16.60 ,326718773.49,476.96,1.02,0.75 ,3.35 ,4.13 ,14.50 ,9,12.33,15034,,,
FIIP11B,Imóveis Industriais e Logísticos,161.37,1172.80,0.73,1.40,0.96 ,2.95 ,5.92 ,10.89 ,0.98 ,0.99 ,0.91 ,4.03 ,-1.78 ,-0.84 ,6.81 ,184360354.72,198.84,0.81,0.70 ,6.81 ,7.56 ,8.46 ,7,11.96,6586,,,
FISC11,Lajes Corporativas,64.15,4938.29,0.57,0.38,0.58 ,1.49 ,3.04 ,7.85 ,0.50 ,0.51 ,0.65 ,7.03 ,-0.99 ,-0.42 ,8.49 ,192879302.83,113.46,0.57,0.47 ,-1.39 ,-0.93 ,-0.44 ,5,89.84,228,,,
FLCR11,Papéis,95.27,18253.62,1.01,1.00,1.04 ,3.23 ,7.06 ,15.08 ,1.08 ,1.18 ,1.26 ,13.75 ,-0.02 ,1.02 ,27.08 ,70938837.80,94.35,1.01,1.11 ,-4.14 ,-3.07 ,6.60 ,1,9.63,2918,,1.00  aa,20.00  aa
FLFL11,Fundo de Desenvolvimento,,,,0.18,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,475657469.82,,,,,,,1,,1,,,
FLMA11,Lajes Corporativas,148.60,28014.05,0.67,1.14,0.76 ,2.31 ,4.91 ,9.76 ,0.77 ,0.82 ,0.81 ,8.80 ,2.37 ,3.15 ,31.22 ,304818675.17,220.78,0.67,0.48 ,37.77 ,38.43 ,51.08 ,2,22.03,11750,,0.12  aa,
FLRP11,Shoppings,20.30,10340.52,1.00,0.15,0.72 ,2.11 ,4.88 ,9.45 ,0.70 ,0.81 ,0.79 ,8.72 ,1.42 ,2.15 ,27.56 ,150307888.25,20.29,1.00,0.69 ,-98.89 ,-98.88 ,-98.75 ,1,45.49,1734,,,
FMOF11,Lajes Corporativas,39.39,2586.52,0.34,32.70,44.73 ,56.22 ,57.99 ,63.27 ,18.74 ,9.67 ,5.27 ,63.27 ,-3.93 ,39.04 ,151.78 ,58868634.94,115.88,0.34,0.35 ,-2.29 ,-1.94 ,-5.00 ,2,84.48,214,,,
FPAB11,Lajes Corporativas,210.60,8921.06,0.59,1.60,0.00 ,0.65 ,1.91 ,6.26 ,0.65 ,0.32 ,0.52 ,5.61 ,0.00 ,0.00 ,,268280559.70,357.71,0.59,0.38 ,-4.62 ,-4.26 ,-8.15 ,3,74.04,696,,,
FPOR11,Indefinido,23.50,41.00,,0.07,0.00 ,0.00 ,0.18 ,0.18 ,0.00 ,0.18 ,0.18 ,0.18 ,0.00 ,0.00 ,,,,,,,,,0,243.34,0,,,
FRHY11,Indefinido,,,,1.03,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,1129059.15,,,,,,,14,,7,,,
FTCA11,Indefinido,9.11,35002.57,0.86,0.13,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,47349222.77,10.62,0.86,1.22 ,0.00 ,0.00 ,0.00 ,0,21.93,7643,1.10  aa,,
FVPQ11,Shoppings,74.01,81232.05,0.46,0.20,0.28 ,0.42 ,4.45 ,10.92 ,0.42 ,0.74 ,0.91 ,10.23 ,3.93 ,4.22 ,79.92 ,441384569.97,157.63,0.47,0.03 ,-18.02 ,-17.99 ,-16.63 ,1,31.14,3871,,0.12  aa,
FYTO11,Papéis,7.85,132345.05,0.81,0.10,1.26 ,3.76 ,7.71 ,15.54 ,1.25 ,1.29 ,1.30 ,14.31 ,0.00 ,1.26 ,23.87 ,147766669.40,,,,,,,0,17.35,10793,,1.10  aa,
FZDA11,Indefinido,139.00,3043.67,0.77,4.11,3.40 ,0.00 ,0.00 ,3.40 ,0.00 ,0.00 ,1.70 ,3.40 ,-0.69 ,2.69 ,2.69 ,281017507.05,173.55,0.80,2.37 ,0.00 ,0.00 ,0.00 ,0,68.86,297,,,
FZDB11,Indefinido,140.15,504.40,0.79,4.21,3.32 ,0.00 ,0.00 ,3.32 ,0.00 ,0.00 ,3.32 ,3.32 ,21.43 ,25.46 ,25.46 ,641635971.26,168.93,0.83,2.49 ,0.00 ,0.00 ,0.00 ,0,43.75,116,0.70  aa,0.12  aa,15.00  aa
GAME11,Indefinido,8.50,68672.43,0.91,0.10,1.12 ,3.37 ,6.79 ,13.92 ,1.12 ,1.13 ,1.16 ,11.60 ,-0.47 ,0.65 ,24.89 ,202765093.75,9.35,0.91,1.02 ,-4.98 ,-4.01 ,-98.88 ,14,12.88,21534,,1.10  aa,20.00  aa
GARE11,Imóveis Industriais e Logísticos,9.01,3584109.52,0.97,0.08,0.92 ,2.76 ,5.60 ,12.09 ,0.92 ,0.93 ,1.01 ,10.96 ,0.00 ,0.92 ,23.41 ,2062690674.73,,,,,,,4,14.30,407430,,1.00  aa,20.00  aa
GCFF11,Fundo de Fundos,69.30,87694.83,1.09,3.07,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.27 ,0.00 ,0.00 ,,118155565.38,77.31,0.90,0.97 ,-5.00 ,-4.08 ,-7.97 ,1,1.15,8102,,,
GCOI11,Indefinido,98.99,26397.67,0.94,0.81,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,11844844.02,,,,,,,5,3.79,385,,,
GCRA11,Indefinido,50.40,69350.00,0.59,0.68,1.33 ,3.92 ,7.89 ,16.49 ,1.31 ,1.32 ,1.37 ,14.95 ,-0.87 ,0.45 ,57.35 ,149747060.87,85.53,0.59,0.77 ,-12.72 ,-12.05 ,-0.85 ,0,22.41,7145,,1.15  aa,20.00  aa
GCRI11,Papéis,63.84,114530.38,0.69,0.80,1.24 ,3.87 ,8.01 ,17.38 ,1.29 ,1.34 ,1.45 ,14.23 ,-2.17 ,-0.95 ,40.13 ,133356011.48,91.73,0.70,0.93 ,-2.80 ,-1.90 ,0.20 ,14,19.03,4288,,1.00  aa,20.00  aa
GESE11B,Educacional,1520.00,,23.82,1112.72,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,1119.08,1.36,104.32 ,-36.85 ,29.02 ,33.17 ,14,,8102,,0.18  aa,
GGRC11,Imóveis Industriais e Logísticos,9.95,4511899.10,0.90,0.10,1.00 ,3.01 ,6.12 ,12.55 ,1.00 ,1.02 ,1.05 ,11.47 ,-0.10 ,0.90 ,21.29 ,1883124192.27,10.98,0.91,0.91 ,-91.17 ,-91.09 ,-90.85 ,41,12.77,196654,1.10  aa,,
GLOG11,Imóveis Industriais e Logísticos,68.00,70125.14,0.62,0.41,0.59 ,1.82 ,3.83 ,8.93 ,0.61 ,0.64 ,0.74 ,7.99 ,3.20 ,3.81 ,40.54 ,81573701.63,,,,,,,1,26.27,1863,,0.70  aa,
GRUL11,Logística,8.25,141291.67,0.85,0.08,0.97 ,2.93 ,7.01 ,16.27 ,0.98 ,1.17 ,1.36 ,14.72 ,0.61 ,1.59 ,34.87 ,236547416.42,,,,,,,1,27.69,4731,1.00  aa,0.15  aa,
GRWA11,Indefinido,7.60,2731.52,0.74,0.08,1.06 ,2.94 ,5.23 ,12.02 ,0.98 ,0.87 ,1.00 ,10.73 ,2.86 ,3.96 ,7.97 ,28030260.52,10.02,0.76,0.60 ,0.00 ,0.00 ,0.00 ,0,31.36,2140,,1.15  aa,10.00  aa
GSFI11,Shoppings,9.70,1710844.38,0.74,0.00,0.03 ,0.03 ,0.03 ,0.03 ,0.01 ,0.00 ,0.00 ,0.03 ,0.00 ,0.03 ,0.03 ,1271507989.55,11.90,0.82,0.01 ,0.01 ,0.02 ,0.02 ,9,13.72,6263,,1.00  aa,
GTLG11,Imóveis Industriais e Logísticos,63.99,22885.25,1.00,60.62,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,37.59 ,0.00 ,0.00 ,,118155565.38,60.62,1.06,100.00 ,-35.83 ,28.33 ,35.22 ,1,34.61,8102,,,
GTWR11,Lajes Corporativas,76.81,483328.90,0.77,0.90,1.17 ,3.49 ,6.99 ,14.56 ,1.16 ,1.17 ,1.21 ,13.35 ,-2.89 ,-1.75 ,33.65 ,1197150989.42,99.76,0.77,0.90 ,5.34 ,6.29 ,11.90 ,3,11.92,34853,,0.25  aa,
GURB11,Indefinido,108.00,5000076.00,0.85,0.70,0.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.65 ,0.00 ,0.00 ,,144658549.76,,,,,,,2,1.17,1,,,
GZIT11,Indefinido,44.55,439664.86,0.50,0.78,1.67 ,5.22 ,10.44 ,22.41 ,1.74 ,1.74 ,1.87 ,18.19 ,4.10 ,5.84 ,60.40 ,1977067954.71,,,,,,,6,29.20,7140,,0.96  aa,20.00  aa
HAAA11,Lajes Corporativas,55.84,1191.94,0.84,0.08,0.16 ,0.47 ,1.72 ,4.77 ,0.47 ,0.29 ,0.40 ,4.51 ,-6.10 ,-5.95 ,62.73 ,229770887.35,66.50,0.84,0.12 ,-25.83 ,-25.74 ,-24.54 ,2,72.90,220,,,
HABT11,Papéis,70.92,869441.86,0.74,0.95,1.31 ,3.85 ,7.98 ,16.95 ,1.28 ,1.33 ,1.41 ,15.43 ,-7.85 ,-6.64 ,25.68 ,767921254.89,94.49,0.75,1.11 ,-5.30 ,-4.25 ,12.11 ,14,16.70,59574,1.26  aa,,20.00  aa
HBCR11,Indefinido,138.00,40236.80,1.16,0.74,0.00 ,6.23 ,6.70 ,15.36 ,2.08 ,1.12 ,1.28 ,14.55 ,0.00 ,0.00 ,,189733496.29,,,,,,,3,58.35,35,,0.18  aa,20.00  aa
HBRH11,Lajes Corporativas,90.80,14627.00,0.80,0.50,0.55 ,1.65 ,6.85 ,9.22 ,0.55 ,1.14 ,0.77 ,9.22 ,1.00 ,1.56 ,2.46 ,316852348.31,112.23,0.81,0.45 ,-0.86 ,-0.42 ,7.60 ,5,13.98,720,,0.86  aa,
HCHG11,Papéis,77.00,89372.90,0.81,0.61,0.78 ,2.46 ,5.73 ,13.43 ,0.82 ,0.96 ,1.12 ,12.21 ,3.56 ,4.37 ,38.95 ,112421668.84,93.68,0.82,0.69 ,-7.36 ,-6.71 ,7.73 ,14,37.18,584,0.70  aa,0.20  aa,
HCRA11,Indefinido,10.22,0.83,0.00,14.85,145.30 ,0.00 ,145.30 ,240.62 ,0.00 ,24.22 ,20.05 ,233.94 ,2.20 ,150.70 ,11.17 ,55216337.12,,,0.00 ,0.00 ,0.00 ,0.00 ,0,1350.75,113,,1.20  aa,
HCRI11,Hospitalar,281.09,18914.86,0.85,2.73,1.02 ,3.01 ,6.30 ,12.95 ,1.00 ,1.05 ,1.08 ,10.68 ,-7.36 ,-6.41 ,25.85 ,65182632.76,325.91,0.86,0.84 ,5.83 ,6.72 ,14.20 ,1,37.01,2951,,2.00  aa,
HCTR11,Papéis,20.75,393088.90,0.20,0.29,1.32 ,3.91 ,8.01 ,20.34 ,1.30 ,1.34 ,1.70 ,18.80 ,-4.37 ,-3.10 ,9.63 ,2289046114.50,103.65,0.20,0.29 ,-14.61 ,-14.36 ,0.97 ,14,37.96,136023,0.99  aa,0.21  aa,10.00  aa
HDEL11,Imóveis Industriais e Logísticos,85.98,396.00,0.80,14.03,0.00 ,0.00 ,0.00 ,11.84 ,0.00 ,0.00 ,1.69 ,0.00 ,0.00 ,0.00 ,,89819358.52,,,,,,,1,63.65,108,,1.50  aa,20.00  aa
