valor_de_mercado,valor_de_firma,patrimônio_líquido,n_total_de_papeis,ativos,ativo_circulante,disponibilidade,tag_along,segmento_de_listagem,free_float,setor,segmento,papel,dívida_bruta,dívida_líquida
3654131000,4835203000,739079000,135539000,3732397000,2295126000,208873000,100.00,novo mercado,39.00,consumo cíclico,automóveis e motocicletas,leve3,1389945000,1181072000
798262000,838608000,1069819000,206269000,2596784000,1938031000,398683000,100.00,novo mercado,92.04,consumo cíclico,incorporações,melk3,439029000,40346000
963744000,1825173000,1472331000,275355000,4243381000,904569000,259808000,100.00,novo mercado,38.45,consumo cíclico,restaurante e similares,zamp3,1121237000,861429000
898880000,1743154000,1336385000,123812000,5370605000,3738630000,246566000,100.00,novo mercado,73.46,saúde,medicamentos e outros produtos,pfrm3,1090840000,844274000
,450544000,807141000,314987000,15480372000,15333387000,450544000,100.00,nível 2,44.99,financeiro,bancos,brbi11,,
1378961000,2406520000,1234102000,150377000,3326445000,1914041000,194052000,100.00,tradicional,47.41,saúde,medicamentos e outros produtos,pnvl3,1221611000,1027559000
21658686000,49544102000,10192494000,6179682000,60335243000,15144906000,8082753000,100.00,nível 2,63.92,materiais básicos,papel e celulose,klbn3,35968169000,27885416000
55415000,1040675000,758373000,53801000,1232160000,186900000,21850000,100.00,novo mercado,99.89,tecnologia da informação,programas e serviços,seql3,1007110000,985260000
41599000,41595000,23642000,31822000,41658000,13921000,4000,0.00,tradicional,61.28,bens industriais,material rodoviário,rcsl3,,4000
1879307000,3969547000,3740220000,87859000,7166963000,1512564000,280694000,100.00,novo mercado,57.32,financeiro,exploração de imóveis,logg3,2370934000,2090240000
1306322000,1704576000,1534996000,186617000,3292028000,2862338000,567173000,100.00,novo mercado,38.37,consumo cíclico,incorporações,tris3,965427000,398254000
9085891000,10442775000,4175411000,1136271000,9494733000,5717711000,1954669000,100.00,nível 2,76.12,bens industriais,material rodoviário,pomo3,3311553000,1356884000
1635090000,1695956000,1742327000,81836000,2863658000,1412082000,512519000,100.00,novo mercado,95.08,bens industriais,serviços diversos,vlid3,573385000,60866000
383108000,1012115000,871729000,361423000,2227081000,1033177000,183354000,100.00,nível 1,52.20,financeiro,outros,espa3,812361000,629007000
382425000,1026596000,1292895000,373114000,3026411000,277677000,87403000,100.00,nível 2,23.69,utilidade pública,energia elétrica,rnew4,731574000,644171000
10608662000,15910411000,11784306000,1511205000,24914480000,2970923000,1396323000,100.00,nível 2,79.97,utilidade pública,água e saneamento,sapr3,6698072000,5301749000
8939430000,8656543000,8140166000,339000000,12704185000,5910532000,2154431000,100.00,novo mercado,19.58,consumo não cíclico,alimentos diversos,mdia3,1871544000,282887000
1443695000,3236974000,2736285000,134172000,5946304000,950109000,558642000,100.00,novo mercado,0.00,consumo cíclico,serviços educacionais,vtru3,2351921000,1793279000
16105076000,16227724000,510935000,946244000,822781000,562662000,23674000,0.00,novo mercado,5.66,consumo cíclico,vestuário,tfco4,146322000,122648000
695953000,843458000,601557000,150314000,910741000,530450000,63607000,100.00,nível 1,31.87,consumo não cíclico,agricultura,vitt3,211112000,147505000
93648000,5336532000,6658139000,81433000,1559819000,342941000,37239000,100.00,novo mercado,100.00,materiais básicos,artefatos de cobre,pmam3,5280123000,5242884000
2077286000,3228773000,2177728000,102683000,3837002000,1177848000,159816000,100.00,novo mercado,62.15,consumo não cíclico,agricultura,agro3,1311303000,1151487000
450465000,3204887000,2241003000,37886000,8630074000,4835201000,273628000,100.00,novo mercado,0.00,consumo cíclico,automóveis e motocicletas,amob3,3028050000,2754422000
724868000,1253108000,1221272000,93170000,2509206000,1498555000,246472000,100.00,novo mercado,53.55,bens industriais,máquinas e equipamentos industriais,romi3,774712000,528240000
241026000,1867207000,63526000,62120000,2044103000,750573000,67568000,100.00,nível 1,57.08,bens industriais,máquinas e equipamentos industriais,aeri3,1693749000,1626181000
8299707000,9357333000,2809925000,113173000,7539380000,3075524000,1747534000,0.00,tradicional,55.28,materiais básicos,químicos diversos,unip6,2805160000,1057626000
850552000,860425000,1014217000,109310000,1577581000,1015989000,227309000,100.00,tradicional,99.67,materiais básicos,petroquímicos,dexp3,237182000,9873000
399922000,342153000,307565000,42275000,385877000,193730000,60375000,0.00,tradicional,49.84,consumo cíclico,calçados,camb3,2606000,57769000
12391605000,21803433000,7612368000,1033496000,21504866000,3198267000,896883000,100.00,nível 2,63.44,utilidade pública,energia elétrica,taee4,10308711000,9411828000
1501973000,2623135000,1386656000,115625000,3994975000,953692000,666010000,100.00,nível 1,31.01,telecomunicações,telecomunicações,desk3,1787172000,1121162000
120382226000,124493226000,89574000000,10993810000,114124000000,13025000000,7323000000,80.00,nível 1,65.74,financeiro,holdings diversificadas,itsa3,11434000000,4111000000
33539745000,45824825000,28473167000,2861781000,63411229000,13612195000,2978857000,80.00,nível 1,81.34,utilidade pública,energia elétrica,cmig3,15263937000,12285080000
590474000,1253091000,289343000,513456000,2018171000,526997000,10248000,0.10,novo mercado,46.13,consumo cíclico,tecidos. vestuário e calçados,amar3,672865000,662617000
265021000,410561000,826833000,61776000,1359088000,549632000,10056000,100.00,nível 1,98.69,bens industriais,produtos para construção,eter3,155596000,145540000
6829352000,8598173000,4177323000,1214491000,7791679000,1940835000,1598187000,0.00,tradicional,55.81,financeiro,exploração de imóveis,igti3,3367008000,1768821000
184443000,113871000,242580000,147554000,403897000,120111000,70572000,100.00,tradicional,70.66,financeiro,intermediação imobiliária,lpsb3,,70572000
96441000,595432000,319278000,73619000,1147146000,339408000,73627000,100.00,novo mercado,61.24,consumo cíclico,incorporações,tcsa3,572618000,498991000
103918533000,103918533000,122271222000,7498531000,1240333567000,264400814000,24371817000,100.00,nível 1,9.88,financeiro,bancos,sanb3,,
103918533000,103918533000,122271222000,7498531000,1240333567000,264400814000,24371817000,100.00,nível 1,9.88,financeiro,bancos,sanb4,,
6514967000,6220906000,8768448000,393096000,8818001000,294544000,294061000,80.00,nível 1,71.57,financeiro,holdings diversificadas,brap3,,294061000
727030000,1966353000,350870000,217024000,2606990000,558443000,323674000,100.00,novo mercado,40.85,bens industriais,serviços diversos,alpk3,1562997000,1239323000
178774000,171433000,36928000,47609000,51611000,18457000,7341000,0.00,tradicional,11.43,financeiro,outros,fict3,,7341000
6806724000,6243389000,2227523000,1502786000,9973677000,6749226000,2378178000,0.00,tradicional,100.00,consumo cíclico,eletrodomésticos,whrl4,1814843000,563335000
5658028000,41923028000,3805000000,797207000,91303000000,30743000000,10304000000,100.00,nível 1,34.97,materiais básicos,petroquímicos,brkm3,46569000000,36265000000
382425000,1026596000,1292895000,373114000,3026411000,277677000,87403000,100.00,nível 2,23.69,utilidade pública,energia elétrica,rnew3,731574000,644171000
1676749000,2225291000,2727993000,92619000,4749923000,1756839000,371408000,0.00,nível 1,56.01,materiais básicos,madeira,euca4,919950000,548542000
1169293000,7525703000,1093325000,1670418000,16918392000,7328510000,4684887000,100.00,novo mercado,33.34,utilidade pública,água e saneamento,ambp3,11041297000,6356410000
12391605000,21803433000,7612368000,1033496000,21504866000,3198267000,896883000,100.00,nível 2,63.44,utilidade pública,energia elétrica,taee3,10308711000,9411828000
296149000,557972000,944000,260509000,921921000,497143000,116036000,0.00,tradicional,100.00,consumo não cíclico,produtos de limpeza,bobr4,377859000,261823000
96625000,196546000,293687000,50855000,313039000,305396000,293897000,100.00,novo mercado,30.40,bens industriais,serviços diversos,reag3,725000,293172000
267270000,353196000,332505000,22500000,630349000,252398000,11635000,0.00,tradicional,59.77,bens industriais,máquinas e equipamentos industriais,ealt4,97561000,85926000
228724000,231747000,902299000,50602000,1893442000,620355000,30999000,0.10,novo mercado,32.87,saúde,medicamentos e outros produtos,dmvf3,34022000,3023000
146890000,93647000,7433374000,67691000,10287823000,9817361000,53243000,0.00,tradicional,33.27,petróleo. gás e biocombustíveis,exploração. refino e distribuição,rpmg3,,53243000
33572903000,42689412000,54922968000,2028194000,86854070000,33306852000,8973850000,100.00,nível 1,58.69,materiais básicos,siderurgia,ggbr3,18090359000,9116509000
9940295000,19042865000,19373882000,993705000,86914266000,33366538000,8987789000,100.00,nível 1,70.19,materiais básicos,siderurgia,goau3,18090359000,9102570000
78674000,317848000,117903000,79469000,644043000,385604000,66505000,0.00,tradicional,44.31,financeiro,serviços financeiros diversos,pdtc3,305679000,239174000
610258000,1218009000,1274569000,126634000,2563359000,1480437000,194378000,100.00,nível 2,59.85,bens industriais,armas e munições,tasa3,802129000,607751000
417972000,448682000,417855000,64106000,688254000,456563000,66478000,100.00,novo mercado,38.44,consumo cíclico,acessórios,tecn3,97188000,30710000
237664000,124309000,441259000,9140000,594134000,213419000,131862000,100.00,novo mercado,43.09,tecnologia da informação,programas e serviços,ngrd3,18507000,113355000
42404000,218929000,106634000,43716000,491172000,130119000,2108000,100.00,novo mercado,82.71,petróleo. gás e biocombustíveis,equipamentos e serviços,lupa3,178633000,176525000
3128808000,8544890000,5245554000,119202000,15178531000,3042076000,184548000,0.00,tradicional,36.51,utilidade pública,energia elétrica,coce5,5600630000,5416082000
23306596000,52403284000,18226858000,2289424000,79416800000,17857182000,8717614000,100.00,nível 2,71.31,utilidade pública,energia elétrica,engi3,37814302000,29096688000
734844000,714771000,493056000,41800000,708924000,205453000,78053000,100.00,novo mercado,44.32,bens industriais,serviços diversos,csud3,57980000,20073000
611573000,933621000,1059074000,118292000,2878610000,742340000,116421000,100.00,novo mercado,6.19,saúde,serviços médicos. hospitalares. análises e diagnósticos,aalr3,438469000,322048000
81286000,154629000,184099000,66086000,378719000,106246000,38801000,100.00,novo mercado,43.14,consumo cíclico,móveis,ucas3,112144000,73343000
37683000,6441000,128624000,6741000,400055000,231880000,95651000,100.00,novo mercado,49.34,consumo cíclico,produção de eventos e shows,show3,64409000,31242000
4093378000,4044307000,7028044000,56058000,59112008000,2817940000,49071000,0.00,tradicional,2.99,financeiro,bancos,baza3,,
801458000,1014831000,1499159000,94735000,3335841000,2399398000,237030000,100.00,novo mercado,29.32,telecomunicações,telecomunicações,alld3,450403000,213373000
188498000,164551000,186935000,40021000,228714000,121268000,23974000,100.00,nível 1,25.54,telecomunicações,telecomunicações,trad3,27000,23947000
10816700000,19895355000,8570256000,988880000,31334837000,6556473000,3696420000,100.00,nível 2,34.43,utilidade pública,energia elétrica,alup4,12775075000,9078655000
57861000,996093000,1498347000,44605000,920668000,107902000,691000,0.00,tradicional,85.61,bens industriais,máquinas e equipamentos industriais,inep3,938923000,938232000
142589000,10182099000,15495962000,330121000,18729654000,4601185000,1149346000,80.00,nível 1,90.04,telecomunicações,telecomunicações,oibr4,11188856000,10039510000
224584000,52627000,1116516000,53857000,3396446000,2547516000,315309000,100.00,novo mercado,10.02,materiais básicos,fertilizantes e defensivos,fher3,38097000,277212000
808306000,835264000,732067000,96226000,922242000,32057000,16605000,100.00,novo mercado,54.36,consumo não cíclico,agricultura,land3,43563000,26958000
922128000,447656000,1553866000,93597000,4171620000,2061528000,1378095000,0.00,tradicional,3.43,telecomunicações,telecomunicações,telb4,8310000,1369785000
234080000,102111000,644725000,64663000,1438122000,710300000,131969000,100.00,nível 1,32.77,telecomunicações,telecomunicações,lvtc3,,131969000
631160000,462408000,949228000,20585000,1304535000,575911000,168752000,100.00,tradicional,55.95,consumo cíclico,tecidos. vestuário e calçados,cgra4,,168752000
37349000,46959000,43263000,13244000,136774000,100668000,5816000,100.00,tradicional,24.56,materiais básicos,fertilizantes e defensivos,nutr3,15426000,9610000
1206709000,1947291000,1528951000,57737000,2893655000,773190000,325550000,0.10,nível 1,38.65,financeiro,exploração de imóveis,scar3,1066132000,740582000
173360000,1480662000,875895000,44000000,2649065000,187599000,42838000,100.00,novo mercado,42.11,bens industriais,exploração de rodovias,tpis3,1350140000,1307302000
2802078000,2802078000,2362681000,347504000,38914230000,29129246000,8115448000,100.00,tradicional,4.59,financeiro,bancos,bees3,,
96726000,1349678000,2009675000,16969000,3488816000,1723009000,251712000,100.00,nível 1,37.28,consumo não cíclico,agricultura,agxy3,1504664000,1252952000
9074646000,15894646000,2333000000,193759000,12292000000,3208000000,588000000,0.00,tradicional,0.32,utilidade pública,energia elétrica,ektr4,7408000000,6820000000
3280682000,3034129000,3984960000,363046000,74509301000,68245397000,246553000,0.00,tradicional,11.55,financeiro,bancos,bsli3,,
291808000,433273000,529743000,48046000,1063020000,594884000,245294000,80.00,tradicional,66.52,consumo cíclico,fios e tecidos,ptnt4,386759000,141464000
2802078000,2802078000,2362681000,347504000,38914230000,29129246000,8115448000,100.00,tradicional,4.59,financeiro,bancos,bees4,,
10816700000,19895355000,8570256000,988880000,31334837000,6556473000,3696420000,100.00,nível 2,34.43,utilidade pública,energia elétrica,alup3,12775075000,9078655000
57861000,996093000,1498347000,44605000,920668000,107902000,691000,0.00,tradicional,85.61,bens industriais,máquinas e equipamentos industriais,inep4,938923000,938232000
64643000,61653000,40889000,14860000,56747000,6445000,2990000,0.00,tradicional,12.92,financeiro,holdings diversificadas,epar3,,2990000
1268415000,1298996000,238009000,126841000,417966000,197762000,77015000,0.00,tradicional,56.32,saúde,medicamentos e outros produtos,biom3,107596000,30581000
233115734000,233115734000,63703322000,11506119000,545461564000,473688143000,1375548000,100.00,nível 1,29.94,financeiro,bancos,bpac5,,
30692000,38325000,82564000,38366000,236917000,103514000,13546000,100.00,novo mercado,99.37,consumo cíclico,incorporações,vivr3,21179000,7633000
4736458000,4736458000,2069559000,104831000,29803895000,21859458000,5844723000,0.00,tradicional,46.32,financeiro,bancos,bmeb4,,
3280682000,3034129000,3984960000,363046000,74509301000,68245397000,246553000,0.00,tradicional,11.55,financeiro,bancos,bsli4,,
1728378000,8968054000,3056777000,329330000,17465355000,9104660000,1725995000,80.00,nível 1,60.10,bens industriais,material rodoviário,rapt3,8965671000,7239676000
546062000,857890000,1045955000,114000000,1679929000,517712000,33516000,100.00,novo mercado,96.56,consumo cíclico,tecidos. vestuário e calçados,vste3,345344000,311828000
104411000,151514000,245402000,13283000,222039000,106592000,51108000,100.00,nível 1,29.51,financeiro,outros,dotz3,98211000,47103000
156468000,115823000,253700000,6072000,422220000,238371000,54664000,0.00,tradicional,23.31,bens industriais,material rodoviário,rsul4,14019000,40645000
922128000,447656000,1553866000,93597000,4171620000,2061528000,1378095000,0.00,tradicional,3.43,telecomunicações,telecomunicações,telb3,8310000,1369785000
2622941000,4012429000,1045703000,107058000,3962692000,1082393000,295619000,100.00,novo mercado,24.26,bens industriais,transporte hidroviário,logn3,1685107000,1389488000
1906291000,1906291000,1165009000,226739000,30050215000,27091662000,45774000,100.00,nível 2,24.22,financeiro,bancos,pine3,,
19340000,291488000,95439000,12318000,785887000,719833000,6756000,0.00,tradicional,0.82,consumo cíclico,incorporações,jfen3,278904000,272148000
54902000,44442000,218842000,11091000,294382000,170049000,107106000,100.00,nível 1,99.66,consumo cíclico,utensílios domésticos,west3,7761000,99345000
23306596000,52403284000,18226858000,2289424000,79416800000,17857182000,8717614000,100.00,nível 2,71.31,utilidade pública,energia elétrica,engi4,37814302000,29096688000
5261062000,5261062000,10833866000,408974000,156338226000,146627096000,3435018000,80.00,nível 1,50.61,financeiro,bancos,brsr3,,
12428154000,17090243000,4674066000,2213527000,17935501000,5693219000,2145849000,0.00,tradicional,2.12,utilidade pública,energia elétrica,eqpa3,6807938000,4662089000
1717608000,1139884000,1076041000,72081000,1480516000,795141000,577724000,0.00,tradicional,19.85,utilidade pública,energia elétrica,cebr3,,577724000
3781141000,7578210000,3876464000,38571000,12998858000,3671456000,376351000,0.10,nível 2,75.46,utilidade pública,energia elétrica,clsc4,4173420000,3797069000
233115734000,233115734000,63703322000,11506119000,545461564000,473688143000,1375548000,100.00,nível 1,29.94,financeiro,bancos,bpac3,,
7366000,7149392000,8900601000,3148000,1396709000,18512000,10304000,100.00,novo mercado,50.58,petróleo. gás e biocombustíveis,equipamentos e serviços,osxb3,7152330000,7142026000
6806724000,6243389000,2227523000,1502786000,9973677000,6749226000,2378178000,0.00,tradicional,100.00,consumo cíclico,eletrodomésticos,whrl3,1814843000,563335000
300808000,795484000,134409000,195330000,1373722000,529085000,210245000,100.00,novo mercado,21.36,consumo cíclico,incorporações,avll3,704921000,494676000
176593000,724660000,20798000,5783000,721065000,289179000,19525000,0.00,tradicional,49.03,materiais básicos,artefatos de ferro e aço,mgel4,567592000,548067000
1717608000,1139884000,1076041000,72081000,1480516000,795141000,577724000,0.00,tradicional,19.85,utilidade pública,energia elétrica,cebr5,,577724000
10684526000,25765526000,8461000000,262096000,31978000000,5329000000,452000000,0.00,tradicional,1.01,utilidade pública,energia elétrica,ceeb3,15533000000,15081000000
1218168000,1476925000,657578000,53949000,1328002000,833913000,147599000,100.00,novo mercado,42.94,saúde,medicamentos e outros produtos,ofsa3,406356000,258757000
18836000,195034000,230512000,25260000,632088000,192847000,33751000,0.00,tradicional,56.36,consumo cíclico,fios e tecidos,ctsa4,209949000,176198000
382425000,1026596000,1292895000,373114000,3026411000,277677000,87403000,100.00,nível 2,23.69,utilidade pública,energia elétrica,rnew11,731574000,644171000
378630000,282738000,586901000,29018000,907091000,567957000,103895000,0.00,tradicional,28.36,materiais básicos,químicos diversos,crpg5,8003000,95892000
631160000,462408000,949228000,20585000,1304535000,575911000,168752000,100.00,tradicional,55.95,consumo cíclico,tecidos. vestuário e calçados,cgra3,,168752000
16513367000,23773928000,1715477000,132520000,14392431000,3939588000,1338135000,0.00,nível 1,0.86,utilidade pública,gás,cgas5,8598696000,7260561000
2988710000,2741319000,1262988000,36947000,2195449000,641537000,247391000,0.00,tradicional,60.06,utilidade pública,energia elétrica,emae4,,247391000
6438164000,6258151000,4133329000,683062000,6194674000,3031060000,864577000,80.00,nível 1,27.74,consumo cíclico,calçados,alpa3,684564000,180013000
538024000,538024000,838361000,18558000,13515374000,12799379000,100821000,100.00,tradicional,8.54,financeiro,bancos,bgip4,,
17716525000,29998318000,20601977000,658883000,43946662000,6605421000,1830261000,80.00,nível 1,64.18,utilidade pública,energia elétrica,isae3,14112054000,12281793000
8299707000,9357333000,2809925000,113173000,7539380000,3075524000,1747534000,80.00,tradicional,55.28,materiais básicos,químicos diversos,unip3,2805160000,1057626000
13506069000,27088780000,4365337000,2110323000,31875451000,8535134000,3887251000,0.00,tradicional,0.25,utilidade pública,energia elétrica,rede3,17469962000,13582711000
193452000,132350000,181542000,9800000,287483000,209667000,83391000,0.00,tradicional,34.89,saúde,equipamentos,balm4,22289000,61102000
213108000,154392000,135885000,5222000,194595000,106473000,58716000,0.00,tradicional,28.89,consumo não cíclico,carnes e derivados,bauh4,,58716000
8975000,4750000,54476000,2655000,29738000,15872000,4643000,100.00,novo mercado,39.11,financeiro,exploração de imóveis,nexp3,418000,4225000
3248000,3247000,6470000,918000,774000,1000,1000,0.00,tradicional,3.89,financeiro,outros,mapt4,,1000
286134000,183828000,191451000,7100000,428604000,222959000,102306000,0.00,tradicional,42.32,consumo não cíclico,carnes e derivados,mnpr3,,102306000
88852000,585044000,194587000,43769000,1334680000,656846000,52035000,100.00,novo mercado,34.36,consumo cíclico,incorporações,rdni3,548227000,496192000
1717608000,1139884000,1076041000,72081000,1480516000,795141000,577724000,0.00,tradicional,19.85,utilidade pública,energia elétrica,cebr6,,577724000
3260466000,3328100000,1756413000,94433000,3558826000,745717000,588738000,0.00,tradicional,3.81,utilidade pública,energia elétrica,gepa4,656372000,67634000
616098000,5925286000,3777377000,68254000,8602979000,2686529000,1011820000,nível 1,0.26,80.00,utilidade pública,energia elétrica,ceed3,6321008000,5309188000
9074646000,15894646000,2333000000,193759000,12292000000,3208000000,588000000,0.00,tradicional,0.32,utilidade pública,energia elétrica,ektr3,7408000000,6820000000
850552000,860425000,1014217000,109310000,1577581000,1015989000,227309000,100.00,tradicional,99.67,materiais básicos,petroquímicos,dexp4,237182000,9873000
267270000,353196000,332505000,22500000,630349000,252398000,11635000,0.00,tradicional,59.77,bens industriais,máquinas e equipamentos industriais,ealt3,97561000,85926000
84283000,52725000,34482000,18372000,519672000,98841000,31563000,0.00,tradicional,13.95,consumo cíclico,hotelaria,hoot4,5000,31558000
516520000,371990000,469617000,8789000,579784000,446427000,172661000,0.00,tradicional,34.76,bens industriais,máquinas e equipamentos de construção e agrícolas,mtsa4,28131000,144529000
18836000,195034000,230512000,25260000,632088000,192847000,33751000,0.00,tradicional,56.36,consumo cíclico,fios e tecidos,ctsa3,209949000,176198000
452574000,399163000,1087490000,84682000,1091335000,55100000,53411000,0.00,nível 1,24.65,financeiro,serviços financeiros diversos,rpad3,,53411000
378630000,282738000,586901000,29018000,907091000,567957000,103895000,0.00,tradicional,28.36,materiais básicos,químicos diversos,crpg3,8003000,95892000
32435000,384093000,972058000,20272000,503144000,252399000,27944000,100.00,novo mercado,94.94,consumo cíclico,incorporações,rsid3,379602000,351658000
291808000,433273000,529743000,48046000,1063020000,594884000,245294000,80.00,tradicional,66.52,consumo cíclico,fios e tecidos,ptnt3,386759000,141464000
692843000,661122000,909591000,18908000,1291302000,246071000,190852000,0.00,tradicional,49.58,financeiro,holdings diversificadas,peab4,159131000,31721000
15430000,13084000,51172000,11900000,67033000,59597000,49268000,0.00,tradicional,75.75,bens industriais,produtos para construção,haga4,20754000,28514000
918841000,505171000,894480000,12251000,2028270000,1211400000,1134130000,0.00,tradicional,4.60,financeiro,holdings diversificadas,moar3,720460000,413670000
1676749000,2225291000,2727993000,92619000,4749923000,1756839000,371408000,80.00,nível 1,56.01,materiais básicos,madeira,euca3,919950000,548542000
8299707000,9357333000,2809925000,113173000,7539380000,3075524000,1747534000,0.00,tradicional,55.28,materiais básicos,químicos diversos,unip5,2805160000,1057626000
578681000,525521000,328504000,2947000,395876000,227332000,55668000,0.00,tradicional,31.65,materiais básicos,artefatos de ferro e aço,tkno3,2508000,53160000
16513367000,23773928000,1715477000,132520000,14392431000,3939588000,1338135000,0.00,nível 1,0.86,utilidade pública,gás,cgas3,8598696000,7260561000
116568000,81785000,64217000,2457000,117185000,68084000,34783000,0.00,tradicional,13.02,bens industriais,engenharia consultiva,sond5,,34783000
8469616000,13338203000,8230908000,340000000,19994912000,3386899000,2268610000,0.00,tradicional,1.84,bens industriais,transporte ferroviário,mrsa5b,7137197000,4868587000
751984000,1108315000,805027000,36414000,1492460000,866120000,92822000,0.00,tradicional,15.11,bens industriais,material de transporte,wlmm4,449153000,356331000
220033000,589758000,35502000,6205000,712914000,471967000,58879000,0.00,tradicional,12.86,consumo cíclico,fios e tecidos,ctka4,428604000,369725000
197811000,45307000,258956000,454000,330810000,280216000,156126000,0.00,tradicional,22.00,consumo cíclico,bicicletas,bmks3,3622000,152504000
35744670000,52726809000,25596150000,2982810000,60742037000,12093928000,2905739000,100.00,nível 2,100.00,utilidade pública,energia elétrica,cple5,19887878000,16982139000
2279000,2279000,9000,2814000,806000,797000,,0.00,tradicional,100.00,financeiro,gestão de recursos e investimentos,ppla11,,
255717000,246117000,251557000,8543000,543484000,236013000,13234000,0.00,tradicional,3.25,consumo cíclico,produção de eventos e shows,aheb3,3634000,9600000
15430000,13084000,51172000,11900000,67033000,59597000,49268000,0.00,tradicional,75.75,bens industriais,produtos para construção,haga3,20754000,28514000
179372000,676080000,150298000,9921000,1437828000,607376000,4287000,0.00,tradicional,67.22,consumo cíclico,acessórios,mndl3,500995000,496708000
136491000,532077000,302543000,10000000,960574000,400913000,11511000,80.00,nível 1,61.57,consumo cíclico,fios e tecidos,cedo4,407097000,395586000
946286000,954840000,773997000,23932000,1517221000,1093845000,393664000,0.00,tradicional,34.71,materiais básicos,artefatos de ferro e aço,pati3,402218000,8554000
578681000,525521000,328504000,2947000,395876000,227332000,55668000,0.00,tradicional,31.65,materiais básicos,artefatos de ferro e aço,tkno4,2508000,53160000
2825400000,2151233000,3369258000,353175000,4276434000,1797892000,971918000,80.00,nível 1,45.83,materiais básicos,siderurgia,fesa3,297751000,674167000
116568000,81785000,64217000,2457000,117185000,68084000,34783000,0.00,tradicional,13.02,bens industriais,engenharia consultiva,sond6,,34783000
13358000,183463000,245464000,1600000,517009000,214167000,8776000,0.00,nível 1,76.94,bens industriais,máquinas e equipamentos industriais,bdll4,178881000,170105000
292277000,521973000,659465000,9133000,1677665000,170147000,64713000,0.00,tradicional,63.98,financeiro,exploração de imóveis,hbts5,294409000,229696000
136491000,532077000,302543000,10000000,960574000,400913000,11511000,80.00,nível 1,61.57,consumo cíclico,fios e tecidos,cedo3,407097000,395586000
490168000,497569000,240521000,63084000,353121000,86283000,23212000,0.00,tradicional,1.33,utilidade pública,energia elétrica,aflt3,30613000,7401000
42303000,239635000,592373000,8083000,354604000,134913000,397000000,0.00,tradicional,68.43,consumo cíclico,brinquedos e jogos,estr4,115061000,281939000
946286000,954840000,773997000,23932000,1517221000,1093845000,393664000,0.00,tradicional,34.71,materiais básicos,artefatos de ferro e aço,pati4,402218000,8554000
105483000,325432000,2105099000,12774000,570899000,330386000,20225000,0.00,tradicional,66.36,materiais básicos,materiais diversos,snsy5,240174000,219949000
54796000,319099000,626989000,12425000,622657000,192008000,15581000,0.00,tradicional,40.01,consumo cíclico,automóveis e motocicletas,plas3,279884000,264303000
43373000,44451000,160407000,20784000,229017000,41609000,17870000,0.00,tradicional,30.35,bens industriais,transporte hidroviário,luxm4,18948000,1078000
437691000,501474000,690209000,75645000,987965000,561325000,85536000,0.00,tradicional,12.49,consumo cíclico,fios e tecidos,dohl4,149319000,63783000
22651000,117013000,11432000,2058000,314708000,121725000,11242000,0.00,tradicional,49.10,bens industriais,material rodoviário,mwet4,105604000,94362000
2479379000,7126712000,8414675000,254034000,19928602000,4011233000,192967000,0.00,nível 1,0.19,utilidade pública,energia elétrica,cbee3,4840300000,4647333000
30127000,69446000,126741000,6621000,19510000,1682000,11000,0.00,tradicional,1.07,bens industriais,máquinas e equipamentos industriais,nord3,39330000,39319000
5252246000,8149130000,4032651000,164184000,9963995000,2401899000,633116000,0.00,nível 1,1.30,utilidade pública,energia elétrica,eqma3b,3530000000,2896884000
1320058000,2001252000,351403000,6286000,1971720000,1359430000,138560000,100.00,novo mercado,64.39,bens industriais,máquinas e equipamentos industriais,frio3,819754000,681194000
12428154000,17090243000,4674066000,2213527000,17935501000,5693219000,2145849000,tradicional,2.12,0.00,utilidade pública,energia elétrica,eqpa6,6807938000,4662089000
5658028000,41923028000,3805000000,797207000,91303000000,30743000000,10304000000,100.00,nível 1,34.97,materiais básicos,petroquímicos,brkm6,46569000000,36265000000
5689000,2001643000,1338750000,1928000,1163933000,159694000,171174000,100.00,novo mercado,74.05,financeiro,exploração de imóveis,gshp3,2167128000,1995954000
378630000,282738000,586901000,29018000,907091000,567957000,103895000,0.00,tradicional,28.36,materiais básicos,químicos diversos,crpg6,8003000,95892000
8512771000,8512771000,14829400000,86371000,74357908000,65188232000,3309377000,0.00,tradicional,0.71,financeiro,bancos,bnbr3,,
193452000,132350000,181542000,9800000,287483000,209667000,83391000,0.00,tradicional,34.89,saúde,equipamentos,balm3,22289000,61102000
11742756000,17822449000,4160616000,218941000,14894129000,3835611000,1583318000,0.00,tradicional,2.49,utilidade pública,energia elétrica,enmt4,7663011000,6079693000
106684000,104898000,142483000,4825000,613099000,591798000,1786000,0.00,tradicional,8.46,financeiro,bancos,bmin4,,
78860000,75391000,673000,11131000,6110000,5587000,3469000,0.00,tradicional,2.02,bens industriais,serviços diversos,dtcy3,,3469000
4736458000,4736458000,2069559000,104831000,29803895000,21859458000,5844723000,0.00,tradicional,46.32,financeiro,bancos,bmeb3,,
4134000,4134000,5023000,153000,5073000,3288000,,novo mercado,100.00,100.00,consumo cíclico,incorporações,ccty3,,
692843000,661122000,909591000,18908000,1291302000,246071000,190852000,0.00,tradicional,49.58,financeiro,holdings diversificadas,peab3,159131000,31721000
